1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F20000002FAF0921
Is Mission Active?  true
Mission Start:  Sat Jun 04 00:02:00 PDT 2016
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2128
Total Samples:  6827
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/4/16 12:02:00 AM,C,21.5
6/4/16 4:02:00 AM,C,21.5
6/4/16 8:02:00 AM,C,21
6/4/16 12:02:00 PM,C,22.5
6/4/16 4:02:00 PM,C,22.5
6/4/16 8:02:00 PM,C,25.5
6/5/16 12:02:00 AM,C,20.5
6/5/16 4:02:00 AM,C,20.5
6/5/16 8:02:00 AM,C,15
6/5/16 12:02:00 PM,C,18.5
6/5/16 4:02:00 PM,C,18.5
6/5/16 8:02:00 PM,C,26.5
6/6/16 12:02:00 AM,C,21
6/6/16 4:02:00 AM,C,20.5
6/6/16 8:02:00 AM,C,15
6/6/16 12:02:00 PM,C,13.5
6/6/16 4:02:00 PM,C,12.5
6/6/16 8:02:00 PM,C,13.5
6/7/16 12:02:00 AM,C,13
6/7/16 4:02:00 AM,C,12
6/7/16 8:02:00 AM,C,16.5
6/7/16 12:02:00 PM,C,15.5
6/7/16 4:02:00 PM,C,12.5
6/7/16 8:02:00 PM,C,13
6/8/16 12:02:00 AM,C,12
6/8/16 4:02:00 AM,C,11
6/8/16 8:02:00 AM,C,11.5
6/8/16 12:02:00 PM,C,17.5
6/8/16 4:02:00 PM,C,11.5
6/8/16 8:02:00 PM,C,11.5
6/9/16 12:02:00 AM,C,11.5
6/9/16 4:02:00 AM,C,11.5
6/9/16 8:02:00 AM,C,11.5
6/9/16 12:02:00 PM,C,16
6/9/16 4:02:00 PM,C,12.5
6/9/16 8:02:00 PM,C,13
6/10/16 12:02:00 AM,C,13
6/10/16 4:02:00 AM,C,12.5
6/10/16 8:02:00 AM,C,12.5
6/10/16 12:02:00 PM,C,14
6/10/16 4:02:00 PM,C,12.5
6/10/16 8:02:00 PM,C,12.5
6/11/16 12:02:00 AM,C,12
6/11/16 4:02:00 AM,C,11.5
6/11/16 8:02:00 AM,C,11.5
6/11/16 12:02:00 PM,C,18.5
6/11/16 4:02:00 PM,C,13.5
6/11/16 8:02:00 PM,C,12.5
6/12/16 12:02:00 AM,C,12.5
6/12/16 4:02:00 AM,C,12
6/12/16 8:02:00 AM,C,12
6/12/16 12:02:00 PM,C,13
6/12/16 4:02:00 PM,C,13
6/12/16 8:02:00 PM,C,12.5
6/13/16 12:02:00 AM,C,12
6/13/16 4:02:00 AM,C,12
6/13/16 8:02:00 AM,C,12
6/13/16 12:02:00 PM,C,12.5
