1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 8700000035BA0221
Is Mission Active?  true
Mission Start:  Fri Jun 03 22:01:00 PDT 2016
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2135
Total Samples:  4255
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/3/16 10:01:00 PM,C,22.5
6/4/16 2:01:00 AM,C,22
6/4/16 6:01:00 AM,C,21.5
6/4/16 10:01:00 AM,C,22
6/4/16 2:01:00 PM,C,23
6/4/16 6:01:00 PM,C,27.5
6/4/16 10:01:00 PM,C,21
6/5/16 2:01:00 AM,C,21
6/5/16 6:01:00 AM,C,15.5
6/5/16 10:01:00 AM,C,17.5
6/5/16 2:01:00 PM,C,19.5
6/5/16 6:01:00 PM,C,20
6/5/16 10:01:00 PM,C,21.5
6/6/16 2:01:00 AM,C,21.5
6/6/16 6:01:00 AM,C,21.5
6/6/16 10:01:00 AM,C,21.5
6/6/16 2:01:00 PM,C,20
6/6/16 6:01:00 PM,C,20.5
6/6/16 10:01:00 PM,C,20.5
6/7/16 2:01:00 AM,C,20.5
6/7/16 6:01:00 AM,C,20.5
6/7/16 10:01:00 AM,C,14.5
6/7/16 2:01:00 PM,C,14
6/7/16 6:01:00 PM,C,13
6/7/16 10:01:00 PM,C,12.5
6/8/16 2:01:00 AM,C,11
6/8/16 6:01:00 AM,C,11.5
6/8/16 10:01:00 AM,C,14.5
6/8/16 2:01:00 PM,C,15.5
6/8/16 6:01:00 PM,C,11.5
6/8/16 10:01:00 PM,C,11
6/9/16 2:01:00 AM,C,11.5
6/9/16 6:01:00 AM,C,12
6/9/16 10:01:00 AM,C,14
6/9/16 2:01:00 PM,C,14.5
6/9/16 6:01:00 PM,C,14.5
6/9/16 10:01:00 PM,C,12
6/10/16 2:01:00 AM,C,11.5
6/10/16 6:01:00 AM,C,13
6/10/16 10:01:00 AM,C,13
6/10/16 2:01:00 PM,C,15
6/10/16 6:01:00 PM,C,12.5
6/10/16 10:01:00 PM,C,11.5
6/11/16 2:01:00 AM,C,10.5
6/11/16 6:01:00 AM,C,11.5
6/11/16 10:01:00 AM,C,14.5
6/11/16 2:01:00 PM,C,16.5
6/11/16 6:01:00 PM,C,13.5
6/11/16 10:01:00 PM,C,12
6/12/16 2:01:00 AM,C,11.5
6/12/16 6:01:00 AM,C,11
6/12/16 10:01:00 AM,C,13.5
6/12/16 2:01:00 PM,C,15.5
6/12/16 6:01:00 PM,C,14
6/12/16 10:01:00 PM,C,12.5
6/13/16 2:01:00 AM,C,10
6/13/16 6:01:00 AM,C,10.5
6/13/16 10:01:00 AM,C,13
6/13/16 2:01:00 PM,C,16.5
6/13/16 6:01:00 PM,C,21
6/13/16 10:01:00 PM,C,13
6/14/16 2:01:00 AM,C,10.5
6/14/16 6:01:00 AM,C,9
6/14/16 10:01:00 AM,C,12
6/14/16 2:01:00 PM,C,14
6/14/16 6:01:00 PM,C,13
6/14/16 10:01:00 PM,C,12.5
6/15/16 2:01:00 AM,C,10.5
6/15/16 6:01:00 AM,C,9
6/15/16 10:01:00 AM,C,12.5
6/15/16 2:01:00 PM,C,15
6/15/16 6:01:00 PM,C,16
6/15/16 10:01:00 PM,C,13
6/16/16 2:01:00 AM,C,12
6/16/16 6:01:00 AM,C,10.5
6/16/16 10:01:00 AM,C,11
6/16/16 2:01:00 PM,C,13
6/16/16 6:01:00 PM,C,13
6/16/16 10:01:00 PM,C,12.5
6/17/16 2:01:00 AM,C,12
6/17/16 6:01:00 AM,C,11.5
6/17/16 10:01:00 AM,C,16
6/17/16 2:01:00 PM,C,14
6/17/16 6:01:00 PM,C,25
6/17/16 10:01:00 PM,C,14.5
6/18/16 2:01:00 AM,C,13.5
6/18/16 6:01:00 AM,C,11.5
6/18/16 10:01:00 AM,C,14.5
6/18/16 2:01:00 PM,C,14
6/18/16 6:01:00 PM,C,23.5
6/18/16 10:01:00 PM,C,15.5
6/19/16 2:01:00 AM,C,14
6/19/16 6:01:00 AM,C,12.5
6/19/16 10:01:00 AM,C,16.5
6/19/16 2:01:00 PM,C,14.5
6/19/16 6:01:00 PM,C,18
6/19/16 10:01:00 PM,C,15
6/20/16 2:01:00 AM,C,13
6/20/16 6:01:00 AM,C,11
6/20/16 10:01:00 AM,C,15
6/20/16 2:01:00 PM,C,15
6/20/16 6:01:00 PM,C,16
6/20/16 10:01:00 PM,C,13.5
6/21/16 2:01:00 AM,C,13.5
6/21/16 6:01:00 AM,C,12.5
6/21/16 10:01:00 AM,C,14
6/21/16 2:01:00 PM,C,13
6/21/16 6:01:00 PM,C,14
6/21/16 10:01:00 PM,C,13
6/22/16 2:01:00 AM,C,13
6/22/16 6:01:00 AM,C,12.5
6/22/16 10:01:00 AM,C,13.5
6/22/16 2:01:00 PM,C,14.5
6/22/16 6:01:00 PM,C,16
6/22/16 10:01:00 PM,C,13.5
6/23/16 2:01:00 AM,C,13.5
6/23/16 6:01:00 AM,C,12.5
6/23/16 10:01:00 AM,C,14.5
6/23/16 2:01:00 PM,C,15.5
6/23/16 6:01:00 PM,C,13.5
6/23/16 10:01:00 PM,C,13.5
6/24/16 2:01:00 AM,C,13
6/24/16 6:01:00 AM,C,13
6/24/16 10:01:00 AM,C,15.5
6/24/16 2:01:00 PM,C,19.5
6/24/16 6:01:00 PM,C,13.5
6/24/16 10:01:00 PM,C,13
6/25/16 2:01:00 AM,C,12.5
6/25/16 6:01:00 AM,C,13.5
6/25/16 10:01:00 AM,C,13.5
6/25/16 2:01:00 PM,C,17.5
6/25/16 6:01:00 PM,C,14
6/25/16 10:01:00 PM,C,13.5
6/26/16 2:01:00 AM,C,13
6/26/16 6:01:00 AM,C,13.5
6/26/16 10:01:00 AM,C,15.5
6/26/16 2:01:00 PM,C,13.5
6/26/16 6:01:00 PM,C,16
6/26/16 10:01:00 PM,C,13.5
6/27/16 2:01:00 AM,C,12.5
6/27/16 6:01:00 AM,C,13.5
6/27/16 10:01:00 AM,C,17
6/27/16 2:01:00 PM,C,20.5
6/27/16 6:01:00 PM,C,15.5
6/27/16 10:01:00 PM,C,14
6/28/16 2:01:00 AM,C,11.5
6/28/16 6:01:00 AM,C,11.5
6/28/16 10:01:00 AM,C,14
6/28/16 2:01:00 PM,C,15
6/28/16 6:01:00 PM,C,21.5
6/28/16 10:01:00 PM,C,14
6/29/16 2:01:00 AM,C,12.5
6/29/16 6:01:00 AM,C,11.5
6/29/16 10:01:00 AM,C,14.5
6/29/16 2:01:00 PM,C,19.5
6/29/16 6:01:00 PM,C,20.5
6/29/16 10:01:00 PM,C,14
6/30/16 2:01:00 AM,C,13
6/30/16 6:01:00 AM,C,13
6/30/16 10:01:00 AM,C,14
6/30/16 2:01:00 PM,C,16
6/30/16 6:01:00 PM,C,22.5
6/30/16 10:01:00 PM,C,14.5
7/1/16 2:01:00 AM,C,13
7/1/16 6:01:00 AM,C,13.5
7/1/16 10:01:00 AM,C,14.5
7/1/16 2:01:00 PM,C,15.5
7/1/16 6:01:00 PM,C,16
7/1/16 10:01:00 PM,C,14.5
7/2/16 2:01:00 AM,C,14
7/2/16 6:01:00 AM,C,13
7/2/16 10:01:00 AM,C,14
7/2/16 2:01:00 PM,C,14
7/2/16 6:01:00 PM,C,15.5
7/2/16 10:01:00 PM,C,14
7/3/16 2:01:00 AM,C,14
7/3/16 6:01:00 AM,C,12.5
7/3/16 10:01:00 AM,C,13.5
7/3/16 2:01:00 PM,C,14
7/3/16 6:01:00 PM,C,17.5
7/3/16 10:01:00 PM,C,14
7/4/16 2:01:00 AM,C,13.5
7/4/16 6:01:00 AM,C,13
7/4/16 10:01:00 AM,C,15.5
7/4/16 2:01:00 PM,C,14
7/4/16 6:01:00 PM,C,16
7/4/16 10:01:00 PM,C,13.5
7/5/16 2:01:00 AM,C,13.5
7/5/16 6:01:00 AM,C,12.5
7/5/16 10:01:00 AM,C,16
7/5/16 2:01:00 PM,C,14.5
7/5/16 6:01:00 PM,C,17
7/5/16 10:01:00 PM,C,15.5
7/6/16 2:01:00 AM,C,13.5
7/6/16 6:01:00 AM,C,12.5
7/6/16 10:01:00 AM,C,16.5
7/6/16 2:01:00 PM,C,15.5
7/6/16 6:01:00 PM,C,15.5
7/6/16 10:01:00 PM,C,14.5
7/7/16 2:01:00 AM,C,14
7/7/16 6:01:00 AM,C,13.5
7/7/16 10:01:00 AM,C,14
7/7/16 2:01:00 PM,C,16
7/7/16 6:01:00 PM,C,14
7/7/16 10:01:00 PM,C,14.5
7/8/16 2:01:00 AM,C,14.5
7/8/16 6:01:00 AM,C,14.5
7/8/16 10:01:00 AM,C,16
7/8/16 2:01:00 PM,C,18
7/8/16 6:01:00 PM,C,14.5
7/8/16 10:01:00 PM,C,14
7/9/16 2:01:00 AM,C,13.5
7/9/16 6:01:00 AM,C,14
7/9/16 10:01:00 AM,C,15.5
7/9/16 2:01:00 PM,C,20
7/9/16 6:01:00 PM,C,15
7/9/16 10:01:00 PM,C,14.5
7/10/16 2:01:00 AM,C,14
7/10/16 6:01:00 AM,C,14.5
7/10/16 10:01:00 AM,C,15
7/10/16 2:01:00 PM,C,19.5
7/10/16 6:01:00 PM,C,15.5
7/10/16 10:01:00 PM,C,14
7/11/16 2:01:00 AM,C,13.5
7/11/16 6:01:00 AM,C,14.5
7/11/16 10:01:00 AM,C,15
7/11/16 2:01:00 PM,C,17.5
7/11/16 6:01:00 PM,C,15
7/11/16 10:01:00 PM,C,15
7/12/16 2:01:00 AM,C,14
7/12/16 6:01:00 AM,C,14
7/12/16 10:01:00 AM,C,15.5
7/12/16 2:01:00 PM,C,20
7/12/16 6:01:00 PM,C,16.5
7/12/16 10:01:00 PM,C,15
7/13/16 2:01:00 AM,C,13
7/13/16 6:01:00 AM,C,13.5
7/13/16 10:01:00 AM,C,16
7/13/16 2:01:00 PM,C,21
7/13/16 6:01:00 PM,C,25.5
7/13/16 10:01:00 PM,C,16
7/14/16 2:01:00 AM,C,14.5
7/14/16 6:01:00 AM,C,14
7/14/16 10:01:00 AM,C,16
7/14/16 2:01:00 PM,C,20
7/14/16 6:01:00 PM,C,19.5
7/14/16 10:01:00 PM,C,16
7/15/16 2:01:00 AM,C,15
7/15/16 6:01:00 AM,C,15
7/15/16 10:01:00 AM,C,15.5
7/15/16 2:01:00 PM,C,20
7/15/16 6:01:00 PM,C,22.5
7/15/16 10:01:00 PM,C,16
7/16/16 2:01:00 AM,C,15
7/16/16 6:01:00 AM,C,14.5
7/16/16 10:01:00 AM,C,16.5
7/16/16 2:01:00 PM,C,19
7/16/16 6:01:00 PM,C,20
7/16/16 10:01:00 PM,C,15
7/17/16 2:01:00 AM,C,15
7/17/16 6:01:00 AM,C,14.5
7/17/16 10:01:00 AM,C,17.5
7/17/16 2:01:00 PM,C,16.5
7/17/16 6:01:00 PM,C,20
7/17/16 10:01:00 PM,C,15.5
7/18/16 2:01:00 AM,C,15
7/18/16 6:01:00 AM,C,14.5
7/18/16 10:01:00 AM,C,17.5
7/18/16 2:01:00 PM,C,15.5
7/18/16 6:01:00 PM,C,17.5
7/18/16 10:01:00 PM,C,16
7/19/16 2:01:00 AM,C,15.5
