"","UID","Taxon","Abundance","taxon_lumped","taxon_lumped2","non.alga.flag","motile_sessile","Notes"
"6606","Meay Channel MID 2018 5","Barnacle",1,"Barnacles","Barnacles","Animal","sessile",""
"6607","Meay Channel MID 2018 5","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6608","Meay Channel MID 2018 5","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6609","Meay Channel MID 2018 5","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6610","Meay Channel MID 2018 5","Cladophora columbiana",0.5,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6611","Meay Channel MID 2018 5","Halosaccion glandiforme",3,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6612","Meay Channel MID 2018 5","Hildenbrandia occidentalis",12,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6613","Meay Channel MID 2018 5","Limpet",4,"Limpet","Limpet","Animal","motile",""
"6614","Meay Channel MID 2018 5","Mazzaella parvula",0.5,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"6615","Meay Channel MID 2018 5","Neorhodomela aculeata",5,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6616","Meay Channel MID 2018 5","Pterosiphonia bipinnata",0.5,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6617","Meay Channel MID 2018 5","Snail",2,"Snail","Snail","Animal","motile",""
"6618","Meay Channel MID 2018 5","Ulva lobata",64,"Ulva lobata","Ulva","Algae","sessile",""
"6619","Meay Channel MID 2018 5","Ulva prolifera",0.5,"Ulva prolifera","Ulva","Algae","sessile",""
"6620","Meay Channel MID 2018 6","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"6621","Meay Channel MID 2018 6","Barnacle",1,"Barnacles","Barnacles","Animal","sessile",""
"6622","Meay Channel MID 2018 6","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6623","Meay Channel MID 2018 6","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6624","Meay Channel MID 2018 6","Bossiella frondescens",0.5,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6625","Meay Channel MID 2018 6","Cladophora sericea",0.5,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6626","Meay Channel MID 2018 6","Coralline crust",0.5,NA,NA,NA,NA,NA
"6627","Meay Channel MID 2018 6","Crab",2,"Crab","Crab","Animal","motile",""
"6628","Meay Channel MID 2018 6","Cryptosiphonia woodii",2,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6629","Meay Channel MID 2018 6","Fucus distichus",12,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6630","Meay Channel MID 2018 6","Halosaccion glandiforme",7,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6631","Meay Channel MID 2018 6","Hildenbrandia occidentalis",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6632","Meay Channel MID 2018 6","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6633","Meay Channel MID 2018 6","Littorina sp.",11,"Littorina sp.","Littorina sp.","Animal","motile",""
"6634","Meay Channel MID 2018 6","Mastocarpus agardhii",0.5,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"6635","Meay Channel MID 2018 6","Mastocarpus intermedius",0.5,"Mastocarpus intermedius","Mastocarpus","Algae","sessile","REVISIT"
"6636","Meay Channel MID 2018 6","Mazzaella parvula",3,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"6637","Meay Channel MID 2018 6","Neorhodomela aculeata",4,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6638","Meay Channel MID 2018 6","Snail",2,"Snail","Snail","Animal","motile",""
"6639","Meay Channel MID 2018 6","Ulva lobata",39,"Ulva lobata","Ulva","Algae","sessile",""
"6640","Meay Channel MID 2018 7","Acrosiphonia arcta",8,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6641","Meay Channel MID 2018 7","Anemone",1,"Anemone","Anemone","Animal","sessile",""
"6642","Meay Channel MID 2018 7","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"6643","Meay Channel MID 2018 7","Barnacle",0.5,"Barnacles","Barnacles","Animal","sessile",""
"6644","Meay Channel MID 2018 7","Fucus distichus",21,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6645","Meay Channel MID 2018 7","Halosaccion glandiforme",10,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6646","Meay Channel MID 2018 7","Hildenbrandia occidentalis",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6647","Meay Channel MID 2018 7","Hildenbrandia rubra",2,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6648","Meay Channel MID 2018 7","Leathesia marina",3,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6649","Meay Channel MID 2018 7","Mastocarpus intermedius",2,"Mastocarpus intermedius","Mastocarpus","Algae","sessile","REVISIT"
"6650","Meay Channel MID 2018 7","Neorhodomela aculeata",11,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6651","Meay Channel MID 2018 7","Odonthalia floccosa",2,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"6652","Meay Channel MID 2018 7","Pterosiphonia bipinnata",5,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6653","Meay Channel MID 2018 7","Punctaria sp.",5,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6654","Meay Channel MID 2018 7","Ulva lobata",56,"Ulva lobata","Ulva","Algae","sessile",""
"6655","Meay Channel MID 2018 8","Acrosiphonia arcta",4,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6656","Meay Channel MID 2018 8","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"6657","Meay Channel MID 2018 8","Barnacle",4,"Barnacles","Barnacles","Animal","sessile",""
"6658","Meay Channel MID 2018 8","Crab",1,"Crab","Crab","Animal","motile",""
"6659","Meay Channel MID 2018 8","Cryptosiphonia woodii",3,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6660","Meay Channel MID 2018 8","Fucus distichus",9,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6661","Meay Channel MID 2018 8","Halosaccion glandiforme",2,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6662","Meay Channel MID 2018 8","Leathesia marina",5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6663","Meay Channel MID 2018 8","Lomentaria hakodatensis",1,"Lomentaria hakodatensis","Lomentaria hakodatensis","Algae","sessile",""
"6664","Meay Channel MID 2018 8","Mastocarpus intermedius",1,"Mastocarpus intermedius","Mastocarpus","Algae","sessile","REVISIT"
"6665","Meay Channel MID 2018 8","Neorhodomela aculeata",8,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6666","Meay Channel MID 2018 8","Sargassum muticum",0.5,"Sargassum muticum","Sargassum muticum","Algae","sessile",""
"6667","Meay Channel MID 2018 8","Ulva lobata",12,"Ulva lobata","Ulva","Algae","sessile",""
"6668","Meay Channel MID 2018 8","Ulva prolifera",2,"Ulva prolifera","Ulva","Algae","sessile",""
"6669","Meay Channel MID 2018 9","bare rock",1,"Bare rock","Bare rock","Substratum",NA,""
"6670","Meay Channel MID 2018 9","Barnacle",1,"Barnacles","Barnacles","Animal","sessile",""
"6671","Meay Channel MID 2018 9","Cryptosiphonia woodii",0.5,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6672","Meay Channel MID 2018 9","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6673","Meay Channel MID 2018 9","Hildenbrandia rubra",11,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6674","Meay Channel MID 2018 9","Limpet",2,"Limpet","Limpet","Animal","motile",""
"6675","Meay Channel MID 2018 9","Palmaria mollis",0.5,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"6676","Meay Channel MID 2018 9","Scytosiphon lomentaria",0.5,"Scytosiphon lomentaria","Scytosiphon lomentaria","Algae","sessile",""
"6677","Meay Channel MID 2018 9","Ulva lobata",2,"Ulva lobata","Ulva","Algae","sessile",""
"6678","North Beach HIGH 2011 1","bare rock",35,"Bare rock","Bare rock","Substratum",NA,""
"6679","North Beach HIGH 2011 1","Cladophora columbiana",1,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6680","North Beach HIGH 2011 1","Endocladia muricata",2,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"6681","North Beach HIGH 2011 1","Fucus distichus",35,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6682","North Beach HIGH 2011 1","Halosaccion glandiforme",3,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6683","North Beach HIGH 2011 1","Hildenbrandia sp.",60,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6684","North Beach HIGH 2011 1","Mastocarpus latissimus",8,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6685","North Beach HIGH 2011 1","Petrocelis",3,"Petrocelis","Petrocelis","Algae","sessile",""
"6686","North Beach HIGH 2011 1","Pyropia perforata",3,"Pyropia perforata","Pyropia","Algae","sessile",""
"6687","North Beach HIGH 2011 1","Spongites tumidum",1,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"6688","North Beach HIGH 2011 10","bare rock",10,"Bare rock","Bare rock","Substratum",NA,""
"6689","North Beach HIGH 2011 10","Fucus distichus",12,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6690","North Beach HIGH 2011 10","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6691","North Beach HIGH 2011 10","Hildenbrandia sp.",10,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6692","North Beach HIGH 2011 10","Ulva linza",0.5,"Ulva linza","Ulva","Algae","sessile",""
"6693","North Beach HIGH 2011 2","bare rock",24,"Bare rock","Bare rock","Substratum",NA,""
"6694","North Beach HIGH 2011 2","Bossiella sp.",2,"Bossiella_articulate","Bossiella_articulate","Algae","sessile",""
"6695","North Beach HIGH 2011 2","Cladophora columbiana",0.5,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6696","North Beach HIGH 2011 2","Corallina frondescens",3,"Corallina","Corallina","Algae","sessile",""
"6697","North Beach HIGH 2011 2","Corallina vancouveriensis",10,"Corallina","Corallina","Algae","sessile",""
"6698","North Beach HIGH 2011 2","Coralline crust",3,NA,NA,NA,NA,NA
"6699","North Beach HIGH 2011 2","Endocladia muricata",0.5,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"6700","North Beach HIGH 2011 2","Fucus distichus",17,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6701","North Beach HIGH 2011 2","Halosaccion glandiforme",5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6702","North Beach HIGH 2011 2","Hildenbrandia sp.",28,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6703","North Beach HIGH 2011 2","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6704","North Beach HIGH 2011 2","Mastocarpus latissimus",2,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6705","North Beach HIGH 2011 2","Neopolyporolithon reclinatum",1,"Neopolyporolithon reclinatum","Neopolyporolithon reclinatum","Algae","sessile",""
"6706","North Beach HIGH 2011 2","Petrocelis",8,"Petrocelis","Petrocelis","Algae","sessile",""
"6707","North Beach HIGH 2011 2","Phyllospadix sp.",2,"Phyllospadix sp.","Phyllospadix sp.","Algae","sessile","TRY TO FIGURE OUT FROM LOCATION"
"6708","North Beach HIGH 2011 2","Spongites tumidum",15,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"6709","North Beach HIGH 2011 2","Ulva lactuca",12,"Ulva lactuca","Ulva","Algae","sessile",""
"6710","North Beach HIGH 2011 3","bare rock",28,"Bare rock","Bare rock","Substratum",NA,""
"6711","North Beach HIGH 2011 3","Cladophora columbiana",2,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6712","North Beach HIGH 2011 3","Corallina vancouveriensis",0.5,"Corallina","Corallina","Algae","sessile",""
"6713","North Beach HIGH 2011 3","Endocladia muricata",2,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"6714","North Beach HIGH 2011 3","Fucus distichus",16,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6715","North Beach HIGH 2011 3","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6716","North Beach HIGH 2011 3","Hildenbrandia sp.",16,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6717","North Beach HIGH 2011 3","Mastocarpus latissimus",4,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6718","North Beach HIGH 2011 3","Mazzaella oregona",1,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"6719","North Beach HIGH 2011 3","Petrocelis",27,"Petrocelis","Petrocelis","Algae","sessile",""
"6720","North Beach HIGH 2011 3","Pyropia perforata",12,"Pyropia perforata","Pyropia","Algae","sessile",""
"6721","North Beach HIGH 2011 3","Spongites tumidum",5,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"6722","North Beach HIGH 2011 4","bare rock",20,"Bare rock","Bare rock","Substratum",NA,""
"6723","North Beach HIGH 2011 4","Fucus distichus",25,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6724","North Beach HIGH 2011 4","Hildenbrandia sp.",20,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6725","North Beach HIGH 2011 4","Petrocelis",33,"Petrocelis","Petrocelis","Algae","sessile",""
"6726","North Beach HIGH 2011 4","Pyropia perforata",5,"Pyropia perforata","Pyropia","Algae","sessile",""
"6727","North Beach HIGH 2011 4","Wildmania schizophylla",2,"Wildmania schizophylla","Pyropia","Algae","sessile",""
"6728","North Beach HIGH 2011 5","bare rock",80,"Bare rock","Bare rock","Substratum",NA,""
"6729","North Beach HIGH 2011 5","Cladophora columbiana",0.5,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6730","North Beach HIGH 2011 5","Fucus distichus",8,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6731","North Beach HIGH 2011 5","Halosaccion glandiforme",4,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6732","North Beach HIGH 2011 5","Mastocarpus latissimus",4,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6733","North Beach HIGH 2011 5","Petrocelis",12,"Petrocelis","Petrocelis","Algae","sessile",""
"6734","North Beach HIGH 2011 5","Pyropia perforata",13,"Pyropia perforata","Pyropia","Algae","sessile",""
"6735","North Beach HIGH 2011 6","bare rock",8,"Bare rock","Bare rock","Substratum",NA,""
"6736","North Beach HIGH 2011 6","Elachista fucicola",2,"Elachista fucicola","Elachista fucicola","Algae","sessile",""
"6737","North Beach HIGH 2011 6","Endocladia muricata",0.5,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"6738","North Beach HIGH 2011 6","Fucus distichus",90,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6739","North Beach HIGH 2011 6","Hildenbrandia sp.",30,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6740","North Beach HIGH 2011 6","Mastocarpus latissimus",4,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6741","North Beach HIGH 2011 6","Mastocarpus rigidus",4,"Mastocarpus rigidus","Mastocarpus","Algae","sessile","REVISIT"
"6742","North Beach HIGH 2011 6","Mazzaella rigidus",4,"Mazzaella rigidus","Mazzaella rigidus","Algae","sessile",""
"6743","North Beach HIGH 2011 6","Petrocelis",14,"Petrocelis","Petrocelis","Algae","sessile",""
"6744","North Beach HIGH 2011 6","Pyropia perforata",6,"Pyropia perforata","Pyropia","Algae","sessile",""
"6745","North Beach HIGH 2011 6","Ulva lactuca",0.5,"Ulva lactuca","Ulva","Algae","sessile",""
"6746","North Beach HIGH 2011 7","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"6747","North Beach HIGH 2011 7","Elachista fucicola",2,"Elachista fucicola","Elachista fucicola","Algae","sessile",""
"6748","North Beach HIGH 2011 7","Fucus distichus",42,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6749","North Beach HIGH 2011 7","Hildenbrandia sp.",13,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6750","North Beach HIGH 2011 7","Mastocarpus latissimus",2,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6751","North Beach HIGH 2011 7","Mastocarpus rigidus",3,"Mastocarpus rigidus","Mastocarpus","Algae","sessile","REVISIT"
"6752","North Beach HIGH 2011 7","Mazzaella oregona",1,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"6753","North Beach HIGH 2011 7","Mazzaella rigidus",3,"Mazzaella rigidus","Mazzaella rigidus","Algae","sessile",""
"6754","North Beach HIGH 2011 7","Petrocelis",78,"Petrocelis","Petrocelis","Algae","sessile",""
"6755","North Beach HIGH 2011 7","Pyropia perforata",2,"Pyropia perforata","Pyropia","Algae","sessile",""
"6756","North Beach HIGH 2011 7","Ulva lactuca",2,"Ulva lactuca","Ulva","Algae","sessile",""
"6757","North Beach HIGH 2011 8","bare rock",70,"Bare rock","Bare rock","Substratum",NA,""
"6758","North Beach HIGH 2011 8","Coralline crust",2,NA,NA,NA,NA,NA
"6759","North Beach HIGH 2011 8","Endocladia muricata",0.5,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"6760","North Beach HIGH 2011 8","Fucus distichus",6,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6761","North Beach HIGH 2011 8","Hildenbrandia sp.",0.5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6762","North Beach HIGH 2011 8","Mastocarpus latissimus",1,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6763","North Beach HIGH 2011 8","Petrocelis",30,"Petrocelis","Petrocelis","Algae","sessile",""
"6764","North Beach HIGH 2011 8","Pyropia perforata",12,"Pyropia perforata","Pyropia","Algae","sessile",""
"6765","North Beach HIGH 2011 9","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"6766","North Beach HIGH 2011 9","Cladophora columbiana",3,"Cladophora columbiana","Cladophora columbiana","Algae","sessile",""
"6767","North Beach HIGH 2011 9","Fucus distichus",23,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6768","North Beach HIGH 2011 9","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6769","North Beach HIGH 2011 9","Hildenbrandia sp.",2,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6770","North Beach HIGH 2011 9","Mastocarpus latissimus",5,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6771","North Beach HIGH 2011 9","Mastocarpus rigidus",1,"Mastocarpus rigidus","Mastocarpus","Algae","sessile","REVISIT"
"6772","North Beach HIGH 2011 9","Mastocarpus sp",2,"Mastocarpus sp","Mastocarpus","Algae","sessile","REVISIT"
"6773","North Beach HIGH 2011 9","Mazzaella rigidus",2,"Mazzaella rigidus","Mazzaella rigidus","Algae","sessile",""
