"taxon"
"Acmaea mitra"
"Acrochaetium sp."
"Acrosiphonia"
"Acrosiphonia arcta"
"Acrosiphonia coalita"
"Acrosiphonia combined"
"Acrosiphonia sp."
"Agarum fimbriatum"
"Ahnfeltia fastigiata"
"Alaria"
"Alaria marginata"
"Amphipoda"
"Amphiporus"
"Analipus japonicus"
"Anemone"
"Anemone, unknown"
"Anthopleura"
"Anthopleura elegantisima"
"Anthopleura elegantissima"
"Anthopleura xanthagrammica"
"Anthopleura xanthgrammica"
"Anthopleura xanthogrammica"
"Anthopleura zanthogrammica"
"Antithamnion defectum"
"Antithamnionella pacifica"
"Balanus"
"Balanus glandula"
"Bangia"
"Bangia sp."
"Bare rock"
"Bare Rock"
"BARE ROCK"
"BARE ROCK / SUBSTRATE"
"BARE SAND"
"Barnacle"
"Barnacle sp."
"Barnacles"
"Barnacles, acorn"
"Barnacles, goose-necked"
"Bittium?"
"Black spots on Fucus"
"Blidingia dawsonii"
"Blidingia minima"
"Blidingia sp."
"Bosiella frondescens"
"Bossiella"
"Bossiella californica"
"Bossiella dichotoma"
"Bossiella exarticulata"
"Bossiella flexulosa"
"Bossiella frondenscens"
"Bossiella frondescens"
"Bossiella frondifera"
"Bossiella hakaiensis"
"Bossiella manzae"
"Bossiella mayae"
"Bossiella mayae/exarticulata"
"Bossiella plumosa"
"Bossiella plumosa?"
"Bossiella pseudodichotoma"
"Bossiella reptans"
"Bossiella sp.2 chiloensis"
"Bossiella sp.2chiloensis"
"Bossiella sp.4 chiloensis"
"Bossiella sp.5 chiloensis"
"Bossiella sp.5 chiloensis [flexuosa]"
"Brittle star"
"Brown crust"
"Bryozoan"
"Bryozoans"
"Calliarthron tuberculosum"
"Calliostoma"
"Callithamnion pikeanum"
"Callophyllis sp."
"Ceramium codicola"
"Ceramium pacificum"
"Cf. Amphissa columbiana"
"Cf. Hapalogaster mertensii"
"Chaetomorpha cannabina"
"Chiharaea bodegensis"
"Chiharaea rhododactyla"
"Chiharaea silvae"
"Chiton"
"Chitons"
"Chlorostoma"
"Chlorostoma snails"
"Chthalamus"
"Chthamalus"
"Chthamalus dalli"
"Chthamalus sp."
"Cladophora columbiana"
"Cladophora sericea"
"Cladophora stimpsonii"
"Clam"
"Clam hole, alive"
"Clam shell, dead"
"Clathromorphum Neopolyporolithon reclinatum"
"Clathromorphum reclinatum"
"Clathromorphum reclunatum"
"Codium fragile"
"Codium setchelii"
"Codium setchellii"
"Collinsiella tuberculata"
"Colonial Diatoms"
"Colpomenia bullosa"
"Colpomenia peregrina"
"Constantinea subulifera"
"Corallina"
"Corallina arbuscula"
"Corallina crust, unknown"
"Corallina frondescens"
"Corallina officianalis"
"Corallina officinalis"
"Corallina sp."
"Corallina sp. 2"
"Corallina sp.1 california"
"Corallina sp.1 frondescens"
"Corallina sp.2"
"Corallina sp.2 frondescens"
"Corallina vancouveriensis"
"CORALLINE"
"Coralline crust, unknown"
"Costaria costata"
"Crab"
"Crusticorallina muricata"
"Crusticorallina muricatum"
"Cryptochiton"
"Cryptopleura"
"Cryptosiphonia woodii"
"Cumathamnion decipiens"
"Delesseria decipiens"
"Dermasterias"
"Desmarestia aculeata"
"Desmarestia ligulata"
"Diatoms, colonial"
"Dictyosiphon"
"Dictyosiphon foeniculaceus"
"Dilsea"
"Dilsea californica"
"Ectocarpus"
"Ectocarpus commensalis"
"Ectocarpus siliculosus"
"Egregia menziesii"
"Elachista fucicola"
"Encrusting bryozoan"
"Encrusting coralline"
"Encrusting corallines"
"Encrusting Corraline"
"Encrusting tunicate"
"Endocladia muricata"
"Erect hydroid"
"Erythrotrichia carnea"
"Farlowia mollis"
"Fauchea sp."
"Feather duster worm"
"Feldmannia irregularis"
"Fish"
"Flustralidra"
"Flustrella"
"Frederikia sp."
"Fucus distichus"
"Fucus distichus subsp. evanescens"
"Gammaridae"
"Gelidium sp."
"Gloiopeltis furcata"
"Gobiosox"
"Gobisox"
"Gooseneck barnacles"
"Gracilaria pacifica"
"Green urchin"
"Halichondria"
"Halichondria panicea"
"Haliclona"
"Halosaccion glandiforme"
"Hemigrapsis ?"
"Hemigrapsis sp. ?"
"Hemigrapsus"
"Henricia"
"Hermit crabs"
"Herposiphonia plumula"
"Hildenbrandia"
"Hildenbrandia occidentalis"
"Hildenbrandia rubra"
"Hildenbrandia sp."
"Hildenbrandia thick"
"Hildenbrandia transparent"
"Hollenbergia subulata"
"Hydroid"
"Hymenena / Cryptopleura sp."
"Hymenena setchellii"
"Hymenena sp."
"Hymenena/Cryptopleura"
"Hymenena/Cryptopleura curly"
"Idotea"
"Isopoda"
"Jingle"
"Johansenia macmillanii"
"Katharina"
"Katharina tunicata"
"Kelp crab"
"Kornmannia leptoderma"
"Lacuna"
"Laminaria setchellii"
"Laminaria yezoensis"
"Leathesia marina"
"Leptasterias"
"Leptasterius"
"Leptofauchea sp."
"Leptofauscia"
"Ligia"
"Limpet"
"Lithophyllum impressum"
"Lithophyllum sp."
"Lithophyllum sp. 1"
"Lithophyllum sp. 2"
"Lithophyllum sp.1"
"Lithophyllum sp.2"
"Lithophyllum sp.8"
"Lithothamnion glaciale"
"Lithothamnion phymatodeon"
"Lithothamnion phymatodeum"
"Littorina"
"Littorina scutulata"
"Littorine snails"
"Littornia"
"Lomentaria hakodatensis"
"Lophopanopeus bellusopeus bellusopeus bellusopeus bellus"
"Lottia"
"Lottia spp"
"Macrocystis pyrifera"
"Margarites or Calliostoma"
"Mastocarpus agardhii"
"Mastocarpus alaskensis"
"Mastocarpus intermedius"
"Mastocarpus latissimus"
"Mastocarpus pachenicus"
"Mastocarpus rigidus"
"Mastocarpus sp"
"Mastocarpus sp."
"Mastocarpus spp"
"Mazzaella cf. parksii"
"Mazzaella cf. parvula"
"Mazzaella latissimus"
"Mazzaella oregona"
"Mazzaella parksii"
"Mazzaella parvula"
"Mazzaella rigidus"
"Mazzaella splendens"
"Melanosiphon intestinalis"
"Melobesia"
"Melobesia mediocris"
"Melobesia sp"
"Mesophyllum vancouveriense"
"Microcladia borealis"
"Monostroma grevillei"
"Mopalia"
"Mussel"
"Mysid"
"Mytillus sp."
"Mytilus"
"Mytilus trossulus"
"Nemalion"
"Nemalion helminthoides"
"Nemertean"
"Nemertean worm"
"Neodilsea borealis"
"Neodilsia borealis"
"Neogastroclonium subarticulatum"
"Neopolyporolithon reclinatum"
"Neorhodomela aculeata"
"Neorhodomela larix"
"Neorhodomela oregona"
"Neorhodomela oregona?"
"Nereid worm"
"Nereocystis luetkeana"
"Nitophyllum dotyi"
"Nitophyllum dotyi ?"
"Nitophyllum sp."
"Nucella"
"Nucella lamellosa"
"Nucella sp."
"Nudibranch"
"Odonthalia floccosa"
"Odonthalia floccosa f. comosa"
"Onchidella"
"Onchidella borealis"
"Opuntiella californica"
"Orange sea cucumber"
"Orange sponge"
"Orange Sponge"
"Orange tunicate"
"Osmundea spectabilis"
"Other Chiton"
"Other chitons"
"Pagurus"
"Pagurus spp"
"Pagurus spp."
"Palmaria hecatensis"
"Palmaria mollis"
"Pentidotea"
"Petalonia"
"Petalonia fascia"
"Petrocelis"
"Petrocelis thick"
"Petrocelis thin"
"Peyssonnelia"
"Peyssonnelia sp."
"Pholidae"
"Phycodrys fimbriata ?"
"Phycodrys?"
"Phyllospadix"
"Phyllospadix scouleri"
"Phyllospadix serrulatus"
"Pink Worm"
"Pisaster"
"Pisaster ochraceous"
"Pisaster ochraceus"
"Pisaster or similar sea star"
"Pleonosporium vancouverianum"
"Plocamium pacificum"
"Plocamium violaceum"
"Pododesmus"
"Pollicipes"
"Polsiphonia pacifica"
"Polychaete"
"Polyneura latissima"
"Polysiphonia"
"Polysiphonia brodiei"
"Polysiphonia hendryi"
"Polysiphonia hendryi var. garderi"
"Polysiphonia hendryi var. gardneri"
"Polysiphonia hendryi var. hendryi"
"Polysiphonia hendryi var. luxuriens"
"Polysiphonia pacifica"
"Polysiphonia pacifica var delicatula"
"Polysiphonia pacifica? turf"
"Polysiphonia paniculata"
"Polysiphonia sp."
"Polysiphonia spp"
"Polysiphonia stricta / senticulosa"
"Porphyra abbottiae"
"Porphyra abbottiea"
"Porphyra perforata"
"Porphyra schizophylla"
"Prionitis sternbergii"
"Prionitis sternbergii lanceolata"
"Prionitis?"
"Pseudlolithophyllum muricatum"
"Pseudolithophyllum muricatum"
"Pseudolithophyllum neofarlowii"
"Pseudolithophyllum neofarlowii Spongites tumidum"
"Pseudolithophyllum whidbeyense"
"Pterocladiella caloglossoides"
"Pterosiphonia bipinata"
"Pterosiphonia bipinnata"
"Pterosiphonia dendroidea"
"Pterosiphonia gracilis"
"Pterygophora californica"
"Ptilota serrata"
"Ptilota serrata filicina"
"Ptilota sp."
"Ptilota spp."
"Ptilota tenuis"
"Pugetia firma"
"Pugettia"
"Pugettia firma"
"Pugettia producta"
"Punctaria"
"Punctaria sp."
"Purple sponge"
"Purple urchin"
"Purple Urchin"
"Pycnopodia"
"Pylaiella littoralis"
"Pyropia abbottiae"
"Pyropia fallax"
"Pyropia fucicola"
"Pyropia gardneri"
"Pyropia perforata"
"Pyropia schizophylla"
"Pyropia smithii"
"Pyropia sp."
"Ralfisa"
"Ralfsia"
