1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 44000000391EAA21
Is Mission Active?  true
Mission Start:  Wed Jun 10 18:01:00 PDT 2015
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2173
Total Samples:  2173
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/10/15 6:01:00 PM,C,21.5
6/10/15 10:01:00 PM,C,21.5
6/11/15 2:01:00 AM,C,20.5
6/11/15 6:01:00 AM,C,20
6/11/15 10:01:00 AM,C,20.5
6/11/15 2:01:00 PM,C,19.5
6/11/15 6:01:00 PM,C,18.5
6/11/15 10:01:00 PM,C,19
6/12/15 2:01:00 AM,C,19
6/12/15 6:01:00 AM,C,19
6/12/15 10:01:00 AM,C,19.5
6/12/15 2:01:00 PM,C,21
6/12/15 6:01:00 PM,C,21.5
6/12/15 10:01:00 PM,C,22
6/13/15 2:01:00 AM,C,21.5
6/13/15 6:01:00 AM,C,20.5
6/13/15 10:01:00 AM,C,20.5
6/13/15 2:01:00 PM,C,16.5
6/13/15 6:01:00 PM,C,16
6/13/15 10:01:00 PM,C,18
6/14/15 2:01:00 AM,C,16.5
6/14/15 6:01:00 AM,C,14.5
6/14/15 10:01:00 AM,C,10.5
6/14/15 2:01:00 PM,C,11.5
6/14/15 6:01:00 PM,C,14
6/14/15 10:01:00 PM,C,12.5
6/15/15 2:01:00 AM,C,11.5
6/15/15 6:01:00 AM,C,10
6/15/15 10:01:00 AM,C,12
6/15/15 2:01:00 PM,C,12
6/15/15 6:01:00 PM,C,14
6/15/15 10:01:00 PM,C,13
6/16/15 2:01:00 AM,C,11.5
6/16/15 6:01:00 AM,C,11.5
6/16/15 10:01:00 AM,C,17.5
6/16/15 2:01:00 PM,C,11.5
6/16/15 6:01:00 PM,C,13
6/16/15 10:01:00 PM,C,13
6/17/15 2:01:00 AM,C,11.5
6/17/15 6:01:00 AM,C,11
6/17/15 10:01:00 AM,C,14.5
6/17/15 2:01:00 PM,C,12
6/17/15 6:01:00 PM,C,13
6/17/15 10:01:00 PM,C,13.5
6/18/15 2:01:00 AM,C,12.5
6/18/15 6:01:00 AM,C,12
6/18/15 10:01:00 AM,C,12.5
6/18/15 2:01:00 PM,C,12.5
6/18/15 6:01:00 PM,C,13
6/18/15 10:01:00 PM,C,13.5
6/19/15 2:01:00 AM,C,13.5
6/19/15 6:01:00 AM,C,13
6/19/15 10:01:00 AM,C,13
6/19/15 2:01:00 PM,C,13.5
6/19/15 6:01:00 PM,C,13.5
6/19/15 10:01:00 PM,C,13.5
6/20/15 2:01:00 AM,C,13.5
6/20/15 6:01:00 AM,C,13
6/20/15 10:01:00 AM,C,27
6/20/15 2:01:00 PM,C,15.5
6/20/15 6:01:00 PM,C,15
6/20/15 10:01:00 PM,C,16.5
6/21/15 2:01:00 AM,C,14.5
6/21/15 6:01:00 AM,C,13.5
6/21/15 10:01:00 AM,C,26.5
6/21/15 2:01:00 PM,C,16
6/21/15 6:01:00 PM,C,14.5
6/21/15 10:01:00 PM,C,15
6/22/15 2:01:00 AM,C,14.5
6/22/15 6:01:00 AM,C,12.5
6/22/15 10:01:00 AM,C,14.5
6/22/15 2:01:00 PM,C,16.5
6/22/15 6:01:00 PM,C,14
6/22/15 10:01:00 PM,C,14.5
6/23/15 2:01:00 AM,C,14.5
6/23/15 6:01:00 AM,C,13.5
6/23/15 10:01:00 AM,C,14
6/23/15 2:01:00 PM,C,17.5
6/23/15 6:01:00 PM,C,16
6/23/15 10:01:00 PM,C,15.5
6/24/15 2:01:00 AM,C,16
6/24/15 6:01:00 AM,C,15
6/24/15 10:01:00 AM,C,15
6/24/15 2:01:00 PM,C,16.5
6/24/15 6:01:00 PM,C,15
6/24/15 10:01:00 PM,C,15
6/25/15 2:01:00 AM,C,15
6/25/15 6:01:00 AM,C,15
6/25/15 10:01:00 AM,C,15
6/25/15 2:01:00 PM,C,16.5
6/25/15 6:01:00 PM,C,15.5
6/25/15 10:01:00 PM,C,15.5
6/26/15 2:01:00 AM,C,15.5
6/26/15 6:01:00 AM,C,14.5
6/26/15 10:01:00 AM,C,15
6/26/15 2:01:00 PM,C,16
6/26/15 6:01:00 PM,C,16.5
6/26/15 10:01:00 PM,C,15.5
6/27/15 2:01:00 AM,C,15.5
6/27/15 6:01:00 AM,C,14.5
6/27/15 10:01:00 AM,C,14.5
6/27/15 2:01:00 PM,C,16
6/27/15 6:01:00 PM,C,17
6/27/15 10:01:00 PM,C,15.5
6/28/15 2:01:00 AM,C,15
6/28/15 6:01:00 AM,C,13.5
6/28/15 10:01:00 AM,C,14
6/28/15 2:01:00 PM,C,15
6/28/15 6:01:00 PM,C,16.5
6/28/15 10:01:00 PM,C,14
6/29/15 2:01:00 AM,C,13.5
6/29/15 6:01:00 AM,C,14
6/29/15 10:01:00 AM,C,14
6/29/15 2:01:00 PM,C,14.5
6/29/15 6:01:00 PM,C,16.5
6/29/15 10:01:00 PM,C,14
6/30/15 2:01:00 AM,C,14
6/30/15 6:01:00 AM,C,14
6/30/15 10:01:00 AM,C,14
6/30/15 2:01:00 PM,C,14
6/30/15 6:01:00 PM,C,16.5
6/30/15 10:01:00 PM,C,14.5
7/1/15 2:01:00 AM,C,12
7/1/15 6:01:00 AM,C,11.5
7/1/15 10:01:00 AM,C,15
7/1/15 2:01:00 PM,C,11.5
7/1/15 6:01:00 PM,C,15
7/1/15 10:01:00 PM,C,13.5
7/2/15 2:01:00 AM,C,11
7/2/15 6:01:00 AM,C,10.5
7/2/15 10:01:00 AM,C,34
7/2/15 2:01:00 PM,C,11
7/2/15 6:01:00 PM,C,12.5
7/2/15 10:01:00 PM,C,12.5
7/3/15 2:01:00 AM,C,11
7/3/15 6:01:00 AM,C,11.5
7/3/15 10:01:00 AM,C,33.5
7/3/15 2:01:00 PM,C,12.5
7/3/15 6:01:00 PM,C,13.5
7/3/15 10:01:00 PM,C,13
7/4/15 2:01:00 AM,C,11
7/4/15 6:01:00 AM,C,11
7/4/15 10:01:00 AM,C,32.5
7/4/15 2:01:00 PM,C,13
7/4/15 6:01:00 PM,C,13
7/4/15 10:01:00 PM,C,12.5
7/5/15 2:01:00 AM,C,11
7/5/15 6:01:00 AM,C,10.5
7/5/15 10:01:00 AM,C,31
7/5/15 2:01:00 PM,C,11.5
7/5/15 6:01:00 PM,C,10.5
7/5/15 10:01:00 PM,C,11
7/6/15 2:01:00 AM,C,10.5
7/6/15 6:01:00 AM,C,11
7/6/15 10:01:00 AM,C,26.5
7/6/15 2:01:00 PM,C,13
7/6/15 6:01:00 PM,C,12
7/6/15 10:01:00 PM,C,13.5
7/7/15 2:01:00 AM,C,12.5
7/7/15 6:01:00 AM,C,12.5
7/7/15 10:01:00 AM,C,13.5
7/7/15 2:01:00 PM,C,15
7/7/15 6:01:00 PM,C,13.5
7/7/15 10:01:00 PM,C,14
7/8/15 2:01:00 AM,C,14
7/8/15 6:01:00 AM,C,13.5
7/8/15 10:01:00 AM,C,13.5
7/8/15 2:01:00 PM,C,16.5
7/8/15 6:01:00 PM,C,14.5
7/8/15 10:01:00 PM,C,14.5
7/9/15 2:01:00 AM,C,14.5
7/9/15 6:01:00 AM,C,13.5
7/9/15 10:01:00 AM,C,13
7/9/15 2:01:00 PM,C,17
7/9/15 6:01:00 PM,C,15
7/9/15 10:01:00 PM,C,13
7/10/15 2:01:00 AM,C,14
7/10/15 6:01:00 AM,C,13
7/10/15 10:01:00 AM,C,12.5
7/10/15 2:01:00 PM,C,14
7/10/15 6:01:00 PM,C,14
7/10/15 10:01:00 PM,C,13.5
7/11/15 2:01:00 AM,C,14
7/11/15 6:01:00 AM,C,14
7/11/15 10:01:00 AM,C,14
7/11/15 2:01:00 PM,C,14.5
7/11/15 6:01:00 PM,C,14.5
7/11/15 10:01:00 PM,C,14.5
7/12/15 2:01:00 AM,C,14.5
7/12/15 6:01:00 AM,C,14
7/12/15 10:01:00 AM,C,14.5
7/12/15 2:01:00 PM,C,15
7/12/15 6:01:00 PM,C,15.5
7/12/15 10:01:00 PM,C,15
7/13/15 2:01:00 AM,C,14.5
7/13/15 6:01:00 AM,C,14
7/13/15 10:01:00 AM,C,14
7/13/15 2:01:00 PM,C,15
7/13/15 6:01:00 PM,C,17
