AICc,dAICc,df,weight
87.29122743445247,0,5,0.9607559463611198
93.69303760594005,6.401810171487583,6,0.03912710044728037
105.49083608676077,18.1996086523083,4,1.0730458415864084e-4
110.30855163318941,23.017324198736944,5,9.648607441238143e-6
368.6320344316259,281.34080699717344,4,7.766638200914747e-62
371.7147185162379,284.4234910817854,5,1.6627874227551147e-62
375.18906192684636,287.8978344923939,3,2.9267972960321255e-63
377.38930894595006,290.0980815114976,4,9.741258664153559e-64
