Alaria.marginata,Anemone,Barnacles,Bossiella_articulate,Callithamnion.pikeanum,Ceramium.pacificum,Chamberlainium.tumidum,Cladophora.columbiana,Corallina,coralline.crust,Cryptosiphonia.woodii,Dilsea.californica,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.sessile,Hildenbrandia,Hymenena.spp.,Leathesia.marina,Lithothamnion.phymatodeum,Mastocarpus,Mazzaella.oregona,Mazzaella.parvula,Mazzaella.splendens,Microcladia.borealis,Mytilus.sp.,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neorhodomela.larix,Odonthalia.floccosa,Palmaria.hecatensis,Petrocelis,Phyllospadix.spp.,Plocamium.violaceum,Polyneura.latissima,Polysiphonia,Prionitis,Ptilota.filicina,Pyropia,Ralfsioid,Savoiea.robusta,Ulva
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,43,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,19,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
0,0,7,0,0,0,0,7,0,0,2,0,0,0,2,0,21,8,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0
0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,28,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,40,0,0,0,0,0,0,0,0,0,0,1,11,0,33,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,12,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,25,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,41,1,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,46,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,37,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,3,22,0,26,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0,0,0,0,0,22,0,24,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,36,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,1,0,0,0,0,19,0,27,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,42,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,16,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,5,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,10,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,16,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,0,0,0,0,0,0,0,0,0,4,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,16,0,0,0,0,0,0,1,0,0,0,0,8,0,10,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,38,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
0,1,17,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,3,10,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,12,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,50,28,1,0,3,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0
80,0,0,6,0,0,4,0,10,2,0,0,0,0,0,0,0,0,0,20,1,45,0,0,0,0,0,40,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0
25,0,0,32,0,0,6,0,10,5,0,0,0,0,0,0,0,0,0,75,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
60,0,0,20,0,0,4,0,33,5,0,0,0,0,0,0,0,0,0,25,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,15,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
100,0,0,32,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,50,1,30,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,18,0,0,0,0,30,8,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,20,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,60,10,20,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
65,0,1,5,1,0,7,0,7,5,0,0,0,0,0,0,0,0,1,35,75,5,0,0,2,0,0,10,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
40,0,1,10,1,0,1,0,4,5,0,0,0,0,0,0,4,0,1,7,35,0,1,0,6,2,0,4,0,0,0,0,0,1,0,5,0,12,0,0,0,0,1,0,0,1
39,0,0,30,0,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,0,0,13,1,0,3,0,10,0,0,0,0,0,0,0,0,0,1,10,0,29,0,0,0,10,0,26,0,0,0,0,0,18,0,2,0,1,0,0,0,1,0,0,0,1
50,0,0,20,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,0,0,2,0,0,6,0,19,12,0,0,0,0,0,0,0,0,1,45,2,18,0,0,1,10,0,4,0,0,0,0,0,1,0,3,0,20,0,0,0,0,0,0,0,0
60,0,0,30,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4,0,0,13,0,0,1,0,16,2,0,0,3,0,0,0,0,0,0,76,3,2,0,0,0,0,0,15,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1
22,0,0,23,1,0,0,0,21,6,0,0,2,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,15,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0
36,0,0,36,0,0,12,0,34,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,1,0,0,1
3,0,0,5,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,41,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0
13,0,1,23,1,0,0,0,13,16,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21,0,0,23,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,65,3,1,0,4,0,0,0,1,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,1,1,0,6,0,3,0,0,0,0,0,0,0,2,0,1,2,0,9,1,0,3,4,0,0,6,0,0,0,0,0,0,4,0,60,0,0,0,0,0,0,0,1
35,0,0,4,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,65,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,0,0,27,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,46,2,2,0,2,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
91,0,0,13,1,0,0,0,11,1,1,0,0,0,0,0,0,0,0,18,5,2,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,32,49,4,0,4,6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,1,4,0,0,1,0,16,2,1,0,0,0,0,0,12,0,1,9,30,1,1,1,8,1,0,0,1,0,0,0,0,0,0,4,0,18,0,0,0,0,1,0,0,1
21,0,0,42,1,0,1,0,15,2,0,0,0,0,0,0,1,0,1,76,3,0,0,0,0,3,0,22,0,0,0,1,0,19,0,3,0,0,0,0,8,1,0,0,0,1
50,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,28,0,20,0,1,0,0,0,24,1,0,0,1,0,20,0,0,0,0,0,0,0,8,0,0,0,0
85,0,0,15,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,25,2,8,0,0,0,2,0,50,0,0,0,1,0,32,0,2,0,0,0,0,0,0,0,0,0,0
7,0,0,36,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,100,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0
23,0,0,7,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,88,16,2,0,0,0,0,0,37,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0
16,0,0,14,0,0,7,0,14,17,0,0,0,0,0,0,0,0,0,97,3,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
26,0,0,45,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,47,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,0,0,30,0,0,0,0,40,4,0,0,0,0,0,0,0,0,0,82,8,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,1,16,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,99,1,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
18,0,0,24,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,91,2,2,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0
45,0,1,4,2,0,6,0,15,4,0,0,0,0,0,0,0,0,0,16,0,7,1,1,3,4,2,11,2,0,0,0,0,1,0,1,0,21,0,0,0,0,0,1,0,1
2,0,0,15,0,0,0,0,14,55,0,0,0,0,0,0,0,0,0,92,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,0,0,15,5,0,5,0,15,23,1,0,0,0,0,0,0,0,1,5,15,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,1,0,10,2,0,16,0,23,1,0,0,0,0,0,0,0,0,0,48,13,5,0,2,1,0,0,0,1,0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0
0,0,0,24,1,0,8,0,1,5,0,0,0,0,0,0,0,0,0,48,3,2,0,7,0,0,1,13,0,0,0,0,0,40,0,1,0,0,0,1,1,0,0,0,0,1
0,0,0,11,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,17,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0
3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
0,0,0,41,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,93,2,0,0,2,0,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10,0,0,27,2,0,0,0,7,5,0,0,2,0,0,0,0,0,0,82,1,10,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,2,0,12,0,12,9,0,0,0,0,0,0,0,0,0,52,4,3,0,0,0,1,0,22,0,0,0,0,0,2,0,1,0,22,6,0,0,0,0,4,0,0
0,0,0,17,6,0,6,0,16,1,0,0,0,0,6,0,1,0,1,17,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,18,2,0,0,0,1,2,0,1
64,0,0,11,4,0,0,0,6,2,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0
18,0,0,3,0,0,15,0,12,0,0,0,0,0,0,0,0,0,1,0,53,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0
0,0,0,0,3,8,14,0,4,0,2,0,0,0,0,0,0,0,1,0,2,1,6,0,1,3,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,31,0,0,3
1,0,0,16,0,0,1,0,15,12,0,0,0,0,0,0,0,0,0,85,7,1,0,4,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,1,0,1
4,0,0,14,1,0,0,0,44,7,0,0,0,0,0,0,0,0,0,84,3,0,1,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,9,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,77,2,1,0,3,0,0,0,0,0,0,0,1,0,1,0,5,25,0,0,0,0,0,0,0,0,0
0,0,0,21,1,0,0,0,7,8,0,0,0,0,0,0,0,0,1,80,3,4,1,1,0,1,0,0,0,0,0,7,0,0,0,1,42,1,0,0,0,0,1,0,0,0
0,0,0,14,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,97,8,1,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,10,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,96,6,10,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0
6,0,1,11,2,0,3,0,2,3,1,0,0,0,5,0,1,0,1,5,7,0,1,0,2,4,0,0,2,0,0,0,0,0,0,3,0,27,0,0,0,0,4,1,0,0
0,0,0,3,1,0,8,0,5,0,0,0,0,0,0,0,1,0,0,0,24,0,1,0,2,5,0,0,2,0,0,0,0,0,0,8,0,33,0,0,0,0,0,0,0,1
0,0,0,32,0,0,1,0,31,39,0,0,0,0,0,0,0,0,0,96,14,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0,0,11,1,0,30,0,1,0,1,0,0,0,0,1,7,0,1,0,1,5,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,9,0,0,0,0,27,1,1,1
0,0,0,40,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,98,8,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,30,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,90,7,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,25,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,75,0,0,0,0,0,0,0,0,0
12,1,0,12,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,78,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0
38,0,0,18,0,0,1,0,21,3,0,0,0,0,0,0,0,0,0,100,8,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,0,0,9,0,0,10,0,5,9,0,0,0,0,0,0,12,0,0,0,85,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,1,0,1
40,0,0,6,0,0,4,0,1,2,0,0,0,0,0,0,3,0,1,0,66,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
100,0,0,15,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,26,3,4,0,1,0,0,0,11,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,20,0,0,0,0,13,32,0,0,0,0,0,0,0,0,0,100,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
100,0,0,7,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,3,0,0,0,1,0,50,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0,13,6,0,0,0,0,0,0,0,0,1,100,7,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2,0,0,32,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,100,2,1,0,4,0,0,0,3,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,0,9,1,0,0,0,19,17,0,0,0,0,0,0,0,0,0,99,13,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,12,0,0
0,0,0,18,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,94,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,1,0,0,1
100,0,0,16,1,0,0,0,23,7,0,0,0,0,0,0,0,0,1,100,7,3,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,31,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,56,9,0,0,12,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
100,0,0,10,0,0,4,0,10,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,58,7,0,0,0,0,0,0,7,3,0,0,1,0,23,0,5,0,3,0,0,3,0,0,2,0,1
25,3,4,0,6,0,6,0,0,0,0,0,0,0,0,0,25,0,8,0,10,0,0,0,2,10,0,0,9,0,0,0,0,0,0,6,0,0,0,1,0,0,8,0,2,1
0,3,2,0,0,0,20,0,0,0,0,0,0,1,0,0,50,0,1,0,85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1
95,0,4,0,14,0,7,0,45,0,0,0,0,0,0,0,0,0,2,0,3,7,1,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
1,1,16,0,0,0,0,4,8,0,0,0,0,2,1,0,30,0,5,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,3,21,0,0,0,0,0,0,0,1,0,0,0,1,0,20,1,0,0,86,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,1
2,4,11,0,0,0,4,1,25,0,0,0,0,0,1,0,15,0,5,0,25,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0
0,4,16,0,0,0,4,3,5,0,0,0,0,0,1,0,3,3,5,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,25,0,4,1
0,8,45,4,0,0,0,2,35,0,0,0,0,0,1,0,2,1,1,0,30,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,10,0,0,0,0,0,38,5,0,1
0,6,16,3,0,0,0,0,5,0,0,0,0,1,0,0,20,1,4,0,85,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,30,4,0,1
0,4,6,1,0,0,0,1,15,0,0,0,0,0,0,0,30,0,2,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
