Date/Time,Unit,Value
2012-07-03T12:17:00Z,C,14
2012-07-03T16:17:00Z,C,14.5
2012-07-03T20:17:00Z,C,14
2012-07-04T00:17:00Z,C,13
2012-07-04T04:17:00Z,C,12.5
2012-07-04T08:17:00Z,C,13
2012-07-04T12:17:00Z,C,14
2012-07-04T16:17:00Z,C,14
2012-07-04T20:17:00Z,C,14
2012-07-05T00:17:00Z,C,13.5
2012-07-05T04:17:00Z,C,13
2012-07-05T08:17:00Z,C,20
2012-07-05T12:17:00Z,C,30
2012-07-05T16:17:00Z,C,14.5
2012-07-05T20:17:00Z,C,15
2012-07-06T00:17:00Z,C,14
2012-07-06T04:17:00Z,C,14
2012-07-06T08:17:00Z,C,21
2012-07-06T12:17:00Z,C,21
2012-07-06T16:17:00Z,C,16
2012-07-06T20:17:00Z,C,15.5
2012-07-07T00:17:00Z,C,13
2012-07-07T04:17:00Z,C,13.5
2012-07-07T08:17:00Z,C,16.5
2012-07-07T12:17:00Z,C,21
2012-07-07T16:17:00Z,C,15.5
2012-07-07T20:17:00Z,C,14.5
2012-07-08T00:17:00Z,C,13.5
2012-07-08T04:17:00Z,C,14
2012-07-08T08:17:00Z,C,18.5
2012-07-08T12:17:00Z,C,28
2012-07-08T16:17:00Z,C,17.5
2012-07-08T20:17:00Z,C,17
2012-07-09T00:17:00Z,C,14.5
2012-07-09T04:17:00Z,C,14.5
2012-07-09T08:17:00Z,C,14.5
2012-07-09T12:17:00Z,C,17
2012-07-09T16:17:00Z,C,18
2012-07-09T20:17:00Z,C,15
2012-07-10T00:17:00Z,C,14
2012-07-10T04:17:00Z,C,13.5
2012-07-10T08:17:00Z,C,14
2012-07-10T12:17:00Z,C,21.5
2012-07-10T16:17:00Z,C,18.5
2012-07-10T20:17:00Z,C,17
2012-07-11T00:17:00Z,C,14.5
2012-07-11T04:17:00Z,C,13
2012-07-11T08:17:00Z,C,14.5
2012-07-11T12:17:00Z,C,30.5
2012-07-11T16:17:00Z,C,23
2012-07-11T20:17:00Z,C,17.5
2012-07-12T00:17:00Z,C,14.5
2012-07-12T04:17:00Z,C,13.5
2012-07-12T08:17:00Z,C,14
2012-07-12T12:17:00Z,C,30.5
