AICc,dAICc,df,weight
5.518966258652185,0,4,0.9575206044398638
12.508650029646347,6.989683770994162,3,0.029064147046905405
15.070953280023666,9.551987021371481,4,0.008071616153912527
16.00312721444988,10.484160955797694,5,0.00506455746101336
22.69278384215137,17.173817583499186,3,1.7860804764917093e-4
24.371390818998258,18.852424560346073,3,7.716069834684587e-5
27.601309394136113,22.082343135483928,4,1.5347167833679795e-5
28.91456846979559,23.395602211143405,2,7.958984475247362e-6
