"","event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline"
"564",564,12931,12931,12931,1,2013-05-27,2013-05-27,2013-05-27,4.5914,4.5914,NA,4.5914,1.6661,1.6661,NA,1.6661,19.5,19.5,NA,19.5,3.4338,4.0641
"565",565,12951,12951,12953,3,2013-06-16,2013-06-16,2013-06-18,3.1815,4.3936,2.0212,9.5444,0.3358,1.5358,2.0215,1.0074,19.3333,20.5,2.0207,58,1.9518,0.346
"566",566,12958,12958,12958,1,2013-06-23,2013-06-23,2013-06-23,6.0449,6.0449,NA,6.0449,3.2542,3.2542,NA,3.2542,22.5,22.5,NA,22.5,4.9452,6.0584
"567",567,12964,12964,12964,1,2013-06-29,2013-06-29,2013-06-29,5.1267,5.1267,NA,5.1267,2.3506,2.3506,NA,2.3506,22,22,NA,22,6.9238,3.5736
"568",568,12968,12968,12968,1,2013-07-03,2013-07-03,2013-07-03,5.3358,5.3358,NA,5.3358,2.5487,2.5487,NA,2.5487,22.5,22.5,NA,22.5,2.9275,4.075
"569",569,12973,12973,12973,1,2013-07-08,2013-07-08,2013-07-08,2.9901,2.9901,NA,2.9901,0.2103,0.2103,NA,0.2103,20.5,20.5,NA,20.5,3.4388,2.5578
"570",570,12981,12981,12982,2,2013-07-16,2013-07-16,2013-07-17,6.0004,6.0286,0.0399,12.0008,3.2902,3.3216,0.0445,6.5803,24,24,0,48,3.9433,1.8902
"571",571,12994,12994,12994,1,2013-07-29,2013-07-29,2013-07-29,3.3947,3.3947,NA,3.3947,0.5903,0.5903,NA,0.5903,22,22,NA,22,2.9756,3.0186
"572",572,13004,13004,13004,1,2013-08-08,2013-08-08,2013-08-08,3.4567,3.4567,NA,3.4567,0.6339,0.6339,NA,0.6339,22,22,NA,22,1.5247,2.4735
"573",573,13029,13031,13032,4,2013-09-02,2013-09-04,2013-09-05,2.3182,3.6084,1.8812,9.2726,-0.3398,0.9539,1.8827,-1.3593,19.25,20.5,1.8484,77,0.4804,0.5838
"574",574,13063,13063,13063,1,2013-10-06,2013-10-06,2013-10-06,3.4451,3.4451,NA,3.4451,0.7958,0.7958,NA,0.7958,17,17,NA,17,2.6188,4.378
"575",575,13084,13084,13084,1,2013-10-27,2013-10-27,2013-10-27,3.1228,3.1228,NA,3.1228,0.3581,0.3581,NA,0.3581,14,14,NA,14,3.6167,4.382
"576",576,13114,13114,13114,1,2013-11-26,2013-11-26,2013-11-26,3.8627,3.8627,NA,3.8627,0.4026,0.4026,NA,0.4026,11.5,11.5,NA,11.5,2.0728,0.9327
"577",577,13144,13144,13144,1,2013-12-26,2013-12-26,2013-12-26,3.9308,3.9308,NA,3.9308,0.0016,0.0016,NA,0.0016,10.5,10.5,NA,10.5,1.5112,2.9919
"578",578,13252,13252,13252,1,2014-04-13,2014-04-13,2014-04-13,7.0783,7.0783,NA,7.0783,3.8477,3.8477,NA,3.8477,18,18,NA,18,4.4076,8.0926
"579",579,13269,13270,13270,2,2014-04-30,2014-05-01,2014-05-01,6.6903,8.8937,3.1161,13.3806,3.1332,5.3348,3.1135,6.2664,19.25,21.5,3.182,38.5,4.0729,7.0943
"580",580,13276,13276,13276,1,2014-05-07,2014-05-07,2014-05-07,5.3251,5.3251,NA,5.3251,1.7952,1.7952,NA,1.7952,18.5,18.5,NA,18.5,3.4057,7.0926
"581",581,13284,13284,13285,2,2014-05-15,2014-05-15,2014-05-16,5.3056,7.1014,2.5396,10.6113,2.0387,3.8129,2.5091,4.0774,19.25,21,2.4749,38.5,3.9052,3.2584
"582",582,13312,13312,13312,1,2014-06-12,2014-06-12,2014-06-12,3.5899,3.5899,NA,3.5899,0.7471,0.7471,NA,0.7471,19.5,19.5,NA,19.5,2.4462,4.0504
"583",583,13322,13322,13322,1,2014-06-22,2014-06-22,2014-06-22,4.0997,4.0997,NA,4.0997,1.3026,1.3026,NA,1.3026,20.5,20.5,NA,20.5,3.9458,1.5548
"584",584,13326,13326,13326,1,2014-06-26,2014-06-26,2014-06-26,2.8534,2.8534,NA,2.8534,0.0606,0.0606,NA,0.0606,19.5,19.5,NA,19.5,0.9304,4.5733
"585",585,13331,13331,13331,1,2014-07-01,2014-07-01,2014-07-01,4.9803,4.9803,NA,4.9803,2.1894,2.1894,NA,2.1894,22,22,NA,22,3.9272,4.072
"586",586,13340,13340,13340,1,2014-07-10,2014-07-10,2014-07-10,2.8739,2.8739,NA,2.8739,0.0813,0.0813,NA,0.0813,20.5,20.5,NA,20.5,1.9416,1.5577
"587",587,13345,13345,13345,1,2014-07-15,2014-07-15,2014-07-15,3.0853,3.0853,NA,3.0853,0.37,0.37,NA,0.37,21,21,NA,21,1.9439,3.0567
"588",588,13357,13357,13358,2,2014-07-27,2014-07-27,2014-07-28,3.9353,4.4516,0.7301,7.8707,1.1629,1.6871,0.7413,2.3258,22.5,23,0.7071,45,3.9606,1.6965
"589",589,13370,13371,13375,6,2014-08-09,2014-08-10,2014-08-14,2.9817,4.013,0.7854,17.8904,0.1706,1.1987,0.7823,1.0235,21.4167,22.5,0.801,128.5,1.1954,0.6302
"590",590,13397,13398,13398,2,2014-09-05,2014-09-06,2014-09-06,3.7327,4.7739,1.4725,7.4654,1.0749,2.1152,1.4713,2.1497,20.5,21.5,1.4142,41,2.2493,2.4177
"591",591,13404,13413,13420,17,2014-09-12,2014-09-21,2014-09-28,2.762,5.6256,1.8698,46.9536,0.1204,2.9632,1.8646,2.0473,18.2059,21,1.8376,309.5,0.4099,0.3153
"592",592,13431,13433,13433,3,2014-10-09,2014-10-11,2014-10-11,3.2785,3.5739,0.3165,9.8354,0.5769,0.8565,0.31,1.7306,16.3333,16.5,0.2887,49,0.4277,2.3682
"593",593,13437,13438,13440,4,2014-10-15,2014-10-16,2014-10-18,3.8082,4.2406,0.3277,15.2326,1.071,1.5016,0.3239,4.2839,16,16.5,0.4082,64,1.4696,0.466
"594",594,13449,13452,13452,4,2014-10-27,2014-10-30,2014-10-30,3.798,5.4717,1.8701,15.1921,1.0153,2.6645,1.8552,4.0613,14.5,16,1.7795,58,0.8306,4.8847
"595",595,13456,13458,13458,3,2014-11-03,2014-11-05,2014-11-05,3.0643,5.6878,2.5645,9.193,0.1306,2.7274,2.5498,0.3919,13,15.5,2.5,39,1.5224,5.8739
"596",596,13473,13473,13473,1,2014-11-20,2014-11-20,2014-11-20,4.8658,4.8658,NA,4.8658,1.5155,1.5155,NA,1.5155,13,13,NA,13,2.5975,2.9051
"597",597,13490,13491,13496,7,2014-12-07,2014-12-08,2014-12-13,5.4793,8.9817,2.8018,38.3548,1.8428,5.3819,2.8345,12.8994,12.4286,16,2.864,87,2.7008,1.1491
"598",598,13528,13529,13529,2,2015-01-14,2015-01-15,2015-01-15,5.423,5.6583,0.3328,10.8459,1.5062,1.7481,0.3422,3.0123,12.25,12.5,0.3536,24.5,0.9722,2.032
"599",599,13536,13536,13540,5,2015-01-22,2015-01-22,2015-01-26,4.5848,6.4377,1.2717,22.9238,0.6526,2.5174,1.2751,3.2629,11.7,13.5,1.255,58.5,3.4717,0.6921
"600",600,13550,13550,13551,2,2015-02-05,2015-02-05,2015-02-06,5.9644,6.7161,1.0631,11.9288,2.0761,2.8258,1.0602,4.1523,13.25,14,1.0607,26.5,4.9964,2.8378
"601",601,13557,13557,13559,3,2015-02-12,2015-02-12,2015-02-14,4.0872,4.6143,0.5137,12.2617,0.3036,0.809,0.5001,0.9109,11.5,12,0.5,34.5,1.4764,0.628
"602",602,13566,13566,13566,1,2015-02-21,2015-02-21,2015-02-21,3.845,3.845,NA,3.845,0.2735,0.2735,NA,0.2735,11.5,11.5,NA,11.5,2.9675,1.5344
"603",603,13579,13583,13586,8,2015-03-06,2015-03-10,2015-03-13,4.1189,5.9616,1.0401,32.9508,0.8455,2.701,1.0479,6.7643,12.625,14.5,1.0938,101,0.6619,0.986
"604",604,13592,13592,13596,5,2015-03-19,2015-03-19,2015-03-23,2.6238,3.9472,1.4488,13.1189,-0.5925,0.7026,1.4476,-2.9623,11.8,13,1.4405,59,2.4409,0.2293
"605",605,13602,13602,13602,1,2015-03-29,2015-03-29,2015-03-29,3.8048,3.8048,NA,3.8048,0.7274,0.7274,NA,0.7274,13.5,13.5,NA,13.5,3.4328,3.8048
"606",606,13610,13613,13613,4,2015-04-06,2015-04-09,2015-04-09,3.4542,3.9486,0.5786,13.8166,0.3332,0.8171,0.5727,1.3329,13.875,14.5,0.6292,55.5,0.2006,3.5918
"607",607,13631,13631,13631,1,2015-04-27,2015-04-27,2015-04-27,5.7748,5.7748,NA,5.7748,2.2381,2.2381,NA,2.2381,18,18,NA,18,6.9043,5.0959
"608",608,13642,13642,13642,1,2015-05-08,2015-05-08,2015-05-08,5.2325,5.2325,NA,5.2325,1.7145,1.7145,NA,1.7145,18.5,18.5,NA,18.5,2.4074,4.0899
"609",609,13671,13672,13672,2,2015-06-06,2015-06-07,2015-06-07,3.4193,3.8867,0.661,6.8386,0.5842,1.0519,0.6614,1.1684,19,19.5,0.7071,38,0.7682,2.0642
"610",610,13679,13679,13682,4,2015-06-14,2015-06-14,2015-06-17,3.0434,4.49,1.2803,12.1736,0.185,1.6181,1.276,0.74,19.125,20.5,1.25,76.5,2.9505,0.7613
"611",611,13686,13693,13705,20,2015-06-21,2015-06-28,2015-07-10,4.643,8.2029,1.9451,92.8603,1.8559,5.4152,1.9452,37.1181,21.625,25.5,2.0893,432.5,0.7698,0.4086
"612",612,13712,13713,13713,2,2015-07-17,2015-07-18,2015-07-18,4.6933,5.9143,1.7268,9.3865,1.9772,3.1958,1.7233,3.9545,22.75,24,1.7678,45.5,2.1093,3.5576
"613",613,13726,13726,13726,1,2015-07-31,2015-07-31,2015-07-31,3.3615,3.3615,NA,3.3615,0.5097,0.5097,NA,0.5097,22,22,NA,22,0.9854,1.5074
"614",614,13736,13737,13744,9,2015-08-10,2015-08-11,2015-08-18,3.2215,4.0448,0.8457,28.9933,0.4027,1.2413,0.8513,3.6242,21.5556,22.5,0.8819,194,0.5311,0.189
"615",615,13752,13753,13753,2,2015-08-26,2015-08-27,2015-08-27,4.4284,5.4676,1.4697,8.8568,1.6407,2.689,1.4826,3.2813,22,23,1.4142,44,2.5775,3.4206
"616",616,13790,13791,13791,2,2015-10-03,2015-10-04,2015-10-04,3.1438,3.2059,0.0878,6.2877,0.4961,0.5606,0.0912,0.9922,17,17,0,34,1.2913,1.3796
"617",617,13795,13796,13797,3,2015-10-08,2015-10-09,2015-10-10,4.4846,6.317,1.7051,13.4539,1.7986,3.6306,1.7105,5.3957,17.6667,19.5,1.7559,53,2.1248,2.8719
"618",618,13803,13807,13807,5,2015-10-16,2015-10-20,2015-10-20,2.6073,4.267,1.5152,13.0366,-0.1197,1.5677,1.518,-0.5984,14.6,16,1.5572,73,0.2433,3.3747
"619",619,13826,13826,13826,1,2015-11-08,2015-11-08,2015-11-08,3.0599,3.0599,NA,3.0599,0.0545,0.0545,NA,0.0545,12.5,12.5,NA,12.5,1.6206,3.3803
"620",620,13848,13849,13856,9,2015-11-30,2015-12-01,2015-12-08,4.1506,7.6752,1.7557,37.3554,0.5987,4.1606,1.766,5.3883,11.3333,15,1.8028,102,3.726,0.6567
"621",621,13889,13890,13891,3,2016-01-10,2016-01-11,2016-01-12,5.0915,5.7587,0.7498,15.2746,1.1459,1.8126,0.7533,3.4378,11.8333,12.5,0.7638,35.5,2.3118,1.8563
"622",622,13895,13895,13899,5,2016-01-16,2016-01-16,2016-01-20,4.7572,5.1263,0.6922,23.786,0.8583,1.2319,0.6986,4.2916,11.7,12,0.6708,58.5,4.468,0.2548
"623",623,13904,13905,13906,3,2016-01-25,2016-01-26,2016-01-27,6.3347,7.3331,0.9879,19.004,2.3873,3.3868,0.9835,7.1619,13.5,14.5,1,40.5,2.1414,2.1851
"624",624,13918,13919,13921,4,2016-02-08,2016-02-09,2016-02-11,5.0424,6.678,1.1197,20.1697,1.1887,2.8103,1.1074,4.7548,12.375,14,1.1087,49.5,1.8183,1.3208
"625",625,13929,13929,13929,1,2016-02-19,2016-02-19,2016-02-19,4.909,4.909,NA,4.909,1.2829,1.2829,NA,1.2829,12.5,12.5,NA,12.5,1.4688,2.5315
"626",626,13934,13935,13937,4,2016-02-24,2016-02-25,2016-02-27,4.5564,5.7028,1.1066,18.2258,1.0753,2.2084,1.1076,4.3013,12.375,13.5,1.1087,49.5,2.2968,0.9422
"627",627,13942,13944,13944,3,2016-03-03,2016-03-05,2016-03-05,3.6526,5.7624,2.2297,10.9579,0.3159,2.4503,2.2405,0.9477,11.8333,14,2.2546,35.5,0.9441,4.0584
"628",628,13948,13948,13948,1,2016-03-09,2016-03-09,2016-03-09,5.0206,5.0206,NA,5.0206,1.7494,1.7494,NA,1.7494,13.5,13.5,NA,13.5,3.9388,4.559
"629",629,13957,13957,13960,4,2016-03-18,2016-03-18,2016-03-21,2.7916,3.5063,0.9649,11.1665,-0.4466,0.251,0.9612,-1.7864,11.875,12.5,0.9465,47.5,1.9415,0.4893
"630",630,13968,13969,13972,5,2016-03-29,2016-03-30,2016-04-02,5.6626,8.2359,2.1092,28.3132,2.58,5.1629,2.1167,12.9,15.5,18,2.031,77.5,2.9317,1.6447
"631",631,13977,13977,13977,1,2016-04-07,2016-04-07,2016-04-07,6.124,6.124,NA,6.124,3.0106,3.0106,NA,3.0106,16.5,16.5,NA,16.5,6.124,5.0865
"632",632,13983,13983,13984,2,2016-04-13,2016-04-13,2016-04-14,4.532,5.5783,1.4797,9.064,1.2912,2.3477,1.494,2.5825,15.5,16.5,1.4142,31,5.4076,2.5938
"633",633,13989,13990,13992,4,2016-04-19,2016-04-20,2016-04-22,4.5044,8.4235,2.6848,18.0177,1.0953,5.0268,2.6932,4.3814,16.125,20,2.6575,64.5,3.5745,2.6204
"634",634,14001,14001,14005,5,2016-05-01,2016-05-01,2016-05-05,2.7041,6.8937,3.4925,13.5203,-0.8458,3.3348,3.4893,-4.2291,15.5,19.5,3.4278,77.5,6.4068,0.7616
"635",635,14009,14013,14014,6,2016-05-09,2016-05-13,2016-05-14,4.5895,8.7906,2.6089,27.5368,1.1715,5.4242,2.6518,7.0291,18.1667,22.5,2.7142,109,1.4673,4.0945
"636",636,14021,14021,14021,1,2016-05-21,2016-05-21,2016-05-21,5.0551,5.0551,NA,5.0551,1.9742,1.9742,NA,1.9742,19.5,19.5,NA,19.5,2.4103,4.0893
"637",637,14035,14035,14038,4,2016-06-04,2016-06-04,2016-06-07,3.7338,5.0796,1.5653,14.9352,0.8987,2.2455,1.5654,3.5949,19.25,20.5,1.5,77,6.4388,1.2786
"638",638,14057,14057,14057,1,2016-06-26,2016-06-26,2016-06-26,2.8534,2.8534,NA,2.8534,0.0606,0.0606,NA,0.0606,19.5,19.5,NA,19.5,3.9304,0.0733
"639",639,14089,14089,14089,1,2016-07-28,2016-07-28,2016-07-28,2.9191,2.9191,NA,2.9191,0.1387,0.1387,NA,0.1387,21.5,21.5,NA,21.5,0.4675,3.5244
"640",640,14110,14110,14110,1,2016-08-18,2016-08-18,2016-08-18,6.3483,6.3483,NA,6.3483,3.5284,3.5284,NA,3.5284,24.5,24.5,NA,24.5,3.5542,4.4427
"641",641,14140,14140,14140,1,2016-09-17,2016-09-17,2016-09-17,6.2277,6.2277,NA,6.2277,3.6084,3.6084,NA,3.6084,22,22,NA,22,7.5936,8.9057
"642",642,14176,14178,14178,3,2016-10-23,2016-10-25,2016-10-25,4.2636,5.3874,1.124,12.7908,1.5516,2.6645,1.1129,4.6548,15.5,16.5,1,46.5,1.4237,3.3813
"643",643,14184,14194,14195,12,2016-10-31,2016-11-10,2016-11-11,4.876,7.798,2.2272,58.5124,1.9205,4.7642,2.1864,23.0464,14.625,17,2.0014,175.5,0.5732,2.049
"644",644,14213,14213,14213,1,2016-11-29,2016-11-29,2016-11-29,4.5559,4.5559,NA,4.5559,1.0639,1.0639,NA,1.0639,12,12,NA,12,4.5618,4.4395
"645",645,14262,14262,14263,2,2017-01-17,2017-01-17,2017-01-18,4.8221,5.5898,1.0857,9.6442,0.9331,1.7065,1.0938,1.8662,11.75,12.5,1.0607,23.5,3.4635,2.5344
"646",646,14272,14272,14272,1,2017-01-27,2017-01-27,2017-01-27,5.3132,5.3132,NA,5.3132,1.3545,1.3545,NA,1.3545,12.5,12.5,NA,12.5,1.9801,4.0154
"647",647,14289,14290,14290,2,2017-02-13,2017-02-14,2017-02-14,6.3237,7.0593,1.0403,12.6474,2.5509,3.2929,1.0493,5.1019,13.75,14.5,1.0607,27.5,2.8435,4.0298
"648",648,14402,14402,14402,1,2017-06-06,2017-06-06,2017-06-06,3.4519,3.4519,NA,3.4519,0.6165,0.6165,NA,0.6165,19,19,NA,19,2.9349,3.4519
"649",649,14419,14420,14420,2,2017-06-23,2017-06-24,2017-06-24,5.0157,5.4865,0.6658,10.0314,2.23,2.7058,0.6729,4.46,21.5,22,0.7071,43,1.2761,5.5635
"650",650,14431,14431,14431,1,2017-07-05,2017-07-05,2017-07-05,3.6867,3.6867,NA,3.6867,0.9039,0.9039,NA,0.9039,21,21,NA,21,3.4259,1.5701
"651",651,14458,14459,14460,3,2017-08-01,2017-08-02,2017-08-03,6.0212,10.3526,3.7841,18.0636,3.1533,7.4774,3.7783,9.4599,24.6667,29,3.7859,74,4.8299,5.6598
"652",652,14471,14471,14471,1,2017-08-14,2017-08-14,2017-08-14,3.6557,3.6557,NA,3.6557,0.8381,0.8381,NA,0.8381,22,22,NA,22,4.5407,3.9568
"653",653,14485,14485,14485,1,2017-08-28,2017-08-28,2017-08-28,4.047,4.047,NA,4.047,1.2858,1.2858,NA,1.2858,21.5,21.5,NA,21.5,2.5794,4.047
"654",654,14491,14493,14494,4,2017-09-03,2017-09-05,2017-09-06,6.15,8.1915,2.0093,24.6,3.4925,5.5345,2.011,13.9701,23,25,1.9579,92,2.3821,3.4176
"655",655,14502,14502,14502,1,2017-09-14,2017-09-14,2017-09-14,2.9539,2.9539,NA,2.9539,0.3342,0.3342,NA,0.3342,19,19,NA,19,0.59,0.4106
"656",656,14514,14516,14516,3,2017-09-26,2017-09-28,2017-09-28,3.3209,3.4465,0.1251,9.9626,0.6612,0.7848,0.121,1.9835,18,18,0,54,0.6245,2.8717
"657",657,14523,14523,14523,1,2017-10-05,2017-10-05,2017-10-05,2.8263,2.8263,NA,2.8263,0.1829,0.1829,NA,0.1829,16.5,16.5,NA,16.5,1.6204,2.3812
"658",658,14541,14541,14542,2,2017-10-23,2017-10-23,2017-10-24,2.9517,3.1394,0.2654,5.9034,0.2452,0.4387,0.2737,0.4903,14.25,14.5,0.3536,28.5,3.1226,0.8758
"659",659,14547,14547,14547,1,2017-10-29,2017-10-29,2017-10-29,3.8568,3.8568,NA,3.8568,1.0677,1.0677,NA,1.0677,14.5,14.5,NA,14.5,1.616,1.3851
"660",660,14570,14571,14571,2,2017-11-21,2017-11-22,2017-11-22,4.0053,4.0499,0.0631,8.0106,0.6123,0.6445,0.0456,1.2245,12,12,0,24,1.5911,2.9164
"661",661,14587,14588,14590,4,2017-12-08,2017-12-09,2017-12-11,6.4104,10.5175,2.7708,25.6414,2.7811,6.8981,2.7759,11.1245,13.375,17.5,2.7801,53.5,4.8685,2.4656
"662",662,14622,14625,14629,8,2018-01-12,2018-01-15,2018-01-19,3.9843,8.1583,2.341,31.8743,0.0735,4.2481,2.3489,0.5876,10.8484,15,2.3622,86.7875,2.1889,1.3661
"663",663,14679,14679,14682,4,2018-03-10,2018-03-10,2018-03-13,3.0003,4.4616,1.4979,12.0013,-0.2579,1.201,1.4939,-1.0315,11.625,13,1.493,46.5,5.441,0.3431
"664",664,14708,14710,14710,3,2018-04-08,2018-04-10,2018-04-10,4.6143,5.8568,1.8823,13.8429,1.4784,2.7042,1.8774,4.4352,15.1667,16.5,1.893,45.5,0.9104,7.5936
"665",665,14725,14726,14727,3,2018-04-25,2018-04-26,2018-04-27,6.5367,7.8705,1.2241,19.61,3.0177,4.351,1.2179,9.053,18.6667,20,1.2583,56,2.4054,2.9291
"666",666,14735,14736,14736,2,2018-05-05,2018-05-06,2018-05-06,5.4663,5.9194,0.6407,10.9327,1.9199,2.3758,0.6448,3.8397,18.5,19,0.7071,37,1.9055,3.0943
"667",667,14742,14744,14745,4,2018-05-12,2018-05-14,2018-05-15,5.1176,6.6962,1.2827,20.4705,1.7714,3.3758,1.3256,7.0855,18.875,20.5,1.3769,75.5,1.6082,1.5937
"668",668,14751,14751,14751,1,2018-05-21,2018-05-21,2018-05-21,3.5551,3.5551,NA,3.5551,0.4742,0.4742,NA,0.4742,18,18,NA,18,1.4103,4.0893
"669",669,14777,14779,14781,5,2018-06-16,2018-06-18,2018-06-20,5.9009,8.8026,2.1787,29.5045,3.0683,5.9697,2.166,15.3413,22.1,25,2.1331,110.5,2.154,2.4492
"670",670,14807,14808,14808,2,2018-07-16,2018-07-17,2018-07-17,3.7504,3.9722,0.3137,7.5008,1.0402,1.2587,0.3091,2.0803,21.75,22,0.3536,43.5,0.6102,3.0579
"671",671,14820,14820,14821,2,2018-07-29,2018-07-29,2018-07-30,3.3854,3.3947,0.0132,6.7708,0.5661,0.5903,0.0342,1.1322,22,22,0,44,0.9756,1.6839
"672",672,14827,14827,14831,5,2018-08-05,2018-08-05,2018-08-09,2.7336,3.8873,0.8316,13.668,-0.0984,1.0371,0.8285,-0.4919,21.3,22.5,0.8367,106.5,1.5184,0.5324
"673",673,14864,14864,14864,1,2018-09-11,2018-09-11,2018-09-11,3.1889,3.1889,NA,3.1889,0.56,0.56,NA,0.56,19.5,19.5,NA,19.5,4.584,2.4146
"674",674,14876,14876,14876,1,2018-09-23,2018-09-23,2018-09-23,3.3424,3.3424,NA,3.3424,0.689,0.689,NA,0.689,18.5,18.5,NA,18.5,3.1095,2.8868
"675",675,14902,14902,14902,1,2018-10-19,2018-10-19,2018-10-19,3.1403,3.1403,NA,3.1403,0.4226,0.4226,NA,0.4226,15,15,NA,15,3.6295,2.3733
"676",676,14907,14908,14910,4,2018-10-24,2018-10-25,2018-10-27,3.5701,4.8874,1.1863,14.2803,0.8339,2.1645,1.196,3.3355,14.625,16,1.25,58.5,1.1238,1.1822
"677",677,14927,14928,14928,2,2018-11-13,2018-11-14,2018-11-14,3.2015,3.2572,0.0788,6.403,0.055,0.0877,0.0462,0.11,12,12,0,24,0.112,1.8918
"678",678,14992,14993,14993,2,2019-01-17,2019-01-18,2019-01-18,4.5721,5.0544,0.6821,9.1442,0.6831,1.1597,0.674,1.3662,11.5,12,0.7071,23,1.9642,4.0324
"679",679,15051,15053,15071,21,2019-03-17,2019-03-19,2019-04-06,4.6582,7.9472,1.5654,97.8215,1.5142,4.7026,1.5378,31.798,14.2381,17,1.4545,299,2.0415,0.3261
"680",680,15094,15094,15094,1,2019-04-29,2019-04-29,2019-04-29,4.5818,4.5818,NA,4.5818,1.0284,1.0284,NA,1.0284,17,17,NA,17,2.9029,1.0949
"681",681,15103,15104,15105,3,2019-05-08,2019-05-09,2019-05-10,5.8104,6.6426,0.9785,17.4311,2.3167,3.15,0.9954,6.95,19.1667,20,1.0408,57.5,2.2425,2.2534
"682",682,15113,15114,15114,2,2019-05-18,2019-05-19,2019-05-19,4.2806,5.2352,1.3501,8.5611,1.1355,2.1032,1.3686,2.2709,18.5,19.5,1.4142,37,1.7423,7.0904
"683",683,15120,15121,15125,6,2019-05-25,2019-05-26,2019-05-30,3.9773,6.1576,1.22,23.8637,1.051,3.1984,1.2124,6.3059,18.9167,21,1.2007,113.5,2.931,0.6757
"684",684,15137,15137,15137,1,2019-06-11,2019-06-11,2019-06-11,3.1437,3.1437,NA,3.1437,0.31,0.31,NA,0.31,19,19,NA,19,2.9438,3.1437
"685",685,15156,15156,15156,1,2019-06-30,2019-06-30,2019-06-30,3.0531,3.0531,NA,3.0531,0.27,0.27,NA,0.27,20,20,NA,20,1.9264,2.5728
"686",686,15161,15161,15161,1,2019-07-05,2019-07-05,2019-07-05,4.6867,4.6867,NA,4.6867,1.9039,1.9039,NA,1.9039,22,22,NA,22,3.4259,3.5701
"687",687,15166,15171,15171,6,2019-07-10,2019-07-15,2019-07-15,3.4792,4.5853,0.7596,20.8753,0.7122,1.87,0.7847,4.2733,21.25,22.5,0.8216,127.5,0.2604,2.5567
"688",688,15178,15178,15178,1,2019-07-22,2019-07-22,2019-07-22,5.1889,5.1889,NA,5.1889,2.4758,2.4758,NA,2.4758,23.5,23.5,NA,23.5,2.9448,3.5532
"689",689,15198,15201,15201,4,2019-08-11,2019-08-14,2019-08-14,2.7235,3.6557,0.8746,10.8942,-0.0853,0.8381,0.8705,-0.3413,21.125,22,0.8539,84.5,0.2505,1.9568
"690",690,15207,15207,15207,1,2019-08-20,2019-08-20,2019-08-20,2.9658,2.9658,NA,2.9658,0.1413,0.1413,NA,0.1413,21,21,NA,21,3.0602,2.9356
"691",691,15217,15219,15224,8,2019-08-30,2019-09-01,2019-09-06,1.8012,3.8683,1.8221,14.4099,-0.8729,1.189,1.8176,-6.9834,18.8125,21,1.831,150.5,0.6805,0.4642
"692",692,15228,15228,15228,1,2019-09-10,2019-09-10,2019-09-10,3.1049,3.1049,NA,3.1049,0.4735,0.4735,NA,0.4735,19.5,19.5,NA,19.5,3.5827,1.916
"693",693,15236,15238,15238,3,2019-09-18,2019-09-20,2019-09-20,2.421,3.0212,0.8727,7.2631,-0.2249,0.3665,0.8752,-0.6748,18,18.5,0.866,54,0.6985,0.8956
"694",694,15263,15263,15264,2,2019-10-15,2019-10-15,2019-10-16,2.922,3.1033,0.2565,5.8439,0.1871,0.3726,0.2623,0.3742,15.25,15.5,0.3536,30.5,4.6343,1.696
"695",695,15288,15296,15296,9,2019-11-09,2019-11-17,2019-11-17,2.915,4.5707,1.1046,26.2354,-0.2123,1.3281,1.0688,-1.9103,11.7778,13,1.0035,106,0.2589,3.4007
"696",696,15336,15336,15336,1,2019-12-27,2019-12-27,2019-12-27,3.9389,3.9389,NA,3.9389,0.0016,0.0016,NA,0.0016,10.5,10.5,NA,10.5,2.5081,-0.0055
