group,date,VCAR,VCMX,sst
1,1989-09-07,1.9749999999999999,3.225,14.225
1,1989-09-08,1.326818181818182,2.459090909090909,14.168181818181818
1,1989-09-09,0.8483333333333334,1.475,14.375
1,1989-09-10,0.629090909090909,1.1318181818181818,15.036363636363637
1,1989-09-11,0.68533333333333335,1.2266666666666666,14.926666666666668
1,1989-09-12,1.16875,2.066666666666667,14.758333333333333
1,1989-09-13,1.3420833333333333,2.5625,14.516666666666667
1,1989-09-14,1.7458333333333333,3.375,14.204166666666667
1,1989-09-15,1.982608695652174,3.734782608695652,13.76086956521739
1,1989-09-16,0.9034782608695653,1.6869565217391305,13.604347826086956
1,1989-09-17,1.5625,2.9416666666666664,13.354166666666666
1,1989-09-18,1.3360869565217393,2.382608695652174,13.460869565217392
1,1989-09-19,1.2245833333333334,2.2083333333333335,13.2125
1,1989-09-20,1.1445833333333333,2.025,13.195833333333333
1,1989-09-21,0.8695833333333334,1.5291666666666666,13.408333333333333
1,1989-09-22,0.9704166666666667,1.6708333333333334,13.358333333333333
1,1989-09-23,1.7358333333333333,2.8875,13.4625
1,1989-09-24,1.78,3.256521739130435,13.282608695652174
1,1989-09-25,1.3695833333333334,2.3625,13.358333333333334
1,1989-09-26,1.5643478260869565,2.6652173913043478,13.508695652173913
1,1989-09-27,1.85375,3.279166666666667,13.4875
1,1989-09-28,1.2891666666666668,2.3125,13.3
1,1989-09-29,1.4052380952380952,2.3714285714285714,13.438095238095238
1,1989-09-30,1.6545833333333333,2.8958333333333335,13.195833333333333
1,1989-10-01,1.3446666666666667,2.62,12.620000000000001
1,1989-10-02,0.6875,1.29375,12.6625
1,1989-10-03,0.81,1.46,12.9
1,1989-10-04,1.894782608695652,3.4695652173913043,13.247826086956522
1,1989-10-05,1.6881818181818182,3.0090909090909093,12.95
1,1989-10-06,1.3470833333333334,2.3208333333333333,12.041666666666666
1,1989-10-07,3.1754166666666666,5.654166666666667,11.658333333333333
1,1989-10-08,2.2130434782608694,3.9304347826086956,12.043478260869565
1,1989-10-09,2.4804166666666667,4.454166666666667,11.858333333333334
1,1989-10-10,2.4604166666666667,4.2125,10.9375
1,1989-10-11,2.7275,5.15,10.579166666666666
1,1989-10-12,2.7217391304347824,4.804347826086956,10.513043478260869
1,1989-10-13,2.3116666666666665,4.1625,10.641666666666666
1,1989-10-14,2.2534782608695654,3.9652173913043476,10.943478260869565
1,1989-10-15,1.2658333333333334,2.2083333333333335,10.7125
1,1989-10-16,1.1078260869565217,2.2,10.534782608695652
1,1989-10-17,3.3333333333333335,6.570833333333334,10.041666666666666
1,1989-10-18,2.347777777777778,4.405555555555556,10.027777777777779
1,1989-10-19,3.52,6.429166666666666,10.070833333333333
1,1989-10-20,2.784782608695652,5.086956521739131,10.021739130434783
1,1989-10-21,2.4137500000000003,4.566666666666666,10.045833333333333
1,1989-10-22,2.82,5.308333333333334,10.029166666666667
1,1989-10-23,1.9722727272727272,3.481818181818182,10.313636363636364
1,1989-10-24,1.5733333333333335,2.8583333333333334,10.708333333333332
1,1989-10-25,1.6118181818181818,3.2818181818181817,10.940909090909091
1,1989-10-26,1.5108333333333333,2.8125,10.954166666666667
1,1989-10-27,1.6408333333333334,2.7916666666666665,11.154166666666667
1,1989-10-28,1.2375,2.21,11.575
1,1989-10-29,2.5168421052631578,4.673684210526316,11.468421052631578
1,1989-10-30,1.88375,3.5458333333333334,11.416666666666666
1,1989-10-31,1.0583333333333333,1.9333333333333333,11.216666666666667
1,1989-11-01,1.3641666666666667,2.4625,11.179166666666667
1,1989-11-02,2.6665217391304346,5.121739130434783,11.07391304347826
1,1989-11-03,2.655,4.9,10.966666666666667
1,1989-11-04,2.4833333333333334,4.283333333333333,11.041666666666666
1,1989-11-05,2.4995833333333333,4.316666666666666,11.125
1,1989-11-06,2.5954166666666665,4.775,10.970833333333333
1,1989-11-07,3.3829166666666666,6.004166666666666,10.649999999999999
1,1989-11-08,3.484166666666667,6.295833333333333,10.704166666666666
1,1989-11-09,3.7508333333333335,6.875,10.608333333333333
1,1989-11-10,3.3516666666666666,5.920833333333333,10.466666666666667
1,1989-11-11,2.0079166666666666,3.475,10.029166666666667
1,1989-11-12,1.2836363636363637,2.2863636363636366,9.986363636363636
1,1989-11-13,3.84125,6.75,10
1,1989-11-14,4.099166666666667,7.108333333333333,9.791666666666666
1,1989-11-15,2.8695833333333334,5.45,9.8
1,1989-11-16,3.126521739130435,5.995652173913044,9.839130434782609
1,1989-11-17,2.66625,4.970833333333333,9.754166666666666
1,1989-11-18,3.217391304347826,6.28695652173913,9.81304347826087
1,1989-11-19,2.341666666666667,4.3625,9.833333333333334
1,1989-11-20,1.5704166666666668,2.716666666666667,9.625
1,1989-11-21,1.4608333333333334,2.6166666666666667,9.4375
1,1989-11-22,1.565,3.025,9.483333333333334
1,1989-11-23,3.9017391304347826,6.926086956521739,9.778260869565218
1,1989-11-24,3.6625,6.258333333333334,9.741666666666667
1,1989-11-25,3.2408333333333332,5.904166666666667,9.741666666666667
1,1989-11-26,2.77625,4.641666666666667,9.616666666666667
1,1989-11-27,3.1029166666666668,6.125,9.7125
1,1989-11-28,5.377272727272727,9.377272727272727,9.704545454545455
1,1989-11-29,3.6754166666666666,6.7,9.795833333333334
1,1989-11-30,2.84,5.245833333333334,9.729166666666666
1,1989-12-01,3.1872727272727275,6.204545454545454,9.636363636363637
1,1989-12-02,5.025,9.59,9.61
1,1989-12-05,3.1466666666666665,5.477777777777778,9.5
1,1989-12-06,2.5829166666666667,4.375,9.354166666666668
1,1989-12-07,3.444583333333333,6.658333333333333,9.5125
