group,date,VCAR,VCMX,sst
1,1989-12-08,2.493333333333333,4.4,9.454166666666667
1,1989-12-09,2.25875,4.016666666666667,9.441666666666666
1,1989-12-10,1.66,2.8541666666666665,9.345833333333333
1,1989-12-11,1.42,2.39,9.18
1,1989-12-12,2.5142857142857142,4.542857142857143,9.414285714285715
1,1989-12-13,1.875,3.23125,9.2875
1,1989-12-14,1.9505555555555556,3.1666666666666665,9.17222222222222
1,1989-12-15,1.877857142857143,3.3285714285714287,9.2
1,1989-12-16,2.0183333333333335,3.6083333333333334,9.266666666666667
1,1989-12-17,2.7395454545454547,5.1454545454545455,9.213636363636363
1,1989-12-18,1.4554166666666666,2.5833333333333335,8.795833333333333
1,1989-12-19,1.1691666666666667,2.1125,8.820833333333335
1,1989-12-20,1.5552941176470587,3.088235294117647,8.711764705882352
1,1989-12-21,2.9366666666666665,5.857142857142857,8.980952380952381
1,1989-12-22,3.459090909090909,6.6863636363636365,9.145454545454545
1,1989-12-23,2.985217391304348,5.465217391304348,8.91304347826087
1,1989-12-24,3.93,8.4,8.8
1,1989-12-26,3.613,6.359999999999999,8.91
1,1989-12-27,2.6995652173913043,4.604347826086957,9.178260869565218
1,1989-12-28,2.30875,4.091666666666667,9.35
1,1989-12-29,2.4258333333333333,4.458333333333333,9.291666666666666
1,1989-12-30,2.932777777777778,5.1722222222222225,9.433333333333334
1,1989-12-31,4.8625,8.4,9.558333333333334
1,1990-01-01,4.33125,7.829166666666667,8.766666666666666
1,1990-01-02,2.537916666666667,4.633333333333334,8.625
1,1990-01-03,2.51,4.795833333333333,8.679166666666667
1,1990-01-04,3.617916666666667,6.629166666666666,8.7375
1,1990-01-05,4.233333333333333,7.5,8.875
1,1990-01-06,5.410416666666666,9.541666666666666,8.841666666666667
1,1990-01-07,5.248260869565217,8.969565217391304,8.943478260869565
1,1990-01-08,4.493333333333333,7.675,8.875
1,1990-01-09,4.778695652173913,8.452173913043477,8.78695652173913
1,1990-01-10,4.3254166666666665,7.475,8.7
1,1990-01-11,2.296190476190476,4.014285714285714,8.585714285714285
1,1990-01-12,2.87875,5.616666666666666,8.879166666666666
1,1990-01-13,2.3027272727272727,3.9681818181818183,8.89090909090909
1,1990-01-14,2.0633333333333335,3.8125,8.820833333333335
1,1990-01-15,2.171666666666667,4.041666666666667,8.8
1,1990-01-16,3.0675,5.508333333333333,8.733333333333333
1,1990-01-17,1.7670833333333333,3.1833333333333336,8.658333333333333
1,1990-01-18,2.0742857142857143,4.0095238095238095,8.719047619047618
1,1990-01-19,2.2158333333333333,3.7708333333333335,8.625
1,1990-01-20,2.2083333333333335,3.9916666666666667,8.579166666666666
1,1990-01-21,3.68125,6.379166666666666,8.7
1,1990-01-22,3.578333333333333,6.508333333333334,8.583333333333332
1,1990-01-23,5.1027272727272726,9.122727272727273,8.527272727272727
1,1990-01-24,3.2108333333333334,5.641666666666667,8.491666666666667
1,1990-01-25,6.112,11.43,8.48
1,1990-01-26,3.7190909090909092,6.527272727272727,8.25
1,1990-01-27,3.4170833333333333,6.141666666666667,8.283333333333333
1,1990-01-28,3.7595833333333335,6.875,8.154166666666667
1,1990-01-29,3.5395454545454546,6.340909090909091,7.913636363636364
1,1990-01-30,3.223333333333333,6.0200000000000005,7.713333333333333
1,1990-01-31,3.226818181818182,5.663636363636364,7.590909090909091
1,1990-02-01,4.153913043478261,7.856521739130435,7.934782608695652
1,1990-02-02,4.536190476190476,8.19047619047619,8.004761904761905
1,1990-02-03,4.207083333333333,6.845833333333333,7.791666666666667
1,1990-02-04,4.8879166666666665,8.895833333333334,7.566666666666666
1,1990-02-05,6.221818181818182,10.909090909090908,7.590909090909091
1,1990-02-06,6.408181818181818,10.972727272727273,7.454545454545455
1,1990-02-07,4.6883333333333335,8.516666666666667,7.354166666666667
1,1990-02-08,3.3675,5.970833333333333,7.304166666666667
1,1990-02-09,3.7845454545454547,6.827272727272727,7.4772727272727275
1,1990-02-10,3.20625,5.666666666666667,7.4875
1,1990-02-11,3.8654166666666665,7.095833333333333,7.458333333333333
1,1990-02-12,4.255833333333333,7.145833333333333,7.225
1,1990-02-13,2.5529166666666665,4.654166666666667,7.116666666666666
1,1990-02-14,2.237391304347826,4.065217391304348,7.226086956521739
1,1990-02-15,3.25625,5.841666666666667,7.116666666666666
1,1990-02-16,2.476086956521739,4.582608695652174,6.952173913043478
1,1990-02-17,1.5823809523809524,3.0714285714285716,7.014285714285714
1,1990-02-18,0.8866666666666667,1.8222222222222222,7.372222222222222
1,1990-02-19,2.930833333333333,5.7,7.641666666666667
1,1990-02-20,3.5791666666666666,6.7375,7.579166666666667
1,1990-02-21,2.2075,4.033333333333333,7.508333333333333
1,1990-02-22,2.1308333333333334,3.725,7.479166666666667
1,1990-02-23,1.9479166666666667,3.3666666666666667,7.5125
1,1990-02-24,2.004166666666667,3.7291666666666665,7.775
1,1990-02-25,2.3525,4.233333333333333,7.725
1,1990-02-26,1.5791666666666666,2.8,7.6375
1,1990-02-27,1.1741666666666666,2.075,7.725
1,1990-02-28,1.465,2.7875,7.8375
1,1990-03-01,1.59375,2.9791666666666665,7.825
1,1990-03-02,1.78375,3.279166666666667,7.825
1,1990-03-03,1.5808333333333333,2.8583333333333334,7.825
1,1990-03-04,1.29875,2.35,7.875
1,1990-03-05,2.350833333333333,4.283333333333333,7.895833333333333
1,1990-03-06,4.89375,8.391666666666666,7.775
1,1990-03-07,3.7808333333333333,6.391666666666667,7.8625
1,1990-03-08,2.60875,4.425,7.829166666666667
1,1990-03-09,3.1329166666666666,6.016666666666667,7.825
1,1990-03-10,3.5837499999999998,6.108333333333333,7.683333333333334
1,1990-03-11,4.455,7.429166666666667,7.816666666666666
1,1990-03-12,3.123913043478261,5.578260869565217,7.852173913043479
1,1990-03-13,4.720909090909091,9.227272727272727,7.868181818181818
1,1990-03-14,4.069166666666667,7.3625,8.0375
1,1990-03-15,2.601304347826087,4.965217391304348,8.056521739130435
1,1990-03-16,2.223913043478261,4.126086956521739,7.952173913043478
1,1990-03-17,2.38304347826087,4.073913043478261,8.004347826086956
1,1990-03-18,2.10375,3.7291666666666665,8.129166666666666
1,1990-03-19,1.6666666666666667,2.966666666666667,8.158333333333333
1,1990-03-20,1.8929166666666668,3.504166666666667,8.145833333333332
1,1990-03-21,1.2519047619047619,2.2476190476190476,8.323809523809523
1,1990-03-22,1.7086363636363637,3.4045454545454543,8.1
1,1990-03-23,2.3033333333333332,4.129166666666666,7.891666666666667
1,1990-03-24,1.7175,2.8833333333333333,7.9375
1,1990-03-25,1.9654166666666666,3.4208333333333334,8.154166666666667
1,1990-03-26,1.7079166666666667,2.933333333333333,8.245833333333334
1,1990-03-27,1.4891666666666667,2.5416666666666665,8.254166666666666
1,1990-03-28,1.78125,3.0875,8.445833333333333
1,1990-03-29,1.9258333333333333,3.279166666666667,8.3125
1,1990-03-30,1.8475,3.2291666666666665,8.3375
1,1990-03-31,1.9045833333333333,3.2041666666666666,8.383333333333333
1,1990-04-01,2.4054166666666665,4.508333333333334,8.304166666666667
1,1990-04-02,2.4370833333333333,4.4125,8.387500000000001
1,1990-04-03,1.4312500000000001,2.475,8.545833333333334
1,1990-04-04,1.363,2.55,8.455
1,1990-04-05,2.5433333333333334,4.766666666666667,8.429166666666667
1,1990-04-06,2.63375,4.875,8.4375
1,1990-04-07,1.67875,3.2625,8.475
1,1990-04-08,1.1879166666666667,2.0375,8.6
1,1990-04-09,0.83375,1.525,8.558333333333334
1,1990-04-10,2.323809523809524,4.457142857142857,8.485714285714286
1,1990-04-11,2.2491666666666665,3.7708333333333335,8.5125
1,1990-04-12,1.4558333333333333,2.7333333333333334,8.6625
1,1990-04-13,2.3654166666666665,4.516666666666667,8.704166666666666
1,1990-04-14,1.75375,3.0208333333333335,8.845833333333333
1,1990-04-15,0.8620833333333333,1.5333333333333334,8.933333333333334
1,1990-04-16,0.6433333333333333,1.1291666666666667,9.204166666666667
1,1990-04-17,0.88375,1.6416666666666666,9.445833333333333
1,1990-04-18,1.6827272727272726,3.272727272727273,9.14090909090909
1,1990-04-19,2.13125,3.925,8.966666666666667
1,1990-04-20,2.359583333333333,4.3,8.991666666666667
1,1990-04-21,2.83125,5.254166666666666,8.879166666666666
1,1990-04-22,1.8545833333333333,3.325,9.375
1,1990-04-23,1.71625,3.033333333333333,9.445833333333333
1,1990-04-24,1.76125,3.1083333333333334,9.395833333333334
1,1990-04-25,2.5295652173913044,4.960869565217392,9.091304347826087
1,1990-04-26,2.765,4.933333333333334,9.0625
1,1990-04-27,1.3152380952380953,2.5904761904761906,8.966666666666667
1,1990-04-28,1.8504166666666666,3.4791666666666665,9.0125
1,1990-04-29,1.1445833333333333,2.225,9.304166666666667
1,1990-04-30,0.971304347826087,1.8869565217391304,9.38695652173913
1,1990-05-01,1.285,2.279166666666667,9.470833333333333
1,1990-05-02,1.2929166666666667,2.275,9.825
1,1990-05-03,1.6252173913043477,3.1826086956521737,9.830434782608696
1,1990-05-04,1.7908333333333333,3.2666666666666666,9.6375
1,1990-05-05,1.6334782608695653,3.0956521739130434,9.878260869565217
1,1990-05-06,4.275,7.9,9.454166666666667
1,1990-05-07,2.515416666666667,4.925,9.395833333333334
1,1990-05-08,2.0324999999999998,3.7708333333333335,9.4125
1,1990-05-09,2.1241666666666665,3.783333333333333,9.495833333333334
1,1990-05-10,2.1958333333333333,4.254166666666666,9.383333333333333
1,1990-05-11,1.9725,3.8333333333333335,9.420833333333334
1,1990-05-12,1.1352380952380952,2.219047619047619,9.295238095238096
1,1990-05-13,1.0438095238095237,2.019047619047619,9.466666666666667
1,1990-05-14,1.5736363636363637,3.0545454545454547,9.754545454545454
1,1990-05-15,1.4516666666666667,2.6166666666666667,9.683333333333334
1,1990-05-16,0.9854166666666667,1.7416666666666667,9.970833333333333
1,1990-05-17,0.9025,1.6833333333333333,10.375
1,1990-05-18,0.7909090909090909,1.4636363636363636,10.563636363636363
1,1990-05-19,0.99,1.9210526315789473,10.589473684210526
1,1990-05-20,2.015416666666667,3.8958333333333335,10.583333333333334
1,1990-05-21,2.11125,3.7708333333333335,10.3625
1,1990-05-22,1.7670833333333333,3.1875,10.95
1,1990-05-23,1.5620833333333333,2.7458333333333336,11.9375
1,1990-05-24,0.9166666666666666,1.6375,12.170833333333334
1,1990-05-25,0.6091666666666666,1.1083333333333334,12.191666666666666
1,1990-05-26,1.0215,1.97,12.21
1,1990-05-27,1.9179166666666667,3.504166666666667,11.2875
1,1990-05-28,1.4829999999999999,2.88,11.42
1,1990-05-30,3.165,5.2125,12.15
1,1990-05-31,2.5641666666666665,4.3875,12.408333333333333
1,1990-06-01,1.7121739130434783,3.0608695652173914,12.878260869565217
1,1990-06-02,2.077391304347826,4.065217391304348,12.4
1,1990-06-03,2.43375,4.341666666666667,11.295833333333333
1,1990-06-04,1.9583333333333333,3.3125,11.704166666666666
1,1990-06-05,1.8170833333333334,3.154166666666667,12.025
1,1990-06-06,1.0720833333333333,1.9375,12.0625
1,1990-06-07,1.3541666666666667,2.5541666666666667,11.704166666666666
1,1990-06-08,1.77875,3.4875,11.383333333333333
1,1990-06-09,1.7279166666666665,3.0541666666666667,11.666666666666666
1,1990-06-10,1.79375,3.6041666666666665,11.533333333333333
1,1990-06-11,1.665,3.1958333333333333,11.654166666666667
1,1990-06-12,1.490952380952381,2.9714285714285715,12.028571428571428
1,1990-06-13,2.4066666666666667,4.454166666666667,12.433333333333334
1,1990-06-14,1.7854166666666667,3.35,13.004166666666666
1,1990-06-15,1.3878260869565218,2.6043478260869564,12.847826086956522
1,1990-06-16,2.63875,5.070833333333333,12.591666666666667
1,1990-06-17,1.7866666666666666,3.466666666666667,12.779166666666667
1,1990-06-18,1.23,2.2333333333333334,12.891666666666667
1,1990-06-19,1.2679166666666666,2.3041666666666667,13.091666666666667
1,1990-06-20,1.0775000000000001,1.9083333333333332,13.2625
1,1990-06-21,1.075,2.1,13.4375
1,1990-06-22,2.0683333333333334,3.675,13.8875
1,1990-06-23,1.8679166666666667,3.2583333333333333,13.833333333333334
1,1990-06-24,1.31,2.3166666666666664,13.8125
1,1990-06-25,0.8491666666666666,1.5208333333333333,13.883333333333333
1,1990-06-26,0.8518181818181818,1.6454545454545455,13.99090909090909
1,1990-07-12,2.1314285714285712,3.8785714285714286,14.992857142857144
1,1990-07-13,1.5454166666666667,2.9166666666666665,14.954166666666667
1,1990-07-14,1.6122727272727273,3.1772727272727272,15.068181818181818
1,1990-07-15,1.7366666666666666,3.095833333333333,14.9625
1,1990-07-16,1.77875,3.279166666666667,14.941666666666666
1,1990-07-17,1.3379166666666666,2.4833333333333334,15.029166666666667
1,1990-07-18,0.7717391304347826,1.4478260869565218,15.152173913043478
1,1990-07-19,0.7847368421052632,1.4789473684210526,15.847368421052632
1,1990-07-20,0.8795238095238095,1.7095238095238094,15.938095238095238
1,1990-07-21,0.9043478260869565,1.6478260869565218,16.213043478260868
1,1990-07-22,0.9104166666666667,1.6375,16.4375
1,1990-07-23,1.17,2.1666666666666665,16.085714285714285
1,1990-07-24,1.1421739130434783,2.2130434782608694,15.569565217391304
1,1990-07-25,1.2842857142857143,2.3714285714285714,15.299999999999999
1,1990-07-26,0.9878260869565217,1.8434782608695652,15.23913043478261
1,1990-07-27,0.8981818181818182,1.7454545454545456,15.440909090909091
1,1990-07-28,0.9676470588235294,1.9411764705882353,15.547058823529412
1,1990-07-29,1.3838095238095238,2.6095238095238096,15.361904761904762
1,1990-07-30,1.4404166666666667,2.8208333333333333,15.4
1,1990-07-31,1.2195833333333332,2.35,15.620833333333334
1,1990-08-01,1.0657142857142856,2.219047619047619,15.723809523809525
1,1990-08-02,0.8041176470588235,1.5176470588235293,15.882352941176471
1,1990-08-03,1.3272727272727272,2.4272727272727272,15.618181818181817
1,1990-08-04,1.3254545454545454,2.45,16.45
1,1990-08-05,1.375,2.4291666666666667,16.733333333333334
1,1990-08-06,1.7195833333333332,3.175,15.916666666666668
1,1990-08-07,1.73875,3.3125,15.895833333333334
1,1990-08-08,1.7641176470588236,3.135294117647059,15.876470588235295
1,1990-08-09,1.24,2.2125,16.21666666666667
1,1990-08-10,0.9522222222222222,1.7444444444444445,16.27777777777778
1,1990-08-16,1.2233333333333334,2.216666666666667,16.21666666666667
1,1990-08-17,0.9629166666666666,1.6791666666666667,16.470833333333335
1,1990-08-18,0.7504166666666666,1.3416666666666666,16.554166666666667
1,1990-08-19,0.7566666666666666,1.3208333333333333,16.979166666666668
1,1990-08-20,1.0533333333333332,1.85,17.195833333333333
1,1990-08-21,1.53,2.841666666666667,16.825
1,1990-08-22,2.0029166666666667,3.754166666666667,16.929166666666667
1,1990-08-23,1.6195,2.895,16.395
1,1990-08-24,1.2891666666666666,2.3041666666666667,15.8
1,1990-08-25,1.1879166666666667,2.2,15.987499999999999
1,1990-08-26,1.1054545454545455,1.9,16.568181818181817
1,1990-08-27,1.0241666666666667,1.7875,16.716666666666665
1,1990-08-28,0.9620833333333333,1.7,17.02916666666667
1,1990-08-29,0.9382352941176471,1.6176470588235294,16.641176470588235
1,1990-08-30,1.6436842105263159,3.2263157894736842,16.273684210526316
1,1990-08-31,1.46125,2.716666666666667,15.575
1,1990-09-01,0.948695652173913,1.7608695652173914,15.630434782608695
1,1990-09-02,0.5852173913043478,1.0608695652173914,15.86086956521739
1,1990-09-03,1.7544444444444445,3.688888888888889,15.694444444444445
1,1990-09-04,1.6729411764705882,3.2705882352941176,15.329411764705883
1,1990-09-05,1.2031818181818181,2.209090909090909,15.309090909090909
1,1990-09-06,1.4545454545454546,2.7727272727272725,15.545454545454545
1,1990-09-07,1.0758823529411765,1.8823529411764706,15.570588235294117
1,1990-09-09,0.7571428571428571,1.342857142857143,15.585714285714285
1,1990-09-10,0.75125,1.3625,15.495833333333334
1,1990-09-11,1.0514285714285714,2.0047619047619047,15.480952380952381
1,1990-09-12,0.9166666666666666,1.575,15.55
1,1990-09-13,0.72625,1.3041666666666667,15.6625
1,1990-09-14,0.8652380952380953,1.638095238095238,15.442857142857143
1,1990-09-15,0.9179166666666667,1.6458333333333333,15.495833333333334
1,1990-09-16,1.6125,2.933333333333333,15.470833333333333
1,1990-09-17,1.289090909090909,2.390909090909091,15.213636363636363
1,1990-09-18,1.7726315789473683,3.305263157894737,14.763157894736842
1,1990-09-19,1.6017391304347826,2.873913043478261,14.730434782608695
1,1990-09-20,1.3329166666666667,2.4166666666666665,14.766666666666667
1,1990-09-21,1.3034782608695652,2.3086956521739133,15.256521739130434
1,1990-09-22,1.295,2.3541666666666665,14.825
1,1990-09-23,1.7133333333333334,3.075,15.016666666666666
1,1990-09-24,2.085,3.55,15.2
1,1990-09-25,2.939090909090909,4.986363636363636,15.077272727272728
1,1990-09-26,2.879166666666667,5.229166666666667,14.208333333333334
1,1990-09-27,1.4,2.5,14.333333333333334
1,1990-09-28,2.220833333333333,4.3625,14.145833333333334
1,1990-09-29,3.5545833333333334,6.120833333333334,13.7
1,1990-09-30,2.341666666666667,4.0625,13.55
1,1990-10-01,4.938571428571429,8.804761904761905,12.842857142857143
1,1990-10-02,3.129166666666667,5.595833333333333,11.958333333333334
1,1990-10-03,2.40125,4.683333333333334,11.791666666666666
1,1990-10-04,3.001304347826087,5.386956521739131,11.782608695652174
1,1990-10-05,2.2466666666666666,3.9166666666666665,11.8875
1,1990-10-06,1.6870833333333333,3.1708333333333334,11.7625
1,1990-10-07,1.526,2.73,11.74
1,1990-10-08,2.0369565217391306,3.878260869565217,11.856521739130434
1,1990-10-09,3.215,5.875,11.920833333333334
1,1990-10-10,2.1279166666666667,3.6708333333333334,11.779166666666667
1,1990-10-11,2.692727272727273,4.840909090909091,11.604545454545455
1,1990-10-12,4.236666666666666,7.4875,11.220833333333333
1,1990-10-13,3.78625,6.566666666666666,10.991666666666667
1,1990-10-14,2.1504166666666666,3.9541666666666666,10.958333333333334
1,1990-10-15,1.4252173913043478,2.508695652173913,10.895652173913044
1,1990-10-16,1.9278260869565218,3.621739130434783,10.856521739130436
1,1990-10-17,4.4155,8.955,10.67
1,1990-10-18,6.0925,10.433333333333334,10.491666666666667
1,1990-10-19,2.15125,3.845833333333333,10.025
1,1990-10-20,2.2809090909090908,4.381818181818182,10.072727272727272
1,1990-10-21,3.5529166666666665,6.516666666666667,10.058333333333334
1,1990-10-22,2.9075,5.308333333333334,10.066666666666666
1,1990-10-23,3.6495454545454544,6.777272727272727,10.004545454545454
1,1990-10-24,4.783043478260869,8.339130434782609,10.004347826086956
1,1990-10-25,2.79125,4.891666666666667,10.195833333333333
1,1990-10-26,3.942608695652174,7.165217391304348,10.269565217391305
1,1990-10-27,5.02125,8.820833333333333,10.233333333333333
1,1990-10-28,3.41625,6.25,10.145833333333332
1,1990-10-29,3.7383333333333333,7.225,10.066666666666666
1,1990-10-30,7.53,11.9,10.1
1,1990-10-31,2.188,3.88,9.96
1,1990-11-01,1.47875,2.525,9.975
1,1990-11-02,1.31,2.55,9.95
1,1990-11-03,3.2625,6.1,9.9
1,1990-11-04,2.435,4.5249999999999995,9.95
1,1990-11-05,1.818,3.28,9.94
1,1990-11-06,1.1366666666666667,2.1,9.8
1,1990-11-07,2.33,4.1,9.9
1,1990-11-08,2.96,5.285714285714286,9.757142857142858
1,1990-11-09,2.38,4.525,9.612499999999999
1,1990-11-10,2.225,3.9333333333333336,9.566666666666666
1,1990-11-11,2.52,4.3,9.7
1,1990-11-14,2.875,5.2,9.575
1,1990-11-15,2.64,4.8,9.7
1,1990-11-16,3.27,6,9.6
1,1990-11-17,3.096,5.44,9.6
1,1990-11-18,2.48,4.833333333333333,9.633333333333333
1,1990-11-19,3.256,5.62,9.42
1,1990-11-20,2.61,4.7,9.2
1,1990-11-25,2.625,4.05,8.95
1,1990-11-26,2.4914285714285715,4.614285714285715,9.22857142857143
1,1990-11-27,3.08,5.633333333333334,9.5
1,1990-11-28,3.06,5.6,9.366666666666667
1,1990-11-29,3.40125,6.1875,9.1625
1,1990-11-30,3.9833333333333334,6.633333333333334,9.066666666666666
1,1990-12-01,3.14,5.3,9.1
1,1990-12-02,2.87,5.1,8.85
1,1990-12-04,4.6899999999999995,9.25,8.95
1,1990-12-05,4.045,7.3,8.95
1,1990-12-06,3.4933333333333336,6.5,9
1,1990-12-08,3.04,4.8,9.1
1,1990-12-09,2.195,3.85,8.9
1,1990-12-10,1.812857142857143,3.142857142857143,8.942857142857143
1,1990-12-11,1.6528571428571428,2.8714285714285714,9.085714285714285
1,1990-12-12,2.848333333333333,5.433333333333334,9.066666666666666
1,1990-12-13,2.9785714285714286,5.514285714285714,9.057142857142857
1,1990-12-14,3.8499999999999996,6.699999999999999,9.2
1,1990-12-16,3.19,6.075,8.9
1,1990-12-17,3.665,7.35,8.933333333333334
1,1990-12-18,4.9,8.4,8.8
1,1991-02-16,1.13,2.5,7.9
1,1991-02-17,1.2114285714285715,2.0214285714285714,7.007142857142857
1,1991-02-18,2.5054545454545454,4.8545454545454545,7.4363636363636365
1,1991-02-19,4.364782608695652,7.8826086956521735,7.443478260869566
1,1991-02-20,4.111666666666666,7.25,7.375
1,1991-02-21,2.78625,4.8375,7.3375
1,1991-02-22,2.4035294117647057,4.264705882352941,7.411764705882353
1,1991-02-23,1.5881818181818181,2.7545454545454544,7.418181818181818
1,1991-02-24,1.4958333333333333,2.575,7.391666666666667
1,1991-02-25,1.71,2.8541666666666665,7.4
1,1991-02-26,1.4233333333333333,2.404166666666667,7.479166666666667
1,1991-02-27,1.2279166666666668,2.091666666666667,7.525
1,1991-02-28,2.14,3.88695652173913,7.447826086956522
1,1991-03-01,2.55,4.8,7.3
1,1991-03-03,1.6425,2.845833333333333,7.108333333333333
1,1991-03-04,1.4012499999999999,2.5583333333333336,7.341666666666667
1,1991-03-05,1.3358333333333334,2.5,7.158333333333333
1,1991-03-06,1.8520833333333333,3.325,7.054166666666667
1,1991-03-07,1.8408333333333333,3.2708333333333335,7.116666666666666
1,1991-03-08,2.7554166666666666,4.679166666666666,7.170833333333333
1,1991-03-09,2.6391666666666667,4.904166666666667,7.166666666666667
1,1991-03-10,2.5770833333333334,4.458333333333333,7.179166666666666
1,1991-03-11,2.402083333333333,4.520833333333333,7.404166666666667
