15/07/2012 16:17,C,18.5
15/07/2012 20:17,C,16
16/07/2012 0:17,C,13.5
16/07/2012 4:17,C,12.5
16/07/2012 8:17,C,20.5
16/07/2012 12:17,C,13.5
16/07/2012 16:17,C,16
16/07/2012 20:17,C,16
17/07/2012 0:17,C,12.5
17/07/2012 4:17,C,11.5
17/07/2012 8:17,C,13
17/07/2012 12:17,C,11.5
17/07/2012 16:17,C,13
17/07/2012 20:17,C,13.5
18/07/2012 0:17,C,12
18/07/2012 4:17,C,11.5
18/07/2012 8:17,C,12.5
18/07/2012 12:17,C,13
18/07/2012 16:17,C,13
18/07/2012 20:17,C,14.5
19/07/2012 0:17,C,12
19/07/2012 4:17,C,11
19/07/2012 8:17,C,19
19/07/2012 12:17,C,17.5
19/07/2012 16:17,C,15.5
19/07/2012 20:17,C,15.5
20/07/2012 0:17,C,13.5
20/07/2012 4:17,C,13.5
20/07/2012 8:17,C,14
20/07/2012 12:17,C,17.5
20/07/2012 16:17,C,13
20/07/2012 20:17,C,13
21/07/2012 0:17,C,13
21/07/2012 4:17,C,13
21/07/2012 8:17,C,12.5
21/07/2012 12:17,C,15
21/07/2012 16:17,C,13.5
21/07/2012 20:17,C,13.5
22/07/2012 0:17,C,13
22/07/2012 4:17,C,13
22/07/2012 8:17,C,13.5
22/07/2012 12:17,C,21
22/07/2012 16:17,C,14.5
22/07/2012 20:17,C,14.5
23/07/2012 0:17,C,13
23/07/2012 4:17,C,13
23/07/2012 8:17,C,13
23/07/2012 12:17,C,14.5
23/07/2012 16:17,C,13.5
23/07/2012 20:17,C,13
24/07/2012 0:17,C,12.5
24/07/2012 4:17,C,12.5
24/07/2012 8:17,C,13
24/07/2012 12:17,C,16
24/07/2012 16:17,C,13
24/07/2012 20:17,C,12.5
25/07/2012 0:17,C,12.5
25/07/2012 4:17,C,12
25/07/2012 8:17,C,12
25/07/2012 12:17,C,16
25/07/2012 16:17,C,13.5
25/07/2012 20:17,C,13
26/07/2012 0:17,C,12
26/07/2012 4:17,C,11.5
26/07/2012 8:17,C,12
26/07/2012 12:17,C,15.5
26/07/2012 16:17,C,15.5
26/07/2012 20:17,C,13.5
27/07/2012 0:17,C,12.5
27/07/2012 4:17,C,12
27/07/2012 8:17,C,12
27/07/2012 12:17,C,16.5
27/07/2012 16:17,C,19
27/07/2012 20:17,C,14
28/07/2012 0:17,C,13.5
28/07/2012 4:17,C,13
28/07/2012 8:17,C,13
28/07/2012 12:17,C,18
28/07/2012 16:17,C,20.5
28/07/2012 20:17,C,15
29/07/2012 0:17,C,14
29/07/2012 4:17,C,13
29/07/2012 8:17,C,13.5
29/07/2012 12:17,C,14
29/07/2012 16:17,C,17
29/07/2012 20:17,C,14.5
30/07/2012 0:17,C,14
30/07/2012 4:17,C,13.5
30/07/2012 8:17,C,14
30/07/2012 12:17,C,14
30/07/2012 16:17,C,19
30/07/2012 20:17,C,16.5
31/07/2012 0:17,C,14
31/07/2012 4:17,C,13.5
31/07/2012 8:17,C,14
31/07/2012 12:17,C,15
31/07/2012 16:17,C,17
31/07/2012 20:17,C,16.5
01/08/2012 0:17,C,15
01/08/2012 4:17,C,13.5
01/08/2012 8:17,C,13
01/08/2012 12:17,C,14
01/08/2012 16:17,C,15
01/08/2012 20:17,C,16
02/08/2012 0:17,C,14.5
02/08/2012 4:17,C,14
02/08/2012 8:17,C,17
02/08/2012 12:17,C,17
02/08/2012 16:17,C,17
02/08/2012 20:17,C,16.5
03/08/2012 0:17,C,15
03/08/2012 4:17,C,14
03/08/2012 8:17,C,17
03/08/2012 12:17,C,28.5
03/08/2012 16:17,C,15.5
03/08/2012 20:17,C,16.5
04/08/2012 0:17,C,14.5
04/08/2012 4:17,C,13
04/08/2012 8:17,C,16.5
04/08/2012 12:17,C,33
04/08/2012 16:17,C,15
04/08/2012 20:17,C,16
05/08/2012 0:17,C,14
05/08/2012 4:17,C,13.5
05/08/2012 8:17,C,15.5
05/08/2012 12:17,C,32.5
05/08/2012 16:17,C,16
05/08/2012 20:17,C,15.5
06/08/2012 0:17,C,13.5
06/08/2012 4:17,C,13
06/08/2012 8:17,C,15.5
06/08/2012 12:17,C,28.5
06/08/2012 16:17,C,14
06/08/2012 20:17,C,15
07/08/2012 0:17,C,14
07/08/2012 4:17,C,13
07/08/2012 8:17,C,14.5
07/08/2012 12:17,C,18
07/08/2012 16:17,C,15.5
07/08/2012 20:17,C,15.5
08/08/2012 0:17,C,14.5
08/08/2012 4:17,C,14
08/08/2012 8:17,C,14
08/08/2012 12:17,C,17
08/08/2012 16:17,C,15.5
08/08/2012 20:17,C,14.5
09/08/2012 0:17,C,13.5
09/08/2012 4:17,C,13
09/08/2012 8:17,C,14
09/08/2012 12:17,C,30
09/08/2012 16:17,C,19
09/08/2012 20:17,C,16
10/08/2012 0:17,C,14
10/08/2012 4:17,C,12.5
10/08/2012 8:17,C,13.5
10/08/2012 12:17,C,27.5
10/08/2012 16:17,C,21
10/08/2012 20:17,C,16.5
11/08/2012 0:17,C,15
11/08/2012 4:17,C,14
11/08/2012 8:17,C,14.5
11/08/2012 12:17,C,24.5
11/08/2012 16:17,C,23
11/08/2012 20:17,C,16
12/08/2012 0:17,C,14
12/08/2012 4:17,C,13
12/08/2012 8:17,C,15
12/08/2012 12:17,C,18.5
12/08/2012 16:17,C,22
12/08/2012 20:17,C,16
13/08/2012 0:17,C,15
13/08/2012 4:17,C,14.5
13/08/2012 8:17,C,15
13/08/2012 12:17,C,14
13/08/2012 16:17,C,15
13/08/2012 20:17,C,14
14/08/2012 0:17,C,13
14/08/2012 4:17,C,13.5
14/08/2012 8:17,C,13.5
14/08/2012 12:17,C,13.5
14/08/2012 16:17,C,17.5
14/08/2012 20:17,C,16.5
15/08/2012 0:17,C,14
15/08/2012 4:17,C,13.5
15/08/2012 8:17,C,14
15/08/2012 12:17,C,14
15/08/2012 16:17,C,16.5
15/08/2012 20:17,C,17
16/08/2012 0:17,C,14
16/08/2012 4:17,C,12.5
16/08/2012 8:17,C,14
16/08/2012 12:17,C,14.5
16/08/2012 16:17,C,16
16/08/2012 20:17,C,16
17/08/2012 0:17,C,14
17/08/2012 4:17,C,13
17/08/2012 8:17,C,14
17/08/2012 12:17,C,15.5
17/08/2012 16:17,C,15.5
17/08/2012 20:17,C,17
18/08/2012 0:17,C,14
18/08/2012 4:17,C,14
18/08/2012 8:17,C,14
18/08/2012 12:17,C,14.5
18/08/2012 16:17,C,14.5
18/08/2012 20:17,C,15
19/08/2012 0:17,C,14.5
19/08/2012 4:17,C,14
19/08/2012 8:17,C,14.5
19/08/2012 12:17,C,14.5
19/08/2012 16:17,C,14
19/08/2012 20:17,C,14.5
20/08/2012 0:17,C,14
20/08/2012 4:17,C,14
20/08/2012 8:17,C,14
20/08/2012 12:17,C,26.5
20/08/2012 16:17,C,15.5
20/08/2012 20:17,C,16
21/08/2012 0:17,C,15
21/08/2012 4:17,C,14.5
21/08/2012 8:17,C,14.5
21/08/2012 12:17,C,18.5
21/08/2012 16:17,C,14.5
21/08/2012 20:17,C,15
22/08/2012 0:17,C,14
22/08/2012 4:17,C,14
22/08/2012 8:17,C,13.5
22/08/2012 12:17,C,23.5
22/08/2012 16:17,C,16
22/08/2012 20:17,C,14.5
23/08/2012 0:17,C,13.5
23/08/2012 4:17,C,14
23/08/2012 8:17,C,13.5
23/08/2012 12:17,C,13.5
23/08/2012 16:17,C,14
23/08/2012 20:17,C,14
24/08/2012 0:17,C,11.5
24/08/2012 4:17,C,11
24/08/2012 8:17,C,13
24/08/2012 12:17,C,17.5
24/08/2012 16:17,C,16
24/08/2012 20:17,C,14
25/08/2012 0:17,C,11.5
25/08/2012 4:17,C,10.5
25/08/2012 8:17,C,13
25/08/2012 12:17,C,30.5
25/08/2012 16:17,C,19.5
25/08/2012 20:17,C,15
26/08/2012 0:17,C,13.5
26/08/2012 4:17,C,12.5
26/08/2012 8:17,C,13.5
26/08/2012 12:17,C,15.5
26/08/2012 16:17,C,19
26/08/2012 20:17,C,15
27/08/2012 0:17,C,14.5
27/08/2012 4:17,C,13
27/08/2012 8:17,C,13.5
27/08/2012 12:17,C,15
27/08/2012 16:17,C,16
27/08/2012 20:17,C,15.5
28/08/2012 0:17,C,14
28/08/2012 4:17,C,13.5
28/08/2012 8:17,C,13.5
28/08/2012 12:17,C,14
28/08/2012 16:17,C,14.5
28/08/2012 20:17,C,14.5
29/08/2012 0:17,C,14
29/08/2012 4:17,C,13.5
29/08/2012 8:17,C,13.5
29/08/2012 12:17,C,14
29/08/2012 16:17,C,16
29/08/2012 20:17,C,14.5
30/08/2012 0:17,C,14
30/08/2012 4:17,C,11.5
30/08/2012 8:17,C,13.5
30/08/2012 12:17,C,14
30/08/2012 16:17,C,16
30/08/2012 20:17,C,14.5
31/08/2012 0:17,C,14.5
31/08/2012 4:17,C,12.5
31/08/2012 8:17,C,11
31/08/2012 12:17,C,15
31/08/2012 16:17,C,15.5
31/08/2012 20:17,C,14.5
01/09/2012 0:17,C,14.5
01/09/2012 4:17,C,13.5
01/09/2012 8:17,C,13
01/09/2012 12:17,C,14.5
01/09/2012 16:17,C,14.5
01/09/2012 20:17,C,13.5
02/09/2012 0:17,C,13.5
02/09/2012 4:17,C,13.5
02/09/2012 8:17,C,13
02/09/2012 12:17,C,14.5
02/09/2012 16:17,C,14.5
02/09/2012 20:17,C,14
03/09/2012 0:17,C,12.5
03/09/2012 4:17,C,13.5
03/09/2012 8:17,C,13
03/09/2012 12:17,C,32
03/09/2012 16:17,C,15
03/09/2012 20:17,C,14
04/09/2012 0:17,C,13.5
04/09/2012 4:17,C,14
04/09/2012 8:17,C,12.5
04/09/2012 12:17,C,33
04/09/2012 16:17,C,15
04/09/2012 20:17,C,14.5
05/09/2012 0:17,C,14.5
05/09/2012 4:17,C,13.5
05/09/2012 8:17,C,13.5
05/09/2012 12:17,C,21.5
05/09/2012 16:17,C,14
05/09/2012 20:17,C,13
06/09/2012 0:17,C,12
06/09/2012 4:17,C,12
06/09/2012 8:17,C,11
06/09/2012 12:17,C,31.5
06/09/2012 16:17,C,13.5
06/09/2012 20:17,C,13
07/09/2012 0:17,C,12
07/09/2012 4:17,C,11.5
07/09/2012 8:17,C,11
07/09/2012 12:17,C,29
07/09/2012 16:17,C,13
07/09/2012 20:17,C,12
08/09/2012 0:17,C,11
08/09/2012 4:17,C,10
08/09/2012 8:17,C,11.5
08/09/2012 12:17,C,31
08/09/2012 16:17,C,15
08/09/2012 20:17,C,14
09/09/2012 0:17,C,13
09/09/2012 4:17,C,13.5
09/09/2012 8:17,C,13
09/09/2012 12:17,C,12.5
09/09/2012 16:17,C,14
09/09/2012 20:17,C,13.5
10/09/2012 0:17,C,12
10/09/2012 4:17,C,11.5
10/09/2012 8:17,C,12.5
10/09/2012 12:17,C,14.5
10/09/2012 16:17,C,18
10/09/2012 20:17,C,13.5
11/09/2012 0:17,C,12.5
11/09/2012 4:17,C,11
11/09/2012 8:17,C,11
11/09/2012 12:17,C,13.5
11/09/2012 16:17,C,18
11/09/2012 20:17,C,14
12/09/2012 0:17,C,13
12/09/2012 4:17,C,10
12/09/2012 8:17,C,10
12/09/2012 12:17,C,13.5
12/09/2012 16:17,C,17
12/09/2012 20:17,C,14.5
13/09/2012 0:17,C,14
13/09/2012 4:17,C,11
13/09/2012 8:17,C,10
13/09/2012 12:17,C,13.5
13/09/2012 16:17,C,16
13/09/2012 20:17,C,14.5
14/09/2012 0:17,C,14
14/09/2012 4:17,C,13
14/09/2012 8:17,C,13
14/09/2012 12:17,C,13.5
14/09/2012 16:17,C,15
14/09/2012 20:17,C,13.5
15/09/2012 0:17,C,13.5
15/09/2012 4:17,C,11.5
15/09/2012 8:17,C,10.5
15/09/2012 12:17,C,13
15/09/2012 16:17,C,13.5
15/09/2012 20:17,C,13
16/09/2012 0:17,C,12
16/09/2012 4:17,C,10.5
16/09/2012 8:17,C,9.5
16/09/2012 12:17,C,11.5
16/09/2012 16:17,C,12
16/09/2012 20:17,C,11.5
17/09/2012 0:17,C,11.5
17/09/2012 4:17,C,11.5
17/09/2012 8:17,C,10
17/09/2012 12:17,C,12
17/09/2012 16:17,C,12.5
17/09/2012 20:17,C,11
18/09/2012 0:17,C,9.5
18/09/2012 4:17,C,11
18/09/2012 8:17,C,9.5
18/09/2012 12:17,C,14.5
18/09/2012 16:17,C,12.5
18/09/2012 20:17,C,12
19/09/2012 0:17,C,10
19/09/2012 4:17,C,11.5
19/09/2012 8:17,C,11
19/09/2012 12:17,C,16
19/09/2012 16:17,C,12
19/09/2012 20:17,C,11
20/09/2012 0:17,C,9.5
20/09/2012 4:17,C,11.5
20/09/2012 8:17,C,10
20/09/2012 12:17,C,29
20/09/2012 16:17,C,13
20/09/2012 20:17,C,12
21/09/2012 0:17,C,11.5
21/09/2012 4:17,C,12
21/09/2012 8:17,C,11.5
21/09/2012 12:17,C,14
21/09/2012 16:17,C,12.5
21/09/2012 20:17,C,12.5
22/09/2012 0:17,C,12
22/09/2012 4:17,C,12
22/09/2012 8:17,C,12
22/09/2012 12:17,C,14.5
22/09/2012 16:17,C,13
22/09/2012 20:17,C,12.5
23/09/2012 0:17,C,10.5
23/09/2012 4:17,C,9.5
23/09/2012 8:17,C,11
23/09/2012 12:17,C,20
23/09/2012 16:17,C,14
23/09/2012 20:17,C,11.5
24/09/2012 0:17,C,12
24/09/2012 4:17,C,12
24/09/2012 8:17,C,11.5
24/09/2012 12:17,C,12
24/09/2012 16:17,C,14
24/09/2012 20:17,C,11.5
25/09/2012 0:17,C,10
25/09/2012 4:17,C,9
25/09/2012 8:17,C,10
25/09/2012 12:17,C,11
25/09/2012 16:17,C,15
25/09/2012 20:17,C,11.5
26/09/2012 0:17,C,11
26/09/2012 4:17,C,8.5
26/09/2012 8:17,C,8.5
26/09/2012 12:17,C,11
26/09/2012 16:17,C,14.5
26/09/2012 20:17,C,12.5
27/09/2012 0:17,C,11.5
27/09/2012 4:17,C,12.5
27/09/2012 8:17,C,12.5
27/09/2012 12:17,C,11.5
27/09/2012 16:17,C,13.5
27/09/2012 20:17,C,14
28/09/2012 0:17,C,11.5
28/09/2012 4:17,C,11.5
28/09/2012 8:17,C,10.5
28/09/2012 12:17,C,11.5
28/09/2012 16:17,C,12.5
28/09/2012 20:17,C,11
29/09/2012 0:17,C,11.5
29/09/2012 4:17,C,10.5
29/09/2012 8:17,C,9.5
29/09/2012 12:17,C,11.5
29/09/2012 16:17,C,12
29/09/2012 20:17,C,11.5
30/09/2012 0:17,C,11.5
30/09/2012 4:17,C,11.5
30/09/2012 8:17,C,11
30/09/2012 12:17,C,11.5
30/09/2012 16:17,C,12
30/09/2012 20:17,C,12
01/10/2012 0:17,C,12
01/10/2012 4:17,C,11.5
01/10/2012 8:17,C,13
01/10/2012 12:17,C,11.5
01/10/2012 16:17,C,11.5
01/10/2012 20:17,C,10
02/10/2012 0:17,C,10
02/10/2012 4:17,C,10.5
02/10/2012 8:17,C,8
02/10/2012 12:17,C,11.5
02/10/2012 16:17,C,10.5
02/10/2012 20:17,C,9
03/10/2012 0:17,C,7.5
03/10/2012 4:17,C,9
03/10/2012 8:17,C,6.5
03/10/2012 12:17,C,16
03/10/2012 16:17,C,9.5
03/10/2012 20:17,C,8.5
04/10/2012 0:17,C,7.5
04/10/2012 4:17,C,9
04/10/2012 8:17,C,7
04/10/2012 12:17,C,24
04/10/2012 16:17,C,11
04/10/2012 20:17,C,9.5
05/10/2012 0:17,C,8
05/10/2012 4:17,C,9.5
05/10/2012 8:17,C,8
05/10/2012 12:17,C,20.5
05/10/2012 16:17,C,10.5
05/10/2012 20:17,C,9
06/10/2012 0:17,C,8
06/10/2012 4:17,C,9.5
06/10/2012 8:17,C,8.5
06/10/2012 12:17,C,28
06/10/2012 16:17,C,11
06/10/2012 20:17,C,10
07/10/2012 0:17,C,9.5
07/10/2012 4:17,C,7.5
07/10/2012 8:17,C,10
07/10/2012 12:17,C,19.5
07/10/2012 16:17,C,11.5
07/10/2012 20:17,C,11
08/10/2012 0:17,C,8.5
08/10/2012 4:17,C,7.5
08/10/2012 8:17,C,10
08/10/2012 12:17,C,20.5
08/10/2012 16:17,C,12
08/10/2012 20:17,C,11
09/10/2012 0:17,C,9
09/10/2012 4:17,C,9.5
09/10/2012 8:17,C,10.5
09/10/2012 12:17,C,11
09/10/2012 16:17,C,12
09/10/2012 20:17,C,11
10/10/2012 0:17,C,10.5
10/10/2012 4:17,C,10
10/10/2012 8:17,C,10.5
10/10/2012 12:17,C,11
10/10/2012 16:17,C,14.5
10/10/2012 20:17,C,11.5
11/10/2012 0:17,C,11
11/10/2012 4:17,C,10.5
11/10/2012 8:17,C,10
11/10/2012 12:17,C,10.5
11/10/2012 16:17,C,11
11/10/2012 20:17,C,10.5
12/10/2012 0:17,C,10.5
12/10/2012 4:17,C,10.5
12/10/2012 8:17,C,10.5
12/10/2012 12:17,C,11
12/10/2012 16:17,C,11.5
12/10/2012 20:17,C,11
13/10/2012 0:17,C,11
13/10/2012 4:17,C,10
13/10/2012 8:17,C,9
13/10/2012 12:17,C,11
13/10/2012 16:17,C,12
13/10/2012 20:17,C,11
14/10/2012 0:17,C,11
14/10/2012 4:17,C,12
14/10/2012 8:17,C,11.5
14/10/2012 12:17,C,11
14/10/2012 16:17,C,11.5
14/10/2012 20:17,C,11.5
15/10/2012 0:17,C,11
15/10/2012 4:17,C,11
15/10/2012 8:17,C,11
15/10/2012 12:17,C,11
15/10/2012 16:17,C,11
15/10/2012 20:17,C,10.5
16/10/2012 0:17,C,10.5
16/10/2012 4:17,C,10
16/10/2012 8:17,C,9
16/10/2012 12:17,C,10
16/10/2012 16:17,C,9.5
16/10/2012 20:17,C,8.5
17/10/2012 0:17,C,9
17/10/2012 4:17,C,9
17/10/2012 8:17,C,8
17/10/2012 12:17,C,9
17/10/2012 16:17,C,9
17/10/2012 20:17,C,8.5
18/10/2012 0:17,C,9
18/10/2012 4:17,C,9
18/10/2012 8:17,C,8.5
18/10/2012 12:17,C,9
18/10/2012 16:17,C,9
18/10/2012 20:17,C,9
19/10/2012 0:17,C,8.5
19/10/2012 4:17,C,9
19/10/2012 8:17,C,7.5
19/10/2012 12:17,C,10.5
19/10/2012 16:17,C,9
19/10/2012 20:17,C,7
20/10/2012 0:17,C,5.5
20/10/2012 4:17,C,8.5
20/10/2012 8:17,C,8.5
20/10/2012 12:17,C,8
20/10/2012 16:17,C,8.5
20/10/2012 20:17,C,8
21/10/2012 0:17,C,4.5
21/10/2012 4:17,C,8
21/10/2012 8:17,C,8.5
21/10/2012 12:17,C,9
21/10/2012 16:17,C,9
21/10/2012 20:17,C,9
22/10/2012 0:17,C,7
22/10/2012 4:17,C,6.5
22/10/2012 8:17,C,8
22/10/2012 12:17,C,15
22/10/2012 16:17,C,9
22/10/2012 20:17,C,8.5
23/10/2012 0:17,C,6
23/10/2012 4:17,C,6
23/10/2012 8:17,C,8
23/10/2012 12:17,C,8.5
23/10/2012 16:17,C,8.5
23/10/2012 20:17,C,7.5
24/10/2012 0:17,C,5.5
24/10/2012 4:17,C,4.5
24/10/2012 8:17,C,5.5
24/10/2012 12:17,C,7
24/10/2012 16:17,C,10.5
24/10/2012 20:17,C,8
25/10/2012 0:17,C,7.5
25/10/2012 4:17,C,4.5
25/10/2012 8:17,C,6.5
25/10/2012 12:17,C,7.5
25/10/2012 16:17,C,8
25/10/2012 20:17,C,7
26/10/2012 0:17,C,7.5
26/10/2012 4:17,C,6.5
26/10/2012 8:17,C,6.5
26/10/2012 12:17,C,8.5
26/10/2012 16:17,C,8
26/10/2012 20:17,C,7
27/10/2012 0:17,C,8
27/10/2012 4:17,C,7
27/10/2012 8:17,C,7
27/10/2012 12:17,C,8
27/10/2012 16:17,C,8
27/10/2012 20:17,C,7
28/10/2012 0:17,C,8
28/10/2012 4:17,C,8.5
28/10/2012 8:17,C,8.5
28/10/2012 12:17,C,8.5
28/10/2012 16:17,C,9
28/10/2012 20:17,C,8.5
29/10/2012 0:17,C,8.5
29/10/2012 4:17,C,8.5
29/10/2012 8:17,C,8
29/10/2012 12:17,C,8.5
29/10/2012 16:17,C,9
29/10/2012 20:17,C,7
30/10/2012 0:17,C,8
30/10/2012 4:17,C,8.5
30/10/2012 8:17,C,5
30/10/2012 12:17,C,8.5
30/10/2012 16:17,C,8.5
30/10/2012 20:17,C,6.5
31/10/2012 0:17,C,7
31/10/2012 4:17,C,7.5
31/10/2012 8:17,C,6.5
31/10/2012 12:17,C,8.5
31/10/2012 16:17,C,9
31/10/2012 20:17,C,7
01/11/2012 0:17,C,6
01/11/2012 4:17,C,8
01/11/2012 8:17,C,7
01/11/2012 12:17,C,8.5
01/11/2012 16:17,C,9
01/11/2012 20:17,C,8.5
02/11/2012 0:17,C,8
02/11/2012 4:17,C,8.5
02/11/2012 8:17,C,9.5
02/11/2012 12:17,C,9
02/11/2012 16:17,C,9.5
02/11/2012 20:17,C,9
03/11/2012 0:17,C,8.5
03/11/2012 4:17,C,9
03/11/2012 8:17,C,8.5
03/11/2012 12:17,C,9
03/11/2012 16:17,C,9
03/11/2012 20:17,C,8.5
04/11/2012 0:17,C,9.5
04/11/2012 3:17,C,9
04/11/2012 7:17,C,9
04/11/2012 11:17,C,9.5
04/11/2012 15:17,C,9
04/11/2012 19:17,C,9
04/11/2012 23:17,C,8.5
05/11/2012 3:17,C,9
05/11/2012 7:17,C,9
05/11/2012 11:17,C,11.5
05/11/2012 15:17,C,9
05/11/2012 19:17,C,9
05/11/2012 23:17,C,7.5
06/11/2012 3:17,C,8.5
06/11/2012 7:17,C,9
06/11/2012 11:17,C,11.5
06/11/2012 15:17,C,9
06/11/2012 19:17,C,9
06/11/2012 23:17,C,7
07/11/2012 3:17,C,6
07/11/2012 7:17,C,8.5
07/11/2012 11:17,C,17
07/11/2012 15:17,C,11.5
07/11/2012 19:17,C,8.5
07/11/2012 23:17,C,6
08/11/2012 3:17,C,4.5
08/11/2012 7:17,C,8
08/11/2012 11:17,C,13.5
08/11/2012 15:17,C,12
08/11/2012 19:17,C,8.5
08/11/2012 23:17,C,6
09/11/2012 3:17,C,4.5
09/11/2012 7:17,C,8
09/11/2012 11:17,C,8.5
09/11/2012 15:17,C,9
09/11/2012 19:17,C,7
09/11/2012 23:17,C,7.5
10/11/2012 3:17,C,2.5
10/11/2012 7:17,C,6.5
10/11/2012 11:17,C,7.5
10/11/2012 15:17,C,8.5
10/11/2012 19:17,C,6.5
10/11/2012 23:17,C,7
11/11/2012 3:17,C,5
11/11/2012 7:17,C,6.5
11/11/2012 11:17,C,7.5
11/11/2012 15:17,C,8
11/11/2012 19:17,C,7
11/11/2012 23:17,C,8
12/11/2012 3:17,C,7
12/11/2012 7:17,C,6.5
12/11/2012 11:17,C,8
12/11/2012 15:17,C,8
12/11/2012 19:17,C,7
12/11/2012 23:17,C,8
13/11/2012 3:17,C,7.5
13/11/2012 7:17,C,7
13/11/2012 11:17,C,8
13/11/2012 15:17,C,8.5
13/11/2012 19:17,C,6.5
13/11/2012 23:17,C,8
14/11/2012 3:17,C,8
14/11/2012 7:17,C,7
14/11/2012 11:17,C,8.5
14/11/2012 15:17,C,8.5
14/11/2012 19:17,C,7.5
14/11/2012 23:17,C,7.5
15/11/2012 3:17,C,8.5
15/11/2012 7:17,C,6.5
15/11/2012 11:17,C,8.5
15/11/2012 15:17,C,8.5
15/11/2012 19:17,C,7.5
15/11/2012 23:17,C,7.5
16/11/2012 3:17,C,8.5
16/11/2012 7:17,C,8
16/11/2012 11:17,C,8
16/11/2012 15:17,C,8.5
16/11/2012 19:17,C,7
16/11/2012 23:17,C,6.5
17/11/2012 3:17,C,8.5
17/11/2012 7:17,C,7
17/11/2012 11:17,C,8
17/11/2012 15:17,C,8.5
17/11/2012 19:17,C,7
17/11/2012 23:17,C,6
18/11/2012 3:17,C,8.5
18/11/2012 7:17,C,8
18/11/2012 11:17,C,8.5
18/11/2012 15:17,C,8.5
18/11/2012 19:17,C,8
18/11/2012 23:17,C,6
19/11/2012 3:17,C,8
19/11/2012 7:17,C,8
19/11/2012 11:17,C,8.5
19/11/2012 15:17,C,8.5
19/11/2012 19:17,C,8.5
19/11/2012 23:17,C,6.5
20/11/2012 3:17,C,7.5
20/11/2012 7:17,C,8.5
20/11/2012 11:17,C,8
20/11/2012 15:17,C,8.5
20/11/2012 19:17,C,8.5
20/11/2012 23:17,C,5.5
21/11/2012 3:17,C,5.5
21/11/2012 7:17,C,8.5
21/11/2012 11:17,C,7.5
21/11/2012 15:17,C,7.5
21/11/2012 19:17,C,8.5
21/11/2012 23:17,C,6.5
22/11/2012 3:17,C,6.5
22/11/2012 7:17,C,8
22/11/2012 11:17,C,8
22/11/2012 15:17,C,7.5
22/11/2012 19:17,C,8
22/11/2012 23:17,C,8
23/11/2012 3:17,C,6
23/11/2012 7:17,C,8
23/11/2012 11:17,C,8
23/11/2012 15:17,C,7.5
