taxon
Acmaea mitra
Saccharina latissima
Salishia firma
Sand
Sargassum muticum
Savoiea robusta
Scagelia occidentale
Schizymenia pacifica
Scytosiphon dotyi
Scytosiphon lomentaria
Sea star
Semibalanus cariosus
Shrimp
Smithora naiadum
Snail
Soranthera ulvoidea
Sparlingia pertusa
Sphacelaria rigidula
Spirorbidae
Spirorbis
Strongylocentrotus droebachiensis
Strongylocentrotus purpuratus
Styela sp.
Symphyocladiella dendroidea
Tegula sp.
Tiffaniella snyderae
Tokidadendron bullatum
Tonicella lineata
Tonicella sp.
Tube worms
Tunicata
Tunicata/Porifera
Ulothrix-Urospora sp.
Ulothrix palusalsa
Ulva expansa
Ulva fenestrata
Ulva intestinalis
Ulva lactuca
Ulva linza
Ulva lobata
Ulva prolifera
Ulva sp.
Unknown crust
Unknown red blade
Unknown turf
Wildmania amplissima
Wildmania norrisii
Wildmania schizophylla
Wood
Worm
