date,temp_pine,temp_mcinnes,temp_addenbroke,sal_pine,sal_mcinnes,sal_addenbroke,pca1,pca2
1978-01-01,7.5,5.8,-1.6,31.1,30.6,NA,-2.7224981374464723,0.35843965854616167
1978-01-02,7.5,6,-1.2,31.5,31.1,NA,-2.625931067923915,0.2936991331738091
1978-01-03,7.7,5.9,-2.6,30.8,30.8,NA,-2.7401848936215383,0.6277755301180002
1978-01-04,7.2,5.5,-3,30.6,30.8,NA,-3.104414154765161,0.41100934149978685
1978-01-05,7.3,5.1,-2,29.9,31.2,NA,-3.0203603474637237,0.31471137048245146
1978-01-06,7.3,5.3,-5.4,30.7,31.1,NA,-3.41490067330545,0.8463049858487203
1978-01-07,7,6,-0.9,30.7,31.1,NA,-2.8099500688578543,-0.036855102479301745
1978-01-08,7.3,6.2,2.6,31.1,31.2,NA,-2.179068373312126,-0.41799360793358886
1978-01-09,7.8,6.3,2.5,30.8,31.2,NA,-1.9467658376193981,-0.11980963496516597
1978-01-10,7.7,6.3,3.8,30.8,31,NA,-1.8233135403732157,-0.38051372801996763
1978-01-11,7.5,6.2,1.5,30.6,31.4,NA,-2.2321147854258783,-0.13198047737745192
1978-01-12,7.5,6.2,3.2,30.6,31.4,NA,-2.0124088453967857,-0.39876154033804784
1978-01-13,7.3,6.1,2.6,30.3,31.4,NA,-2.2015041504203556,-0.41700935265612754
1978-01-14,7.2,6.1,4.2,31,31.4,NA,-2.0392802166984514,-0.7247924568216227
1978-01-15,7.2,6.8,6,31,31.4,NA,-1.6495999580865115,-1.0141563104280127
1978-01-16,7.2,6.8,4.4,30.7,31.4,NA,-1.8563820192903635,-0.7630682511709811
1978-01-17,7.4,6.8,4.5,30.4,31.4,NA,-1.7543418855012272,-0.6653711650576176
1978-01-18,7.3,6.8,4,31.1,31.4,NA,-1.8635194071093792,-0.6436011914482596
1978-01-19,7.5,6.8,5.4,30.8,31.4,NA,-1.5934688485921131,-0.7499131534812342
1978-01-20,7.8,7.6,6,30.7,31.8,NA,-1.2027649763289894,-0.6818600831969199
1978-01-21,7.3,7.2,4.5,30.4,31.4,NA,-1.709156904550257,-0.7260032310759273
1978-01-22,7.5,7.3,1.5,30.4,31.4,NA,-1.9853212372353546,-0.14280728542952723
1978-01-23,7.2,7.6,3.5,30.4,31.4,NA,-1.793210711851695,-0.6297052600585922
1978-01-24,7.1,7.5,5,30.7,31.4,NA,-1.6663464340632617,-0.920811105243062
1978-01-25,7.4,7.3,5,31,31.5,NA,-1.577543605833876,-0.7487574599627467
1978-01-26,7.2,7.2,2.3,30.8,31.4,NA,-2.0380403661875013,-0.4374521945059731
1978-01-27,7.4,7.3,0,30.8,31.4,NA,-2.223737547095913,0.035892725215476234
1978-01-28,7.2,6.9,2.8,30.4,31.1,NA,-2.0407283033859858,-0.5129644471914112
1978-01-29,7.3,7,0.6,30.3,31.4,NA,-2.2580597329511054,-0.11200757608199076
1978-01-30,7.2,6.9,0.7,30.7,31,NA,-2.312129758716041,-0.18341136941655764
1978-01-31,7.1,6.8,1.2,30.7,31.2,NA,-2.3145042691800155,-0.31758717756538285
1978-02-01,7.1,6.1,0.4,30.6,31.2,NA,-2.574945739539548,-0.1851533609946375
1978-02-02,7,6,1.3,30.7,31.1,NA,-2.5256247347025576,-0.38210118395772
1978-02-03,7,6,1.6,31,31.2,NA,-2.4868530982268355,-0.42918019506841343
1978-02-04,7.4,6.6,2.7,30.6,31.1,NA,-2.031843258572019,-0.38092858783853456
1978-02-05,7.3,6.4,6.2,30.4,31.1,NA,-1.6689371813870006,-0.9849102518168319
1978-02-06,7.2,6.4,6.6,30.4,31.1,NA,-1.6617997935679854,-1.1043773115395539
1978-02-07,7.5,6.5,6.8,30.4,31.4,NA,-1.4798418763634311,-0.9666624394987523
1978-02-08,7.5,7.1,5.1,30.8,31.5,NA,-1.564933153743147,-0.7057869082029248
1978-02-09,7.6,6.7,3.2,30.8,31.4,NA,-1.8556718323736903,-0.34698777181689083
1978-02-10,7.5,7.4,2.1,30.8,31.4,NA,-1.8853421871756806,-0.23794956292837555
1978-02-11,7.5,7.3,1.8,30.8,31.4,NA,-1.9465496007596321,-0.18988629654022063
1978-02-12,7.5,7.5,1.6,30.8,31.5,NA,-1.9275258041936547,-0.1604687996880145
1978-02-13,7.2,7.3,2.7,30.6,31.4,NA,-1.9639090737783091,-0.5012084645976924
1978-02-14,7.2,7.4,4,30.7,31.4,NA,-1.7734628719419496,-0.7062017680214916
1978-02-15,7.2,7.7,2.3,30.8,31.4,NA,-1.925861480646354,-0.4423734708932801
1978-02-16,7.2,7.4,3.7,30.3,31.4,NA,-1.812234508417672,-0.6591227569107982
1978-02-17,7,7.3,5.4,30.3,31.2,NA,-1.7040806004607052,-1.0383096544108608
1978-02-18,7,7.4,5.5,30.2,31.2,NA,-1.6687209445272349,-1.0549869133918865
1978-02-19,7.3,7.3,7.7,30.3,31.2,NA,-1.2731570050343246,-1.2291636048674515
1978-02-20,7.2,7.4,5.3,30.4,31.5,NA,-1.6054524472138205,-0.9102108161678295
1978-02-21,7.2,7.8,7,30.6,31.5,NA,-1.2960033987518103,-1.1809289002382712
1978-02-22,7.5,7.8,6.9,30.4,31.5,NA,-1.1752528951312076,-0.9951507618093149
1978-02-23,7.4,7.1,2.2,30.8,31.4,NA,-1.9842837671570757,-0.3073848457080191
1978-02-24,7.5,7.1,1.3,30.8,31.4,NA,-2.0560405491022946,-0.10945276746747555
1978-02-25,7.7,7,0.7,30.8,31.4,NA,-2.0669033441980726,0.09907959984830074
1978-02-26,7.7,7,0.8,30.8,31.4,NA,-2.0539794653728323,0.08338659614473637
1978-02-27,7.8,7,0.4,30.6,30.8,NA,-2.061116853191847,0.202853655867458
1978-02-28,7.9,6.9,0.3,30.7,30.6,NA,-2.051918381643369,0.27622595975694825
1978-03-01,7.8,7,0,31,30.8,NA,-2.1128123684928104,0.26562567068171594
1978-03-02,7.6,6.3,1.5,30.8,31,NA,-2.165120880835701,-0.07626968774644938
1978-03-03,7.2,6.3,-0.5,31,31,NA,-2.6018309672683073,0.010810206690984217
1978-03-04,7.1,6.1,0,31,31,NA,-2.6266412548405107,-0.12238134618037953
1978-03-05,7,5.8,1,30.7,30.7,NA,-2.609267925394739,-0.3330536622921038
1978-03-06,7.1,6.4,4.5,30.8,31.1,NA,-1.977759376379989,-0.8315192786731646
1978-03-07,7.4,6.3,7.5,30.6,31.1,NA,-1.4788044062851524,-1.1312399997772442
1978-03-08,7.8,7.4,5,30.3,31.2,NA,-1.3768753187978555,-0.5229615356063525
1978-03-09,7.7,6.9,3,30.3,31.4,NA,-1.7920899083257649,-0.2608752300562203
1978-03-10,8.1,7.2,5,30.6,31.4,NA,-1.2880724905684704,-0.3509078903260379
1978-03-11,8,7,2.5,30.4,31.5,NA,-1.7005991428978953,-0.013309332090467644
1978-03-12,7.8,6.6,1,30.3,31.5,NA,-2.0733166886733203,0.11263265475591672
1978-03-13,8.2,7.3,4,30.3,31.8,NA,-1.3503173742307009,-0.13826706365939095
1978-03-14,8,7.4,2,30.4,31.4,NA,-1.6754754285911815,0.06121866531750912
1978-03-15,8.2,7.3,3.5,31,31.5,NA,-1.4149367683569047,-0.0598020451415687
1978-03-16,7.7,7.2,5.5,30.6,31.5,NA,-1.401685606370058,-0.656153088477716
1978-03-17,7.6,7.1,5,30.6,31.2,NA,-1.5332989050864398,-0.6333988595908966
1978-03-18,7.2,7.2,3,30.6,31.1,NA,-1.9475732144108162,-0.5473032204309243
1978-03-19,7.4,6.9,4,30.4,31.1,NA,-1.7965255025192013,-0.5878904018172566
1978-03-20,7.4,7.2,6,30.8,30.3,NA,-1.470740594689698,-0.90470324172093
1978-03-21,7.4,7.2,3.5,30.7,30.4,NA,-1.7938375653207166,-0.5123781491318186
1978-03-22,7.7,7.3,4,30.4,30.4,NA,-1.5731080116404403,-0.4217422882017104
1978-03-23,8,7.3,6.5,30.3,30.3,NA,-1.1163366585635783,-0.6439822460654301
1978-03-24,7.8,7.2,7,30.4,30.2,NA,-1.1632692965095,-0.8348530991227188
1978-03-25,7.8,7.6,4.5,30.6,31.5,NA,-1.3966231587076006,-0.4464650276434531
1978-03-26,7.9,7.5,2,30.6,31,NA,-1.6975977789649002,0.003539365131584005
1978-03-27,8.2,7.4,5,30.7,31,NA,-1.198642808870064,-0.2961813559724969
1978-03-28,8.2,6.9,4.5,30.6,30.7,NA,-1.375441088537415,-0.2127950610673677
1978-03-29,8.4,7.2,5.5,30.6,30.6,NA,-1.0897787139964228,-0.25928777411846793
1978-03-30,8.4,7.2,3,31,30.6,NA,-1.4128756846274413,0.13303731847064357
1978-03-31,7.8,7.2,3,30.8,31.8,NA,-1.6802244495191292,-0.2071329509801407
1978-04-01,8,7.4,3.5,30.6,30.4,NA,-1.4816172462125705,-0.17417639023595777
1978-04-02,8.2,7.7,3.5,31.1,30.4,NA,-1.3251936599239869,-0.06373906625141429
1978-04-03,8.4,7.8,4.5,30.7,30.7,NA,-1.0844028395994538,-0.10826326874759161
1978-04-04,8.2,7.7,7,30.4,30.6,NA,-0.8728579010405612,-0.6129941958761703
1978-04-05,8.2,7.7,4,30.6,30.4,NA,-1.2605742657977832,-0.14220408476923652
1978-04-06,8.5,7.6,4,30.4,30.6,NA,-1.1493356604601683,0.028865305233617144
1978-04-07,8.5,7.6,5,31,30.6,NA,-1.020096872207761,-0.12806473180202746
1978-04-08,8.8,7.7,4.5,31.4,30.7,NA,-0.9286061067798913,0.11950116616372584
1978-04-09,8.4,7.6,6.5,31.2,31,NA,-0.8707968173110981,-0.420154832263958
1978-04-10,8.6,7.7,5,31,31,NA,-0.953102967617584,-0.07235394217102506
1978-04-11,8.7,7.8,3.5,30.8,31,NA,-1.0799672454060176,0.21875190301344413
1978-04-12,8.4,7.7,4,30.7,30.7,NA,-1.1714580108338868,-0.02881399495230789
1978-04-13,8.8,7.7,2.5,30.7,31,NA,-1.187083683284706,0.43336124023501493
1978-04-14,8.6,7.7,5,31,31,NA,-0.953102967617584,-0.07235394217102506
1978-04-15,8.3,7.7,4,31.1,31,NA,-1.2160161383158343,-0.08550903986077169
1978-04-16,8,7.8,5.5,31.4,30.7,NA,-1.133396561274838,-0.4919734854170925
1978-04-17,8.1,7.7,5,30.8,30.4,NA,-1.1758936050273234,-0.3558291667133449
1978-04-18,8.2,7.7,3.5,31.1,30.3,NA,-1.3251936599239869,-0.06373906625141429
1978-04-19,8.3,9.1,6,30.8,30,NA,-0.6434376822958077,-0.41314868781652025
1978-04-20,8.3,8.9,7,30.8,30,NA,-0.5590704482598592,-0.568110214297242
1978-04-21,8.8,8.6,5,30.8,30.4,NA,-0.6620647186796229,0.03217785014875102
1978-04-22,8.9,8.3,4.5,31,30.8,NA,-0.7494333166485668,0.1702906794074213
1978-04-23,9,9.2,6,31.5,30.8,NA,-0.30909501281394347,-0.017267628734734326
1978-04-24,8.9,9.2,5.5,31.2,30.8,NA,-0.4182725344220949,0.004502344874624172
1978-04-25,9,9.6,9.5,31.4,30.8,NA,0.23298385450240003,-0.5704597794693359
1978-04-26,9,9.3,9,31.2,30.8,NA,0.10105712905150822,-0.4890419951191294
1978-04-27,8.9,9,7.5,31,30.8,NA,-0.20466651213373893,-0.30738921864174223
1978-04-28,9,9.7,7,31.4,30.8,NA,-0.06767733902038896,-0.1791189421576858
1978-04-29,8.8,9.2,4.5,31.2,30.7,NA,-0.5920694501564501,0.10473733700180503
1978-04-30,8.6,9.7,7.5,31.1,31.4,NA,-0.18129045482197712,-0.48436414030936414
1978-05-01,8.5,9.5,7,31.1,31.1,NA,-0.3353395306465871,-0.460625656145083
1978-05-02,8.7,9.5,5.5,31.2,31.4,NA,-0.4400814580613027,-0.11184051077468857
1978-05-03,8.6,9.2,3,30.7,31.6,NA,-0.8750438874989573,0.22674230273834328
1978-05-04,8.8,9.4,2,31.4,31.1,NA,-0.8702948665710093,0.4950939190359937
1978-05-05,9,9.4,4,31.5,31.1,NA,-0.522701035102299,0.29462393478163207
1978-05-06,9.4,9.7,5,31.5,31.6,NA,-0.14792240559741193,0.3615213115474594
1978-05-07,9.3,9.6,7,30.8,31.2,NA,0.043561266317225684,-0.008049552154832123
1978-05-08,9.3,9.5,8,31.1,31.2,NA,0.15036427746140368,-0.16399533391301535
1978-05-09,9.5,9.6,6.5,31.2,31.4,NA,0.06805812715491753,0.18380555617991773
1978-05-10,9.2,9.9,5,31.8,31.6,NA,-0.19216710634484913,0.2461627111756081
1978-05-11,9.2,9.3,5,31.2,31.6,NA,-0.3267817689942256,0.25206824284037643
1978-05-12,8.8,9.3,6,31.2,31.6,NA,-0.3757754906696092,-0.1316419738291233
1978-05-13,9.2,9.4,6,31.2,31.4,NA,-0.1751072036335889,0.09415395052727044
1978-05-14,9.2,9.4,8,31.1,31.8,NA,0.08337037287122581,-0.21970612354401878
1978-05-15,9.2,9.7,6.5,31.1,31.9,NA,-0.04318047818269716,0.012736166177064003
1978-05-16,9.2,9.6,8,31.2,31.5,NA,0.12824192708768453,-0.2216746340989415
1978-05-17,9.2,10,7,31.4,31.5,NA,0.08874624726819498,-0.06868161817314246
1978-05-18,9,9.8,7,31.4,31.2,NA,-0.045241561912159195,-0.18010319743514724
1978-05-19,9.2,10.4,9,31.6,31.4,NA,0.43696693220592747,-0.3864787133542772
1978-05-20,9.3,10.2,8,31.2,31.2,NA,0.3074147172190096,-0.17088512085524502
1978-05-21,9.4,9.8,5.5,31.2,31.1,NA,-0.060867234362978515,0.28207203775217576
1978-05-22,9.6,10,4.5,31.5,31.4,NA,-0.056118213435031705,0.5504236540498252
1978-05-23,9.4,9.8,7,31.2,31.4,NA,0.1329909480156325,0.04667698219870889
1978-05-24,9.7,9.9,6,31.5,31.4,NA,0.15986231931729777,0.3727078986822834
1978-05-25,9.3,9.8,7.5,31.4,31.4,NA,0.15305221465988847,-0.0884830812275772
1978-05-26,9.2,10.3,8,31.2,31.5,NA,0.2852923668452908,-0.22856442104117125
1978-05-27,9.2,10,8.5,31.5,31.5,NA,0.282604429646806,-0.30407667372660935
1978-05-28,9.1,10.1,5.5,31.5,31.5,NA,-0.12723428548413443,0.10903413719439922
1978-05-29,9.1,10,6.5,31.5,31.5,NA,-0.020431274339956448,-0.046911644563783945
1978-05-30,9,10.3,6.5,31.9,31.5,NA,0.002317929502784303,-0.10655945530463187
1978-05-31,9,10.3,8.5,31.9,31.6,NA,0.26079550600759904,-0.420419529375921
1978-06-01,9.4,10.5,10.5,31.1,31.5,NA,0.7423771466566641,-0.5094679343682769
1978-06-02,9.8,10.5,10.5,30.8,31.4,NA,0.9206096565844556,-0.28268775473442076
1978-06-03,10.2,11,12,31,31.1,NA,1.4048792344320051,-0.2962239070413395
1978-06-04,10.3,10.8,12.5,31.1,31.1,NA,1.4691852018236984,-0.31602537009577414
1978-06-05,10,11.2,12,31.8,31,NA,1.3606345336845684,-0.41158250741318986
1978-06-06,10.4,11.4,9,31.5,31.1,NA,1.1960222330715973,0.2840192727726773
1978-06-07,10.7,11.2,10.5,31.2,30.7,NA,1.4786832436795923,0.2206778624995244
1978-06-08,10,11.4,11,31.5,31,NA,1.27626729964862,-0.2566209809324679
1978-06-09,10.2,11.1,11,31.4,31.2,NA,1.298076223287827,-0.14027812528315614
1978-06-10,9.9,10.9,10.5,31.1,31.5,NA,1.0549108924993214,-0.22992973093580252
1978-06-11,10.5,10.8,10,31.2,31.5,NA,1.2352044861565759,0.1896898123102648
1978-06-12,10,10.9,11,31.1,31.1,NA,1.164088414107473,-0.251699704545161
1978-06-13,10.7,11.9,9.5,31.4,31,NA,1.5064948951847912,0.37071811259293924
1978-06-14,10.2,11.5,9,31.5,31,NA,1.1293417552159302,0.16964492767828737
1978-06-15,10.2,11.4,10.5,31.4,31,NA,1.300764160486312,-0.06476587259771814
1978-06-16,10.5,11.6,10.5,31,31.2,NA,1.4793100971486146,0.10335075157275148
1978-06-17,10.5,11.5,11,31.5,31.1,NA,1.521493714166589,0.025869988332390577
1978-06-18,10.3,11,9,31.2,31,NA,1.0617209971567316,0.23126124897405897
1978-06-19,10,11.2,10,31.2,31.1,NA,1.1021569571797536,-0.0977224333419006
1978-06-20,9.8,11,9.5,31.4,31.2,NA,0.9035497538731958,-0.1306789940860831
1978-06-21,9.8,10.4,11,31.5,31.5,NA,0.9627932736024302,-0.3601685179747815
1978-06-22,10.1,10.6,9,31.4,31.5,NA,0.8828616337599172,0.12180818026697607
1978-06-23,10.2,10.2,10.5,31.2,31.8,NA,1.0315348351875586,-0.05295480926818139
1978-06-24,10.2,10.4,11,31.1,31.8,NA,1.1410257835302213,-0.13338833834092645
1978-06-25,10.5,10.2,9.5,31.2,31.8,NA,1.035970429380995,0.27406036249285554
1978-06-26,10,10.2,11.5,31.6,31.5,NA,1.0716573684760704,-0.32327493612075364
1978-06-27,10.3,10.6,12,31.4,31.6,NA,1.359694253481036,-0.2355918410230293
1978-06-28,10.2,10.5,11,31.8,31.5,NA,1.1634615606384506,-0.13437259361838788
1978-06-29,9.8,10.6,10,31.9,31.8,NA,0.8784260395664817,-0.20520699149405983
1978-06-30,10.2,10.4,10,31.5,31.8,NA,1.011786995277814,0.023541698694717936
1978-07-01,10.5,10.4,8,31.2,31.8,NA,0.8869838012188432,0.5074869074913996
1978-07-02,10,10.4,10,31.2,31.6,NA,0.9226707403139183,-0.08984839112220949
1978-07-03,10.3,10.5,9.5,31.4,31.8,NA,1.014161505741788,0.1577175068435436
1978-07-04,10.4,11,10,31.5,31.8,NA,1.235517912891087,0.13102625684687838
1978-07-05,11,11.1,11.5,31.6,31.8,NA,1.7191606372696144,0.2348172154667338
1978-07-06,10.8,11.6,12,31.4,31.8,NA,1.8068426619730698,0.03804083074467686
1978-07-07,10.3,11.4,12,31.5,31.5,NA,1.5391804703468714,-0.24346588324272037
1978-07-08,10.9,11.5,12,31.4,31.9,NA,1.828965012346788,0.09572013093060193
1978-07-09,10.6,11,10,31.2,31.9,NA,1.3246341678549824,0.244416346663806
1978-07-10,10,10.8,11,31.5,31.8,NA,1.1416526369992435,-0.2507154492676996
1978-07-11,9.8,11,11.5,31.6,31.9,NA,1.1620273303780104,-0.4445390681573723
1978-07-12,10.5,10.9,13.5,31.2,32,NA,1.7099760221482305,-0.36054957259195247
1978-07-13,10.8,11,12,31.2,32,NA,1.6722279993236933,0.04394636240944515
1978-07-14,10.2,11,12.5,31.2,31.8,NA,1.4694986285582088,-0.3746889255591616
1978-07-15,9.8,10.9,12.5,31.2,31.8,NA,1.2688303415221884,-0.6004848499155555
1978-07-16,10.9,11.2,13,31.2,31.8,NA,1.8908964692745067,-0.05825714027265832
1978-07-17,11.2,11.6,11,30.8,31.5,NA,1.855836383648453,0.4217510474141766
1978-07-18,10.6,11.5,11.5,31.1,31.4,NA,1.6306712357747404,0.0041000147230321575
1978-07-19,10,11.7,11.5,31.4,31.6,NA,1.4081940250995122,-0.33803876528267446
1978-07-20,9.8,11.5,11.5,31.5,31.6,NA,1.2742062159191574,-0.4494603445446791
1978-07-21,10,11.3,11.5,31.4,32,NA,1.3184509166665943,-0.3341017441728288
1978-07-22,9.5,11.5,11.5,31.5,32,NA,1.1405318334733137,-0.6195454792700715
1978-07-23,10.3,11.5,13,31.8,32.1,NA,1.690855035707508,-0.40138017555582617
1978-07-24,10,11.5,12,31.9,32.3,NA,1.4279418650092568,-0.41453527324557393
1978-07-25,10,10.7,11,31.6,32.3,NA,1.1192168598910137,-0.24973119399023821
1978-07-26,9.8,11,11,31.6,31.8,NA,1.0974079362518068,-0.3660740496395499
1978-07-27,10,11.4,11.5,31.5,31.8,NA,1.3408866937748236,-0.3350859994502903
1978-07-28,9.6,11.8,12.5,31.8,31.8,NA,1.381636080532357,-0.7227332372296364
1978-07-29,9.7,11.8,12,31.5,31.8,NA,1.3615748138881012,-0.5875731738033505
1978-07-30,9.6,11.2,13,31.6,31.9,NA,1.3116408120091836,-0.7952927240826904
1978-07-31,9.5,11.7,12.5,31.6,32,NA,1.3146421759421796,-0.7784440268606387
1978-08-01,10,12.2,12.5,31.5,32,NA,1.6496116988930665,-0.499890078705626
1978-08-02,10.4,12.1,12.5,31,31.8,NA,1.805408431712629,-0.27212564379430854
1978-08-03,11.2,12.7,12.5,31.5,31.6,NA,2.296488114217588,0.17552918380863447
1978-08-04,10.9,12.3,11.5,31.2,31.9,NA,1.94383183508642,0.1663111072287332
1978-08-05,10.7,13.7,13.5,31,32.4,NA,2.42729403614255,-0.2747186305439439
1978-08-06,10,12.7,13.5,31.5,32.1,NA,1.8910293726866207,-0.6617413921285773
1978-08-07,10.8,12.2,14,31.5,32.1,NA,2.1999349011272615,-0.2817247749913806
1978-08-08,10.1,13.9,14,31.9,31.4,NA,2.2694362195935254,-0.6953224290674728
1978-08-09,10.5,14,12.5,31.5,30.3,NA,2.2762463242509354,-0.23413144915761097
1978-08-10,10.1,13.7,13.5,31.5,30.8,NA,2.1599452712508627,-0.6148888999947274
1978-08-11,10.2,13.7,12.5,31.1,29.9,NA,2.075264610480403,-0.4012638180506191
1978-08-12,10.4,14.3,12,31.2,27.7,NA,2.234376133967473,-0.21531424138063676
1978-08-13,9.8,14.1,11,31.5,28.4,NA,1.7929170266069192,-0.396585963240853
1978-08-14,10.4,14.3,13,31.5,29,NA,2.36361492221988,-0.37224427841628116
1978-08-15,9.9,13.3,12.5,31.1,30,NA,1.8518471196016424,-0.567411931666165
1978-08-16,10,14.3,11.5,31.4,29.4,NA,1.9915242299134774,-0.3636294024966706
1978-08-17,10.2,13.5,12,31.6,30.4,NA,1.965773662137741,-0.32083028897787413
1978-08-18,10.1,13.4,12,31.5,30.4,NA,1.898779757547564,-0.3765410786088766
1978-08-19,9.9,12.9,12,31.5,30.6,NA,1.697484617042521,-0.4850098920384972
1978-08-20,10,14.3,11.5,31.6,29.1,NA,1.9915242299134774,-0.3636294024966706
1978-08-21,9.8,14.1,10.5,31.9,29.4,NA,1.7282976324807156,-0.31812094472303076
1978-08-22,9.4,13.2,11,31.6,29.7,NA,1.4127625227050624,-0.6145078453775568
1978-08-23,9.4,13.5,12,31.9,29.1,NA,1.609308642282158,-0.7743906482455853
1978-08-24,9.8,13.7,13,32,27.4,NA,1.961651494678816,-0.7065090162022964
1978-08-25,9.5,13.5,11.5,31.6,28.4,NA,1.5892473756379022,-0.6392305848192992
1978-08-26,9.8,13.2,12.5,32.1,29.4,NA,1.7848532150114649,-0.6231227212971672
1978-08-27,9.8,13.9,11,31.6,30,NA,1.7480454723904602,-0.3946174526859301
1978-08-28,10,14.2,13,31,28.8,NA,2.1629466351838587,-0.598040202772676
1978-08-29,9.8,14.4,13,31.5,29.5,NA,2.118701934436422,-0.7133988031445261
1978-08-30,10.2,14.2,13.5,31.2,29.7,NA,2.316682284273958,-0.5631151314735704
1978-08-31,10.2,14.1,12.5,31.1,30.4,NA,2.1650077189133214,-0.4052008391604647
1978-09-01,10.2,14,10.5,30.8,30.3,NA,1.884094365300277,-0.0903565098117142
1978-09-02,10.1,13.7,12.5,30.7,29.9,NA,2.030706482998456,-0.45795886295908295
1978-09-03,10.1,13.9,11,31.2,29.8,NA,1.8817198548363034,-0.22453231796053874
1978-09-04,10.1,13.4,11,31.5,29.4,NA,1.7695409692951565,-0.21961104157323186
1978-09-05,10.6,13.5,10.5,31.2,29.7,NA,1.9501479896869218,0.14134494620944896
1978-09-06,10.2,13.6,11,31.6,30.2,NA,1.8589706509935633,-0.16488450721969083
1978-09-07,10.6,13.9,12,31.4,30.6,NA,2.2337492804984507,-0.09798713045386358
1978-09-08,10.2,13.8,10.5,31.5,30,NA,1.8392228110838185,-0.08838799925679142
1978-09-09,10.1,13.6,12,31,29.9,NA,1.9436513117640228,-0.3785095891637994
1978-09-10,10.3,14,11.5,30.8,29.8,NA,2.057891281034633,-0.19059150193889396
1978-09-11,11.5,14.4,11,31.6,29.4,NA,2.6177125251247215,0.5642770343706501
1978-09-12,11.5,14.5,11.5,32.3,29.7,NA,2.7047676963591543,0.4848277605753664
1978-09-13,12.5,13.2,11.5,32,30,NA,2.858683868771651,1.0645735282670041
1978-09-14,12.8,13.5,11,31.6,30.4,NA,2.995046188415979,1.3101709156778347
1978-09-15,12.2,13,10,31.8,31.1,NA,2.4862797497307367,1.1318519596500014
1978-09-16,11.2,12.3,8.5,31.9,31.2,NA,1.6897898527750412,0.8071863530610585
1978-09-17,11,12.2,6.5,31.2,31.1,NA,1.3197602441981011,1.0086405925928814
1978-09-18,10.8,12.7,8,31.2,29.5,NA,1.5366810571539642,0.6549341708351799
1978-09-19,10.5,12.5,10,31.2,30.2,NA,1.6166126969964758,0.17295747259342126
1978-09-20,10.3,12.5,9.5,31.5,31.1,NA,1.4628770479063768,0.13803240129431593
1978-09-21,10.3,12.3,8.5,32,31.8,NA,1.2887667054375107,0.29693094888488325
1978-09-22,10,11.9,8,31.8,31.5,NA,1.0007298204325454,0.20924785378715877
1978-09-23,10.7,12.1,8.5,31.8,31.4,NA,1.4221276611488423,0.5256796390736611
1978-09-24,11,12.3,9.5,31.4,29.9,NA,1.729912386063553,0.5368662262084862
1978-09-25,11.2,12.3,10.5,31.8,28.2,NA,1.9482674292798559,0.4933262789897692
1978-09-26,13,12.5,10.5,31.6,29,NA,2.795185278171378,1.5118685767871987
1978-09-27,12.4,11.9,11.5,31.6,29.4,NA,2.522460638882721,1.0206738019655381
1978-09-28,13,11.8,12,31.5,29.1,NA,2.8319930207923827,1.2833633081759617
1978-09-29,11.8,11.9,11,31.2,29.1,NA,2.1904924798648295,0.7589685510325775
1978-09-30,12.3,12.1,11.5,31.1,29.9,NA,2.5227740656172317,0.9620102465021517
1978-10-01,12.6,12.1,10,31.2,29.7,NA,2.4625902656844647,1.3674904367810103
1978-10-02,11.8,12,9.5,31.1,30.4,NA,2.0190700745944485,0.9933793513085828
1978-10-03,12,12.1,9.5,31.4,31.2,NA,2.130622106666573,1.1057851858480487
1978-10-04,11.4,12.4,8,31.1,29.9,NA,1.7367224907209637,0.9980572061183478
1978-10-05,10.8,12.6,9,31.4,29.7,NA,1.6434840682981422,0.49898838907699683
1978-10-06,10.7,12.4,8.5,31.1,29.9,NA,1.489434992473531,0.5227268732412769
1978-10-07,10.7,12.3,11,31.4,30.2,NA,1.79009618599632,0.13138603592962692
1978-10-08,10.7,12.3,12.5,31.2,31.5,NA,1.9839543683749308,-0.1040090196238401
1978-10-09,11.5,11.6,10,31.2,30.8,NA,1.86027197784189,0.7487662191752134
1978-10-10,12.8,11.9,8.5,31.9,31.2,NA,2.31297678405329,1.718244092706328
1978-10-11,12.6,11.7,8.5,31.8,31.4,NA,2.1789889748729356,1.6068225134443228
1978-10-12,12,11.4,6,31.5,30.6,NA,1.521235908025542,1.6619301024150344
1978-10-13,11.2,11.3,9,31.4,30.8,NA,1.5300514758189505,0.73856388731785
1978-10-14,10.9,11.7,7,31.1,29.3,NA,1.2276426253012098,0.8784018055539022
1978-10-15,10.7,11.3,10,31.4,29.3,NA,1.4364996266616183,0.2981586257398853
1978-10-16,10.4,11.4,11,31.2,29.3,NA,1.4544998095764117,-0.02984080129861177
1978-10-17,10.2,11,11,31.4,29.3,NA,1.275640446179598,-0.1392938700056948
1978-10-18,10.5,11.2,10,31.1,29.5,NA,1.3249475945894933,0.18575279120041932
1978-10-19,10.5,10.8,10,31.2,29.8,NA,1.2352044861565759,0.1896898123102648
1978-10-20,10.2,11.3,6,31.8,30.2,NA,0.6967538362422495,0.6424035493401438
1978-10-21,10.4,11.2,4.5,31.5,30.2,NA,0.569576131719305,0.9921729499880007
1978-10-22,10,11.2,7.5,31.1,30.7,NA,0.7790599865487353,0.2946026592472109
1978-10-23,10.4,10.6,7.5,30.8,31.5,NA,0.8226778338271505,0.5272883705458353
