date,temp_pine,temp_mcinnes,temp_addenbroke,sal_pine,sal_mcinnes,sal_addenbroke,pca1,pca2
1986-05-06,8.7,9.1,7,31.2,29.4,NA,-0.33596638411560953,-0.3432985452183098
1986-05-07,8.3,9.2,7,31.1,29.4,NA,-0.4917631169351712,-0.5710629801296262
1986-05-08,8.6,9.4,6.5,31.1,29.7,NA,-0.37783657439907253,-0.32448133744133556
1986-05-09,8.8,9.1,6.5,31.4,30.6,NA,-0.35602765075986464,-0.20813848179202282
1986-05-10,8.8,9.2,5,31.1,29.9,NA,-0.5274500560302463,0.026272318483982697
1986-05-11,8.2,9.2,5,31.2,30.2,NA,-0.7947988209219345,-0.31389795096680184
1986-05-12,8.4,9.1,3.5,31.1,30.7,NA,-0.9219765254448784,0.0358714496810549
1986-05-13,8.4,8.8,2,31.1,30.7,NA,-1.1831420391481773,0.27421927106690586
1986-05-14,8.5,9.2,5,31.1,30.3,NA,-0.6611244384760904,-0.14381281624140962
1986-05-15,8.8,9,5,31,30,NA,-0.5723216102467051,0.028240829038905454
1986-05-16,8.5,9.2,7.5,31.1,30,NA,-0.3380274678450719,-0.5361379088305209
1986-05-17,8.3,9.3,8.5,31.2,30.4,NA,-0.2754691574483303,-0.8074422909605544
1986-05-18,8.4,9.2,9,31.4,30.4,NA,-0.18872741294840892,-0.8282280092924516
1986-05-19,8.5,9,6.5,31.2,30.6,NA,-0.512137810313938,-0.3772393612399537
1986-05-20,8.5,9,5,31.4,30.3,NA,-0.705995992692549,-0.1418443056864869
1986-05-21,8.7,9,5,31.6,30.3,NA,-0.6168797377286536,-0.028454215869559294
1986-05-22,8.8,9.6,5,31.4,30,NA,-0.43770694759732853,0.02233529737413717
1986-05-23,8.6,9.6,7.5,31.2,29.5,NA,-0.20372623193020648,-0.4833798850319028
1986-05-24,8.3,9.6,10.5,31.2,29.1,NA,0.05031575038117249,-1.124255130864228
1986-05-25,8.5,9.8,10,31.2,28.8,NA,0.11968416543532348,-0.9343685330844009
1986-05-26,8.8,10.1,10,31.2,28.9,NA,0.32066587920585554,-0.7672361641913927
1986-05-27,9,10.2,8,31.5,29.4,NA,0.17374033477316553,-0.3409702555806373
1986-05-28,9,10,8.5,31.6,29.9,NA,0.19348817468291055,-0.4174667635435369
1986-05-29,9,10.2,9.5,31.6,29.1,NA,0.3675985171517765,-0.5763653111341042
1986-05-30,9,10.7,10,31.8,28.9,NA,0.5443967968191273,-0.6597516060392334
1986-05-31,9.1,10.5,9.5,31.8,28.5,NA,0.4794639759584126,-0.5226230320580246
1986-06-01,8.8,10.2,9,31.5,29.8,NA,0.21386286806167748,-0.6112903824332095
1986-06-02,9,9.8,8,31.5,29.9,NA,0.08399722634024816,-0.3370332344707918
1986-06-03,9,9.8,10,31.8,29.8,NA,0.3424748028450629,-0.650893308542081
1986-06-04,9.4,10.2,10,31.6,29.7,NA,0.6104504212057721,-0.42805015001807045
1986-06-05,9.2,10.4,11,31.1,29.7,NA,0.695444508710742,-0.7003387874255662
1986-06-06,9.7,10.3,11,31.2,29.4,NA,0.8957993690122522,-0.4158793076057849
1986-06-07,9.6,10.6,10.5,31.2,29.8,NA,0.8539291787287892,-0.3970620998288107
1986-06-08,9.6,10.8,9.5,31.4,30,NA,0.7695619446928407,-0.24210057334808885
1986-06-09,9.4,10.4,9.5,31.4,29.9,NA,0.5907025812960274,-0.3515536420551708
1986-06-10,9.2,10.4,9.5,31.5,30.3,NA,0.5015863263321312,-0.4649437318720995
1986-06-11,9.4,10.5,7.5,31.6,30.2,NA,0.35466078189944206,-0.038677823261343114
1986-06-12,10,11.2,9,31.2,30,NA,0.9729181689273463,0.059207603693744004
1986-06-13,10.3,11.8,10.5,30.7,29.7,NA,1.4350653964011781,-0.012007848799098945
1986-06-14,10,11.6,11,30.8,29.9,NA,1.321138853865079,-0.2585894914873907
1986-06-15,9.6,11.6,8,31,29.7,NA,0.7551899791800648,-0.014579560014313108
1986-06-16,9.8,12.8,9,31.2,29.3,NA,1.242774347695122,-0.06993057056256577
1986-06-17,9.6,13.1,10,30.8,27.4,NA,1.3502042123083209,-0.3432034632475231
1986-06-18,9.5,12.7,9.5,31,28.9,NA,1.151283582267252,-0.317496468528319
1986-06-19,9.6,12.1,9.5,31.1,29.9,NA,1.0612270470998233,-0.25489589195508694
1986-06-20,9.6,12.6,9,31.1,31.1,NA,1.1087865385147666,-0.18135214982457154
1986-06-21,9.4,12.2,11,30.6,30.6,NA,1.1884047516227678,-0.6046652926029426
1986-06-22,9.2,12.4,11,31.1,30.3,NA,1.144160050875331,-0.7200238929747939
1986-06-23,9.3,13,10,31.2,30.2,NA,1.1940940527542485,-0.5123043426954531
1986-06-24,9.6,12.8,9.5,31.5,30.3,NA,1.2182774868574293,-0.2617856788973166
1986-06-25,9.7,12.6,9.5,31.5,30.3,NA,1.2179640601229182,-0.20312212343393005
1986-06-26,9.5,12.8,9.5,31.5,30,NA,1.1737193593754818,-0.31848072380578046
1986-06-27,9.9,12.9,11,31.4,29.9,NA,1.5682458287901138,-0.32807985500285247
1986-06-28,9.6,12.4,11,31.2,29.9,NA,1.3223925608031226,-0.49324371334093786
1986-06-29,9.4,12.3,10,31.2,30.2,NA,1.0816017404785905,-0.4487195108447594
1986-06-30,9.3,12,11,31.2,30,NA,1.0989750699243614,-0.6593918269564836
1986-07-01,9.6,12,12,30.6,30.2,NA,1.3618882406226123,-0.6462367292667371
1986-07-02,9.7,11.8,9.5,31,29.9,NA,1.038477843257083,-0.19524808121423895
1986-07-03,9.8,12,9,31,30.3,NA,1.0632881308292865,-0.06205652834287469
1986-07-04,9.9,13,10,30.8,29.3,NA,1.4614428176459355,-0.1721340732446694
1986-07-05,10,13.8,10,30.8,28.8,NA,1.685487161993719,-0.12331307055589669
1986-07-06,10.7,14,10.5,30.7,29.4,NA,2.1068850027100168,0.19311871473060557
1986-07-07,10.4,14,11,31,29.3,NA,2.0378300143903774,-0.055431438512607886
1986-07-08,9.6,14,12,31.4,29.3,NA,1.8106037827872008,-0.6659218348159647
1986-07-09,10.3,14.2,12,31,29.1,NA,2.1673822293772953,-0.27102503101163916
1986-07-10,9.7,13.6,12,31.1,30.7,NA,1.765418801836231,-0.6052897687976554
1986-07-11,9.5,13.2,10.5,31.2,30.3,NA,1.3927012560608063,-0.4793477819512705
1986-07-12,10,12.6,10.5,31.1,29.7,NA,1.4808772308211697,-0.1899670257441823
1986-07-13,9.8,13,10.5,31.2,29.8,NA,1.4815040842901916,-0.30729413667095534
1986-07-14,10.2,13.6,11.5,31.4,29.5,NA,1.9235900451197667,-0.24334952573751323
1986-07-15,10.1,13.1,11,31.4,29.9,NA,1.7022336379704681,-0.21665827574084773
1986-07-16,10,13.8,12,31.1,28.8,NA,1.943964738498534,-0.437173144627186
1986-07-17,10.1,13,11.5,30.8,30,NA,1.7444172549884422,-0.29413903898120863
1986-07-18,9.8,13.1,10,30.6,29.1,NA,1.4393204672722175,-0.22981337343059444
1986-07-19,9.8,13.5,12,31,29.5,NA,1.7875411522099496,-0.5476104686117292
1986-07-20,9.8,14,11.5,31.4,29.7,NA,1.8351006436248931,-0.47406672648121384
1986-07-21,9.7,13.8,12,31.2,29.7,NA,1.81029035605269,-0.607258279352578
1986-07-22,9.7,13.7,12,31.4,30,NA,1.78785457894446,-0.6062740240751167
1986-07-23,10,13.2,12,31.6,30.2,NA,1.8093500758491572,-0.43126761296241767
1986-07-24,10,13,12,31.5,29.9,NA,1.7644785216326984,-0.4292991024074949
1986-07-25,10,13,12.5,31.1,30.3,NA,1.829097915758902,-0.5077641209253171
1986-07-26,9.8,12.6,11.5,31.2,30.6,NA,1.5209997641096815,-0.4602871525967544
1986-07-27,9.5,12,10.5,31.1,30.2,NA,1.1234719307620533,-0.46753671862173385
1986-07-28,10.1,12,10.5,31,30,NA,1.3908206956537408,-0.12736644917095025
1986-07-29,10.8,12.8,8,30.8,29.9,NA,1.559116834262194,0.6539499155577185
1986-07-30,10,13,11.5,30.7,30.4,NA,1.6998591275064947,-0.3508340838896725
1986-07-31,10.4,13.2,14,30.6,29.8,NA,2.2460601622817635,-0.5183475073998507
1986-08-01,10.8,13.4,14,30.6,30.8,NA,2.4691642264260145,-0.2935358383209173
1986-08-02,10.2,13.4,12.5,30.8,30.3,NA,2.007957279155715,-0.398311052218235
1986-08-03,11,13.4,12.5,30.6,30.6,NA,2.3644222990112986,0.05524930704947736
1986-08-04,11.7,13.2,14,30.4,29.7,NA,2.825315819547086,0.21868807641018007
1986-08-05,10.8,13.4,13.5,30.6,30.8,NA,2.4045448322998104,-0.2150708198030948
1986-08-06,10.2,14,13.5,31,31.5,NA,2.2718107300574992,-0.5611466209186478
1986-08-07,10.1,14.4,14.5,31.2,29.8,NA,2.4462344992608767,-0.7787087239726017
1986-08-08,10.1,14.2,14,31.1,29.5,NA,2.336743550918214,-0.6982751948998568
1986-08-09,10.7,13.6,12,31,29.9,NA,2.2110000766557096,-0.03833931971301585
1986-08-10,10.9,13.6,13.5,30.8,30,NA,2.493974513998217,-0.1603442854495538
1986-08-11,10.1,13.6,13.5,31,30.6,NA,2.137509494142633,-0.6139046447172659
1986-08-12,10.4,13.2,14,31,31,NA,2.2460601622817635,-0.5183475073998507
1986-08-13,10.7,13,14.5,31,30.6,NA,2.3994823846373516,-0.42475888063735884
1986-08-14,10,13,12,31.4,30.7,NA,1.7644785216326984,-0.4292991024074949
1986-08-15,9.8,12.2,10.5,31.5,30.8,NA,1.302017867424356,-0.29942009445126433
1986-08-16,9.6,12,9,31.2,31,NA,0.97417187586539,-0.17544661815980322
1986-08-17,10.3,12,9,31.1,30.6,NA,1.286078768239026,0.2214186961994452
1986-08-18,10,11.8,10.5,31.2,30.7,NA,1.3013910139553344,-0.18209298352449124
1986-08-19,10.1,12.2,9.5,31.5,30,NA,1.3064534616177919,0.02759507730977159
1986-08-20,10,12,10,31.5,30.3,NA,1.2816431740455894,-0.10559647556159169
1986-08-21,10.2,12,10.5,31.6,30.7,NA,1.4353788231356885,-0.07067140426248646
1986-08-22,10.1,12.2,11.5,31.4,30.6,NA,1.5649310381226067,-0.2862649967615175
1986-08-23,9.8,12.2,12,31.6,30.3,NA,1.4958760498029673,-0.5348151500047313
1986-08-24,9.8,12,14,31.6,30.6,NA,1.7094820720913233,-0.8467067135210978
1986-08-25,10,12.4,12,31.6,30.3,NA,1.6298638589833219,-0.4233935707427265
1986-08-26,10.4,12.8,13,31.5,29.8,NA,2.027078265596439,-0.35748044925436034
1986-08-27,10.6,11.2,12,31.5,30.8,NA,1.6279832985762557,-0.0714122379624062
1986-08-28,10.3,11,12.5,31.5,31.1,NA,1.5140567560401574,-0.31799388065069706
1986-08-29,9.9,11.4,13.5,31.6,31,NA,1.5548061427976905,-0.7056411184300433
1986-08-30,10.6,11.8,14,31.6,31.1,NA,2.0210755377304475,-0.39117784369846353
1986-08-31,10.2,11.4,12.5,31.5,30.7,NA,1.5592417369911267,-0.3786259466690073
1986-09-01,10.2,12,13.5,31.1,30.7,NA,1.8230951878929107,-0.54146151536942
1986-09-02,9.9,11.8,14,31.4,30.4,NA,1.709168645356812,-0.7880431580577113
1986-09-03,10.1,12.6,13.5,31.4,30.3,NA,1.9131517230603388,-0.604062091942652
1986-09-04,9.9,13,14,31.5,30.8,NA,1.9783979706555652,-0.7998542213872477
1986-09-05,10.4,12.8,12.5,31.8,30.7,NA,1.9624588714702351,-0.27901543073653806
1986-09-06,10,12.6,11.5,31.4,30.8,NA,1.610116019073577,-0.34689706277982696
1986-09-07,10.1,12.2,12.5,31.6,31.2,NA,1.6941698263750138,-0.4431950337971621
1986-09-08,9.8,13,12,31.8,31.1,NA,1.6753622666688028,-0.5426891922244224
1986-09-09,9.5,12.8,12,31.8,31,NA,1.4968163300065003,-0.710805816394892
1986-09-10,9.6,12.2,8.5,31.6,30.8,NA,0.9544240359556453,-0.09895011019690378
1986-09-11,9.8,13.2,9.5,31.8,31.8,NA,1.397136850254243,-0.15233261019023353
1986-09-12,9.8,13.2,8.5,31.8,31.1,NA,1.2678980620018354,0.004597426845410997
1986-09-13,9.9,12.8,10.5,31.9,28.8,NA,1.4811906575556808,-0.2486305812075689
1986-09-14,9.5,12.8,10,31.8,28.4,NA,1.2383387535016854,-0.3969457423236028
1986-09-15,9.4,12.9,9,31.5,29.7,NA,1.0869776148755597,-0.2976950054738832
1986-09-16,9.4,13,8.5,31.8,30.6,NA,1.0447939978575853,-0.2202142422335224
1986-09-17,9.6,13.5,9,31.8,30.4,NA,1.3107085324888317,-0.19021044732172396
1986-09-18,9.5,13.6,9.5,31.6,30.3,NA,1.3532055762413169,-0.3263547660254715
1986-09-19,9.3,13.3,8.5,31.8,30.6,NA,1.067543201700326,-0.27986205297437033
1986-09-20,9.2,12.8,9,32,30.3,NA,0.975425582803434,-0.4101008400133504
1986-09-21,9,12.7,9,32.3,30.2,NA,0.8638735507313089,-0.5225066745528167
1986-09-22,9,12.2,10.5,32.1,30.7,NA,0.9455528475687727,-0.7529804537189766
1986-09-23,9,11.8,9,31.9,31.2,NA,0.6619515567572442,-0.5136483770556641
1986-09-24,9,11.4,7.5,32.1,31.1,NA,0.3783502659457153,-0.2743163003923517
1986-09-25,9.3,11.3,8.5,31.9,31,NA,0.6188276595357373,-0.26017694742514264
1986-09-26,9.2,11.1,7,31.6,31,NA,0.33553979545871865,-0.07950842622521775
1986-09-27,9.2,11.2,8.5,31.6,31,NA,0.5518337549455591,-0.31588773705614603
1986-09-28,9,11.6,9.5,31.5,31.1,NA,0.6816993966669889,-0.5901448850185637
1986-09-29,9.2,11.5,10.5,31.6,31.1,NA,0.8776186627750621,-0.6327005769598193
1986-09-30,9.2,11.8,9.5,31.5,31,NA,0.8156872058473433,-0.47872330575655886
1986-10-01,9.6,11.7,9.5,31.6,30.7,NA,0.9714839386669053,-0.2509588708452413
1986-10-02,9.5,11.6,10,31.5,30.6,NA,0.9691094282029319,-0.38513467899406606
1986-10-03,9.3,11.2,11,31.5,30.6,NA,0.919488853058526,-0.6515177847367927
1986-10-04,9.2,11,11.5,31.8,30.7,NA,0.8946785654863223,-0.7847093376081569
1986-10-05,9.6,11,12,31.9,30.8,NA,1.137530469540318,-0.6363941764921233
1986-10-06,9.8,11.2,11.5,31.6,31.2,NA,1.206898884594469,-0.44650757871229496
1986-10-07,9.4,11.3,11,31.8,30.7,NA,0.9864827576487031,-0.5958069951057902
1986-10-08,9.4,11.5,11,31.8,31.1,NA,1.031354311865162,-0.5977755056607129
1986-10-09,9.4,11.6,10,31.9,31,NA,0.924551300720984,-0.4418297239025298
1986-10-10,9.5,12,7.5,31.9,30,NA,0.7357555660048313,0.0032533924851999105
1986-10-11,9.3,11.8,6.5,31.6,30,NA,0.4725289685720697,0.04876185025883964
1986-10-12,9.2,11.3,6,31.6,30,NA,0.2511725614227704,0.07545310025550409
1986-10-13,9.1,11.3,7,31.5,29.3,NA,0.3358532221932301,-0.13817198168860434
1986-10-14,9,11.4,10.5,31.8,29,NA,0.7660666307029375,-0.7451064114992855
1986-10-15,9,10.8,6,32,30.2,NA,0.04987742091772781,-0.033015713174116494
1986-10-16,9,10.8,6.5,32.1,29.8,NA,0.11449681504393151,-0.11148073169193883
1986-10-17,9.3,10.9,8.5,32.1,29.5,NA,0.5290845511028196,-0.256239926315297
1986-10-18,9.4,11.2,6,32.3,29.7,NA,0.31785303927843694,0.18982744534989401
1986-10-19,9.6,10.8,9.5,32.3,30.2,NA,0.7695619446928407,-0.24210057334808885
1986-10-20,9.7,10.5,8,32.1,31.4,NA,0.552954558471489,0.052942292946225905
1986-10-21,10,10.4,8.5,32,31.2,NA,0.7288125579353074,0.1455466644312573
1986-10-22,11,10.5,8,32,30.8,NA,1.132210215736812,0.7899778767562579
1986-10-23,11.1,10.5,8,31.8,30.7,NA,1.17676834321876,0.8466729216647215
1986-10-24,11.3,10.6,9,32.1,30.8,NA,1.4175591635432927,0.8021487191685445
1986-10-25,11.2,10.7,10,32,31,NA,1.5246756014219809,0.5875393819469737
1986-10-26,11.2,10.7,10,32.1,30.7,NA,1.5246756014219809,0.5875393819469737
1986-10-27,11.5,10.4,10,31.6,31.2,NA,1.5910426525431367,0.7605772825047503
1986-10-28,12,10.7,9.5,31.8,31.4,NA,1.8165212271513616,1.119564759732508
1986-10-29,12,10.6,6.5,31.6,30.2,NA,1.40636908528591,1.5913391261169032
1986-10-30,12.1,10.4,8.5,31.9,30.4,NA,1.664533235056213,1.3361426075090004
1986-10-31,11.3,10,6.5,31.8,29.7,NA,0.9598475302628977,1.2003793434224241
1986-11-01,10.9,10,8.5,31.4,29.3,NA,1.0400925968399204,0.659739089717279
1986-11-02,10.4,10.1,9.5,31.6,29.5,NA,0.9689765247908182,0.21834957286185294
1986-11-03,10.2,10.3,9.5,31.5,30,NA,0.924731824043381,0.10299097249000176
1986-11-04,9.9,10.4,9,31.6,30.2,NA,0.7488738245795631,0.010386601004971307
1986-11-05,9.9,10.2,7,31.9,30.4,NA,0.44552469385828924,0.32621518563118324
1986-11-06,9.7,10,7,31.9,29.9,NA,0.31153688467793444,0.21479360636917746
1986-11-07,9.5,9.5,3.5,31.6,30,NA,-0.3420940147105339,0.6555799225643129
1986-11-08,9.3,8.6,-1.5,31.5,30.2,NA,-1.2793262049105314,1.3356983154227609
1986-11-09,9.2,8.2,-1.5,31.5,29.9,NA,-1.4136274408253977,1.2829402916241417
1986-11-10,8.8,7.8,2,31.6,29.4,NA,-1.2292673003026802,0.5108420034753757
1986-11-11,8.4,8.2,4.5,31.6,29.5,NA,-0.994659731166536,-0.11220028985743714
1986-11-12,8.6,8.2,6.5,31.8,29.5,NA,-0.647065899697826,-0.3126702741117988
1986-11-13,9,8.5,5,31.5,29.8,NA,-0.5953842408239568,0.14655219524313995
1986-11-14,9,8.5,2.5,31.6,29.7,NA,-0.9184812114549752,0.5388772878322514
1986-11-15,8.9,8.3,5,31.8,29.9,NA,-0.6848139225223632,0.09182566088959897
1986-11-16,9,8.2,3.5,31.8,30.7,NA,-0.8565497545272561,0.384900016628991
1986-11-17,8.6,8.4,2,31.9,30.4,NA,-1.1837688926172,0.3915463819936789
1986-11-18,8.5,9.3,4,31.8,31.6,NA,-0.7679274496202678,0.012132965516773538
1986-11-19,8.3,9,3,31.6,31.6,NA,-1.0535898241612591,0.05862567856787482
1986-11-20,8.5,9.6,6,31.2,31.4,NA,-0.44214254179076506,-0.30467987438689975
1986-11-21,10,9.2,5,32,31.8,NA,0.007247473753128199,0.70661285738555
1986-11-22,9.9,9.8,5,32.3,31.4,NA,0.09730400892055721,0.6440122808123179
1986-11-23,9.8,9.6,7,31.9,31.1,NA,0.26635190372696527,0.2754256723874877
1986-11-24,9.5,9.4,4.5,31.8,31.2,NA,-0.23529100356635585,0.4996341408061296
1986-11-25,9.4,9.2,4,31.8,31,NA,-0.38934007939096654,0.523372624970411
1986-11-26,9.2,9.4,4,31.8,31.9,NA,-0.43358478013840357,0.4080140245985597
1986-11-27,10,9.5,3.5,31.5,31.6,NA,-0.11930337730079442,0.9390551471066328
1986-11-28,9.9,9,2.5,31.6,31.1,NA,-0.4052791785762968,1.0442114156211202
1986-11-29,9.8,8.7,3,31.6,31.9,NA,-0.4525252432567291,0.9120041180272186
1986-11-30,9.5,9.4,4.5,31.2,31.9,NA,-0.23529100356635585,0.4996341408061296
1986-12-01,9.6,8.4,2,31.4,30.6,NA,-0.7381876177977209,0.9584968310783186
1986-12-02,9,8,-1,31.4,29.9,NA,-1.4829958558795482,1.0930536938443143
1986-12-03,9,7.5,-1,31.5,29.7,NA,-1.595174741420695,1.0979749702316213
1986-12-04,8.9,7.3,0.5,31.5,28.6,NA,-1.490746240740491,0.8078533803246136
1986-12-05,8.8,7.2,1.5,31.5,27.8,NA,-1.4285013570782605,0.5952125536579664
1986-12-06,8.5,7.4,0,31.4,28.6,NA,-1.7111623676862568,0.6585539639311183
1986-12-07,8.7,7.8,2.5,31.4,30.3,NA,-1.2092060336584252,0.37568194004908867
1986-12-08,8.5,7.5,0,31.1,30.2,NA,-1.6887265905780273,0.6575697086536568
1986-12-09,8.3,7.4,0,31.4,29.9,NA,-1.8002786226501521,0.5451638741141909
1986-12-10,8.4,7.2,0,31.5,29.5,NA,-1.8005920493846632,0.6038274295775773
1986-12-11,8.4,7.1,1.5,31.6,29.5,NA,-1.629169644114282,0.3694166293015718
1986-12-12,8.2,7.5,3.5,31.2,29.8,NA,-1.3700652141404457,-0.06177055569649149
1986-12-13,8.2,7.5,1.5,31.1,29.9,NA,-1.6285427906452603,0.2520895183747977
1986-12-14,8.2,7.5,3,31.1,30.2,NA,-1.4346846082666493,0.016694462821330882
1986-12-15,8.3,7.3,3,31,30.2,NA,-1.4349980350011597,0.07535801828471843
1986-12-16,8.5,7.3,3,31.5,30.3,NA,-1.345881780037264,0.1887481081016459
1986-12-17,8.5,7.4,2,31.9,30.3,NA,-1.4526847911814418,0.344693889859829
1986-12-18,8.4,7.6,3.5,31.8,30.4,NA,-1.25851318206832,0.05063527884297571
1986-12-19,8.4,7.6,4,31.4,30.4,NA,-1.1938937879421163,-0.027829739674846515
1986-12-20,8.2,7.6,7,31.6,30.3,NA,-0.8952936781487907,-0.612009940598709
1986-12-21,8.5,8,4.5,31.5,30.8,NA,-0.994973157901047,-0.05353673439405069
1986-12-22,9.2,8,4.5,31.2,30.7,NA,-0.6830662655274122,0.3433285799651968
1986-12-23,9,8.1,6,30.6,30.6,NA,-0.5558885610044673,-0.006440820682659049
1986-12-24,9,8.7,4.5,30.8,31.9,NA,-0.6151320807337016,0.22304870320603948
1986-12-25,9,8.7,6,31.1,30.9,NA,-0.42127389835509066,-0.012346352347427396
1986-12-26,9.2,8.9,3,31.6,31.6,NA,-0.6750024539319581,0.5698653380215112
1986-12-27,9,8.8,4.5,31.6,31.4,NA,-0.5926963036254719,0.22206444792857807
1986-12-28,8.9,8.4,7,31,30.7,NA,-0.40390056890931914,-0.22301866845915155
1986-12-29,8.8,8.6,3,31,31.6,NA,-0.9205422951844376,0.3460379242200401
1986-12-30,8.8,8.2,3,31.2,31.1,NA,-1.0102854036173552,0.34997494532988577
1986-12-31,8.2,7.5,1.5,31,30.6,NA,-1.6285427906452603,0.2520895183747977
1987-01-01,8.5,7.8,3,31.1,30.6,NA,-1.2337028944961166,0.18382683171433895
1987-01-02,8.5,8.2,4.5,31,30.6,NA,-0.9501016036845882,-0.05550524494897346
1987-01-03,8.6,7.8,6.5,31.2,30.2,NA,-0.7368090081307436,-0.3087332530019532
1987-01-04,8.5,7.4,4,31,30.2,NA,-1.194207214676627,0.030833815788539855
1987-01-05,8.4,7.2,2.5,30.8,29.5,NA,-1.4774950787536447,0.21150233698846577
1987-01-06,8.9,7.3,1.5,31.1,29.8,NA,-1.3615074524880837,0.650923343288969
1987-01-07,8.5,7.1,1.5,31,29.5,NA,-1.584611516632334,0.42611167421003554
1987-01-08,8.5,7.2,2.5,31,29.9,NA,-1.432936951271697,0.26819738189692943
1987-01-09,8.5,8,7,31.1,30.6,NA,-0.6718761872700287,-0.4458618269831622
1987-01-10,8,8.8,7,30.8,31.6,NA,-0.7151806078139329,-0.737211093745173
1987-01-11,8.3,8.6,7.5,30.6,31,NA,-0.561758385458344,-0.6436224669826802
1987-01-12,8.1,8.2,0.5,31,30.6,NA,-1.6452892666220094,0.34543472355974886
1987-01-13,8,7.5,0,31.1,30.3,NA,-1.9115172279877672,0.3740944841113371
1987-01-14,7.5,7,-2,31.1,30.3,NA,-2.504964327443469,0.409400610027613
1987-01-15,8,7.2,0,31.4,30.3,NA,-1.9788245593124552,0.37704724994372113
1987-01-16,8.1,7.8,2.5,31.2,30.4,NA,-1.4765547985501124,0.03551167059830512
1987-01-17,8,7.2,3.5,31.2,29.8,NA,-1.5264888004290293,-0.172207879681035
1987-01-18,8.5,6.9,0.5,31.4,29.4,NA,-1.7587218591012,0.5850102218006029
1987-01-19,8,6.8,0,31.1,29.5,NA,-2.068567667745373,0.38098427105356686
1987-01-20,8,7.4,3.5,31,29.1,NA,-1.4816172462125705,-0.17417639023595777
1987-01-21,8,7.6,2,31.1,29.8,NA,-1.6306038743747227,0.05925015476258638
1987-01-22,8,7.6,4.5,31.1,29.7,NA,-1.3075069037437046,-0.33307493782652503
1987-01-23,7.9,8,5.5,30.8,29.1,NA,-1.1330831345403272,-0.5506370408804788
1987-01-24,8,7.8,5,30.8,29.8,NA,-1.1980159554010419,-0.41350846689927007
1987-01-25,7.9,7.3,3.5,30.6,30.3,NA,-1.548611150802748,-0.22988717986696008
1987-01-26,8.3,7,1.5,30.7,29.8,NA,-1.6961635487044593,0.3137058396705695
1987-01-27,8.3,6.8,2.5,30.8,29.1,NA,-1.6117963146685101,0.15874431318984758
1987-01-28,8.2,6.8,2.5,30.8,29.1,NA,-1.656354442150459,0.10204926828138283
1987-01-29,8,7,3,30.4,29.4,NA,-1.635979748771692,-0.09177435060828985
1987-01-30,8,7.2,3,30.3,29.7,NA,-1.591108194555233,-0.09374286116321262
1987-01-31,8.1,8,2,30.4,31,NA,-1.4963026384598572,0.11200817856120467
1987-02-01,8.1,7.3,1,30.4,30.6,NA,-1.7825918664698706,0.2758280025390789
1987-02-02,7.9,7.3,3.5,30.4,30.6,NA,-1.548611150802748,-0.22988717986696008
1987-02-03,7.9,7.5,3.5,30.6,30.6,NA,-1.5037395965862888,-0.23185569042188287
1987-02-04,8,8,5.2,30.2,30.7,NA,-1.1272966435341016,-0.44686298486132187
1987-02-05,8,8,4.5,30.2,30.4,NA,-1.2177637953107867,-0.33701195893637065
1987-02-06,8,7.7,2.5,30.3,29.9,NA,-1.5435487031402895,-0.020199119032697332
1987-02-07,8.1,7,3.7,31.2,29.4,NA,-1.5009544695130592,-0.14493033162477725
1987-02-08,8,7.2,6,31,29,NA,-1.203391829798011,-0.5645329722701464
1987-02-09,8,7,6,30.4,28.5,NA,-1.24826338401447,-0.5625644617152235
1987-02-10,8,7,6.5,30.3,28,NA,-1.183643989888266,-0.6410294802330458
1987-02-11,8,7.2,7,30.3,28.8,NA,-1.0741530415456038,-0.7214630093057909
1987-02-12,8,7.8,7,30.7,29.8,NA,-0.9395383788962272,-0.7273685409705593
1987-02-13,8.1,7.5,5.5,30.6,29.4,NA,-1.1561457651175786,-0.43232567467624444
1987-02-14,8.1,7.5,5.5,30.3,29.4,NA,-1.1561457651175786,-0.43232567467624444
1987-02-15,8.1,7.6,6,30.6,29.3,NA,-1.0690905938831456,-0.511774948471528
1987-02-16,8.3,7.7,4,30.3,29.9,NA,-1.2160161383158343,-0.08550903986077169
1987-02-17,8,8,2.5,30.3,30.7,NA,-1.4762413718156013,-0.023151884865081507
1987-02-18,8,8.4,4.5,30.2,31,NA,-1.1280206868778688,-0.3409489800462161
1987-02-19,8.1,8.2,5,30.2,31,NA,-1.0637147194861765,-0.36075044310065185
1987-02-20,8,8.2,3,30.2,31,NA,-1.3667504234729388,-0.1035854139378265
1987-02-21,8.1,7.8,2.5,30.4,29.8,NA,-1.4765547985501124,0.03551167059830512
1987-02-22,8.1,7.2,4.5,30.5,29.7,NA,-1.3526918846946743,-0.2724428718082156
1987-02-23,8.2,7,4,30.7,29.5,NA,-1.4176247055553892,-0.1353142978270068
1987-02-24,8.1,7.3,2.5,30.4,29.3,NA,-1.5887336840912596,0.04043294698561204
1987-02-25,7.9,7.1,1,30.6,29.3,NA,-1.9165796756502254,0.1644064232770741
1987-02-26,8,7,1,30.7,29.3,NA,-1.894457325276507,0.2220857234629992
1987-02-27,8,7,-0.5,30.6,29.3,NA,-2.0883155076551176,0.45748077901646617
1987-02-28,7.7,7,-1,30.6,29.7,NA,-2.286609284227165,0.3658606628088966
1987-03-01,7.7,6.8,-0.5,30.6,30.2,NA,-2.2668614443174206,0.2893641548459971
