1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 2500000035C0F221
Is Mission Active?  true
Mission Start:  Sat Jun 04 20:01:00 PDT 2016
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2123
Total Samples:  2124
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/4/16 8:01:00 PM,C,25.5
6/5/16 12:01:00 AM,C,20.5
6/5/16 4:01:00 AM,C,20.5
6/5/16 8:01:00 AM,C,15
6/5/16 12:01:00 PM,C,18
6/5/16 4:01:00 PM,C,18.5
6/5/16 8:01:00 PM,C,26.5
6/6/16 12:01:00 AM,C,21
6/6/16 4:01:00 AM,C,21
6/6/16 8:01:00 AM,C,20.5
6/6/16 12:01:00 PM,C,24
6/6/16 4:01:00 PM,C,14
6/6/16 8:01:00 PM,C,14.5
6/7/16 12:01:00 AM,C,13
6/7/16 4:01:00 AM,C,12.5
6/7/16 8:01:00 AM,C,13.5
6/7/16 12:01:00 PM,C,24.5
6/7/16 4:01:00 PM,C,14
6/7/16 8:01:00 PM,C,14
6/8/16 12:01:00 AM,C,12.5
6/8/16 4:01:00 AM,C,12
6/8/16 8:01:00 AM,C,12.5
6/8/16 12:01:00 PM,C,17
6/8/16 4:01:00 PM,C,12.5
6/8/16 8:01:00 PM,C,11.5
6/9/16 12:01:00 AM,C,10.5
6/9/16 4:01:00 AM,C,11.5
6/9/16 8:01:00 AM,C,11.5
6/9/16 12:01:00 PM,C,15
6/9/16 4:01:00 PM,C,15.5
6/9/16 8:01:00 PM,C,14.5
6/10/16 12:01:00 AM,C,12
6/10/16 4:01:00 AM,C,13.5
6/10/16 8:01:00 AM,C,12.5
6/10/16 12:01:00 PM,C,14
6/10/16 4:01:00 PM,C,13.5
6/10/16 8:01:00 PM,C,12.5
6/11/16 12:01:00 AM,C,11
6/11/16 4:01:00 AM,C,11.5
6/11/16 8:01:00 AM,C,11.5
6/11/16 12:01:00 PM,C,20
6/11/16 4:01:00 PM,C,31
6/11/16 8:01:00 PM,C,14
6/12/16 12:01:00 AM,C,12.5
6/12/16 4:01:00 AM,C,10.5
6/12/16 8:01:00 AM,C,12
6/12/16 12:01:00 PM,C,15
6/12/16 4:01:00 PM,C,14.5
6/12/16 8:01:00 PM,C,12.5
6/13/16 12:01:00 AM,C,11.5
6/13/16 4:01:00 AM,C,9.5
6/13/16 8:01:00 AM,C,12
6/13/16 12:01:00 PM,C,16
6/13/16 4:01:00 PM,C,23
6/13/16 8:01:00 PM,C,14
6/14/16 12:01:00 AM,C,13
6/14/16 4:01:00 AM,C,10
6/14/16 8:01:00 AM,C,12
6/14/16 12:01:00 PM,C,12.5
6/14/16 4:01:00 PM,C,12.5
6/14/16 8:01:00 PM,C,12.5
6/15/16 12:01:00 AM,C,12
6/15/16 4:01:00 AM,C,9.5
6/15/16 8:01:00 AM,C,9.5
6/15/16 12:01:00 PM,C,13
6/15/16 4:01:00 PM,C,21
6/15/16 8:01:00 PM,C,13.5
6/16/16 12:01:00 AM,C,13
6/16/16 4:01:00 AM,C,11
6/16/16 8:01:00 AM,C,11
6/16/16 12:01:00 PM,C,12
6/16/16 4:01:00 PM,C,13
6/16/16 8:01:00 PM,C,12.5
6/17/16 12:01:00 AM,C,12.5
6/17/16 4:01:00 AM,C,11.5
6/17/16 8:01:00 AM,C,12.5
6/17/16 12:01:00 PM,C,13.5
6/17/16 4:01:00 PM,C,28.5
6/17/16 8:01:00 PM,C,17.5
6/18/16 12:01:00 AM,C,15
6/18/16 4:01:00 AM,C,12
6/18/16 8:01:00 AM,C,14
6/18/16 12:01:00 PM,C,14.5
6/18/16 4:01:00 PM,C,20
6/18/16 8:01:00 PM,C,17.5
6/19/16 12:01:00 AM,C,15
6/19/16 4:01:00 AM,C,13
6/19/16 8:01:00 AM,C,14
6/19/16 12:01:00 PM,C,15
6/19/16 4:01:00 PM,C,15.5
6/19/16 8:01:00 PM,C,16
6/20/16 12:01:00 AM,C,15
6/20/16 4:01:00 AM,C,13.5
6/20/16 8:01:00 AM,C,11.5
6/20/16 12:01:00 PM,C,17.5
6/20/16 4:01:00 PM,C,15
6/20/16 8:01:00 PM,C,14.5
6/21/16 12:01:00 AM,C,13.5
6/21/16 4:01:00 AM,C,13.5
6/21/16 8:01:00 AM,C,13
6/21/16 12:01:00 PM,C,14
6/21/16 4:01:00 PM,C,13.5
6/21/16 8:01:00 PM,C,13.5
6/22/16 12:01:00 AM,C,12.5
6/22/16 4:01:00 AM,C,12
6/22/16 8:01:00 AM,C,12.5
6/22/16 12:01:00 PM,C,15
6/22/16 4:01:00 PM,C,13.5
6/22/16 8:01:00 PM,C,14
6/23/16 12:01:00 AM,C,13.5
6/23/16 4:01:00 AM,C,13
6/23/16 8:01:00 AM,C,13
6/23/16 12:01:00 PM,C,14
6/23/16 4:01:00 PM,C,13.5
6/23/16 8:01:00 PM,C,13.5
6/24/16 12:01:00 AM,C,13
6/24/16 4:01:00 AM,C,13
6/24/16 8:01:00 AM,C,13.5
6/24/16 12:01:00 PM,C,17
6/24/16 4:01:00 PM,C,14.5
6/24/16 8:01:00 PM,C,13
6/25/16 12:01:00 AM,C,12.5
6/25/16 4:01:00 AM,C,13
6/25/16 8:01:00 AM,C,12.5
6/25/16 12:01:00 PM,C,15
6/25/16 4:01:00 PM,C,14.5
6/25/16 8:01:00 PM,C,14
6/26/16 12:01:00 AM,C,13.5
6/26/16 4:01:00 AM,C,13.5
6/26/16 8:01:00 AM,C,13
6/26/16 12:01:00 PM,C,28.5
6/26/16 4:01:00 PM,C,19
6/26/16 8:01:00 PM,C,17
6/27/16 12:01:00 AM,C,14
6/27/16 4:01:00 AM,C,14
6/27/16 8:01:00 AM,C,14
6/27/16 12:01:00 PM,C,21
6/27/16 4:01:00 PM,C,28
6/27/16 8:01:00 PM,C,15
6/28/16 12:01:00 AM,C,12.5
6/28/16 4:01:00 AM,C,10.5
6/28/16 8:01:00 AM,C,13
6/28/16 12:01:00 PM,C,27.5
6/28/16 4:01:00 PM,C,33.5
6/28/16 8:01:00 PM,C,17.5
6/29/16 12:01:00 AM,C,14
6/29/16 4:01:00 AM,C,12
6/29/16 8:01:00 AM,C,13
6/29/16 12:01:00 PM,C,19.5
6/29/16 4:01:00 PM,C,21
6/29/16 8:01:00 PM,C,15.5
6/30/16 12:01:00 AM,C,14.5
6/30/16 4:01:00 AM,C,13
6/30/16 8:01:00 AM,C,14
6/30/16 12:01:00 PM,C,14.5
6/30/16 4:01:00 PM,C,28.5
6/30/16 8:01:00 PM,C,16
7/1/16 12:01:00 AM,C,14
7/1/16 4:01:00 AM,C,13
7/1/16 8:01:00 AM,C,14
7/1/16 12:01:00 PM,C,14.5
7/1/16 4:01:00 PM,C,15.5
7/1/16 8:01:00 PM,C,14
7/2/16 12:01:00 AM,C,13.5
7/2/16 4:01:00 AM,C,13
7/2/16 8:01:00 AM,C,13.5
7/2/16 12:01:00 PM,C,13.5
7/2/16 4:01:00 PM,C,14.5
7/2/16 8:01:00 PM,C,14
7/3/16 12:01:00 AM,C,13.5
7/3/16 4:01:00 AM,C,12.5
7/3/16 8:01:00 AM,C,12
7/3/16 12:01:00 PM,C,13.5
7/3/16 4:01:00 PM,C,14
7/3/16 8:01:00 PM,C,13.5
7/4/16 12:01:00 AM,C,13.5
7/4/16 4:01:00 AM,C,13.5
7/4/16 8:01:00 AM,C,14
7/4/16 12:01:00 PM,C,14.5
7/4/16 4:01:00 PM,C,14
7/4/16 8:01:00 PM,C,14
7/5/16 12:01:00 AM,C,13.5
7/5/16 4:01:00 AM,C,13.5
7/5/16 8:01:00 AM,C,13.5
7/5/16 12:01:00 PM,C,17.5
7/5/16 4:01:00 PM,C,15
7/5/16 8:01:00 PM,C,16
7/6/16 12:01:00 AM,C,14.5
7/6/16 4:01:00 AM,C,13.5
7/6/16 8:01:00 AM,C,13
7/6/16 12:01:00 PM,C,29.5
7/6/16 4:01:00 PM,C,15.5
7/6/16 8:01:00 PM,C,15
7/7/16 12:01:00 AM,C,14.5
7/7/16 4:01:00 AM,C,14
7/7/16 8:01:00 AM,C,14
7/7/16 12:01:00 PM,C,15
7/7/16 4:01:00 PM,C,14
7/7/16 8:01:00 PM,C,14
7/8/16 12:01:00 AM,C,13.5
7/8/16 4:01:00 AM,C,13.5
7/8/16 8:01:00 AM,C,14
7/8/16 12:01:00 PM,C,16.5
7/8/16 4:01:00 PM,C,15
7/8/16 8:01:00 PM,C,14.5
7/9/16 12:01:00 AM,C,13.5
7/9/16 4:01:00 AM,C,13.5
7/9/16 8:01:00 AM,C,14
7/9/16 12:01:00 PM,C,20
7/9/16 4:01:00 PM,C,15.5
7/9/16 8:01:00 PM,C,15
7/10/16 12:01:00 AM,C,14
7/10/16 4:01:00 AM,C,14
7/10/16 8:01:00 AM,C,14
7/10/16 12:01:00 PM,C,16.5
7/10/16 4:01:00 PM,C,16
7/10/16 8:01:00 PM,C,15
7/11/16 12:01:00 AM,C,13.5
7/11/16 4:01:00 AM,C,14
7/11/16 8:01:00 AM,C,14
7/11/16 12:01:00 PM,C,15.5
7/11/16 4:01:00 PM,C,15.5
7/11/16 8:01:00 PM,C,15
7/12/16 12:01:00 AM,C,14.5
7/12/16 4:01:00 AM,C,14
7/12/16 8:01:00 AM,C,14.5
7/12/16 12:01:00 PM,C,17.5
7/12/16 4:01:00 PM,C,21.5
7/12/16 8:01:00 PM,C,15.5
7/13/16 12:01:00 AM,C,13.5
7/13/16 4:01:00 AM,C,13
7/13/16 8:01:00 AM,C,14.5
7/13/16 12:01:00 PM,C,19
7/13/16 4:01:00 PM,C,25
7/13/16 8:01:00 PM,C,17.5
7/14/16 12:01:00 AM,C,16
7/14/16 4:01:00 AM,C,15
7/14/16 8:01:00 AM,C,15
7/14/16 12:01:00 PM,C,17
7/14/16 4:01:00 PM,C,31
7/14/16 8:01:00 PM,C,17.5
7/15/16 12:01:00 AM,C,16
7/15/16 4:01:00 AM,C,15
7/15/16 8:01:00 AM,C,15.5
7/15/16 12:01:00 PM,C,15.5
7/15/16 4:01:00 PM,C,29.5
7/15/16 8:01:00 PM,C,18
7/16/16 12:01:00 AM,C,15.5
7/16/16 4:01:00 AM,C,15
7/16/16 8:01:00 AM,C,15
7/16/16 12:01:00 PM,C,15
7/16/16 4:01:00 PM,C,20
7/16/16 8:01:00 PM,C,16.5
7/17/16 12:01:00 AM,C,15.5
7/17/16 4:01:00 AM,C,14.5
7/17/16 8:01:00 AM,C,15.5
7/17/16 12:01:00 PM,C,15.5
7/17/16 4:01:00 PM,C,24
7/17/16 8:01:00 PM,C,17.5
7/18/16 12:01:00 AM,C,15.5
7/18/16 4:01:00 AM,C,14.5
7/18/16 8:01:00 AM,C,15.5
7/18/16 12:01:00 PM,C,16
7/18/16 4:01:00 PM,C,17
7/18/16 8:01:00 PM,C,16.5
