"Year","Month","Temperature","avgTemperature","Anomaly","An.col","Date"
2009,1,6.83225806451613,7.86504621670918,-1.03278815219305,"blue",2009-01-01
2009,2,6.73571428571429,7.77551673011791,-1.03980244440363,"blue",2009-02-01
2009,3,6.59032258064516,7.90771314379965,-1.31739056315448,"blue",2009-03-01
2009,4,7.16,8.50319018731375,-1.34319018731375,"blue",2009-04-01
2009,6,9.23666666666667,9.97631288899291,-0.739646222326243,"blue",2009-06-01
2009,7,9.55483870967742,10.47113771491,-0.916299005232592,"blue",2009-07-01
2009,8,9.65161290322581,10.5781113511265,-0.926498447900665,"blue",2009-08-01
2009,9,10.4533333333333,10.2732583554727,0.180074977860643,"red",2009-09-01
2009,10,9.49032258064516,10.0348028461877,-0.544480265542557,"blue",2009-10-01
2009,11,8.88666666666667,9.3199448030587,-0.433278136392033,"blue",2009-11-01
2009,12,7.58387096774194,8.34005685398695,-0.756185886245015,"blue",2009-12-01
2010,1,7.86774193548387,7.86504621670918,0.00269571877469588,"red",2010-01-01
2010,2,7.92142857142857,7.77551673011791,0.14591184131066,"red",2010-02-01
2010,3,8.2,7.90771314379965,0.292286856200354,"red",2010-03-01
2010,4,8.47333333333333,8.50319018731375,-0.0298568539804176,"blue",2010-04-01
2010,5,8.99032258064516,9.3246044683481,-0.334281887702941,"blue",2010-05-01
2010,6,9.55333333333333,9.97631288899291,-0.422979555659577,"blue",2010-06-01
2010,7,10.058064516129,10.47113771491,-0.413073198780978,"blue",2010-07-01
2010,9,9.72333333333333,10.2732583554727,-0.549925022139357,"blue",2010-09-01
2010,10,10.5322580645161,10.0348028461877,0.497455218328412,"red",2010-10-01
2010,11,9.33,9.3199448030587,0.0100551969413001,"red",2010-11-01
2010,12,8.03225806451613,8.34005685398695,-0.307798789470823,"blue",2010-12-01
2011,1,7.49677419354839,7.86504621670918,-0.368272023160788,"blue",2011-01-01
2011,2,7.11785714285714,7.77551673011791,-0.657659587260769,"blue",2011-02-01
2011,3,7.29354838709677,7.90771314379965,-0.614164756702871,"blue",2011-03-01
2011,4,7.88,8.50319018731375,-0.62319018731375,"blue",2011-04-01
2011,5,8.4,9.3246044683481,-0.924604468348102,"blue",2011-05-01
2013,4,NA,8.5,-0.766872278580028,"blue",2013-04-01
2011,6,9.17,9.97631288899291,-0.80631288899291,"blue",2011-06-01
2011,7,9.51935483870968,10.47113771491,-0.951782876200333,"blue",2011-07-01
2011,8,9.84516129032258,10.5781113511265,-0.732950060803891,"blue",2011-08-01
2011,9,9.89666666666667,10.2732583554727,-0.376591688806023,"blue",2011-09-01
