"Year","Month","Temperature","avgTemperature","Anomaly","An.col","Date"
2011,10,9.9,10.0348028461877,-0.134802846187718,"blue",2011-10-01
2011,11,8.67,9.3199448030587,-0.6499448030587,"blue",2011-11-01
2011,12,7.74838709677419,8.34005685398695,-0.591669757212758,"blue",2011-12-01
2012,1,7.09032258064516,7.86504621670918,-0.774723636064014,"blue",2012-01-01
2012,2,7.01379310344828,7.77551673011791,-0.761723626669636,"blue",2012-02-01
2012,3,6.86774193548387,7.90771314379965,-1.03997120831577,"blue",2012-03-01
2012,4,7.80666666666667,8.50319018731375,-0.696523520647084,"blue",2012-04-01
2012,5,8.43870967741936,9.3246044683481,-0.885894790928747,"blue",2012-05-01
2012,6,9.08333333333333,9.97631288899291,-0.892979555659576,"blue",2012-06-01
2012,7,9.23333333333333,10.47113771491,-1.23780438157668,"blue",2012-07-01
2012,8,9.91428571428571,10.5781113511265,-0.663825636840757,"blue",2012-08-01
2012,9,9.58666666666667,10.2732583554727,-0.686591688806024,"blue",2012-09-01
2012,10,9.09677419354839,10.0348028461877,-0.93802865263933,"blue",2012-10-01
2012,11,9.09666666666667,9.3199448030587,-0.223278136392034,"blue",2012-11-01
2012,12,8.57741935483871,8.34005685398695,0.237362500851759,"red",2012-12-01
2013,1,7.84,7.86504621670918,-0.0250462167091756,"blue",2013-01-01
2015,1,NA,7.87,-0.0871984416796776,"blue",2015-01-01
2013,2,7.825,7.77551673011791,0.0494832698820886,"red",2013-02-01
2013,3,7.58846153846154,7.90771314379965,-0.319251605338107,"blue",2013-03-01
2013,5,9.15384615384615,9.3246044683481,-0.170758314501949,"blue",2013-05-01
2013,6,9.64666666666667,9.97631288899291,-0.329646222326243,"blue",2013-06-01
2013,7,10.441935483871,10.47113771491,-0.0292022310390436,"blue",2013-07-01
2013,8,10.7935483870968,10.5781113511265,0.215437035970302,"red",2013-08-01
2013,9,11.47,10.2732583554727,1.19674164452731,"red",2013-09-01
2013,10,10.2,10.0348028461877,0.165197153812281,"red",2013-10-01
2013,11,8.75,9.3199448030587,-0.5699448030587,"blue",2013-11-01
2013,12,7.84516129032258,8.34005685398695,-0.494895563664371,"blue",2013-12-01
2014,1,7.45333333333333,7.86504621670918,-0.411712883375842,"blue",2014-01-01
2014,2,7.05357142857143,7.77551673011791,-0.721945301546483,"blue",2014-02-01
2014,3,7.20454545454545,7.90771314379965,-0.703167689254191,"blue",2014-03-01
2014,4,8.4875,8.50319018731375,-0.0156901873137496,"blue",2014-04-01
2014,5,9.88387096774194,9.3246044683481,0.559266499393834,"red",2014-05-01
2014,6,9.8448275862069,9.97631288899291,-0.131485302786013,"blue",2014-06-01
2014,7,10.3566666666667,10.47113771491,-0.114471048243344,"blue",2014-07-01
2014,8,11.424,10.5781113511265,0.845888648873528,"red",2014-08-01
2014,9,11.2407407407407,10.2732583554727,0.967482385268051,"red",2014-09-01
2014,10,12.15,10.0348028461877,2.11519715381228,"red",2014-10-01
2014,11,11.0703703703704,9.3199448030587,1.75042556731167,"red",2014-11-01
2014,12,9.84230769230769,8.34005685398695,1.50225083832074,"red",2014-12-01
2015,2,9.73333333333333,7.77551673011791,1.95781660321542,"red",2015-02-01
2015,3,10.2,7.90771314379965,2.29228685620035,"red",2015-03-01
2015,4,10.3333333333333,8.50319018731375,1.83014314601958,"red",2015-04-01
2015,5,10.5625,9.3246044683481,1.2378955316519,"red",2015-05-01
2015,6,10.48,9.97631288899291,0.503687111007091,"red",2015-06-01
2015,7,11.6129032258065,10.47113771491,1.14176551089644,"red",2015-07-01
2015,8,11.9821428571429,10.5781113511265,1.40403150601639,"red",2015-08-01
2015,9,11.7733333333333,10.2732583554727,1.50007497786064,"red",2015-09-01
2015,10,12.0884615384615,10.0348028461877,2.05365869227382,"red",2015-10-01
2015,11,10.6896551724138,9.3199448030587,1.36971036935509,"red",2015-11-01
2015,12,9.63548387096774,8.34005685398695,1.29542701698079,"red",2015-12-01
2016,1,8.7258064516129,7.86504621670918,0.860760234903728,"red",2016-01-01
2016,2,9.42413793103448,7.77551673011791,1.64862120091657,"red",2016-02-01
2016,3,9.33548387096774,7.90771314379965,1.4277707271681,"red",2016-03-01
2016,4,10.0296296296296,8.50319018731375,1.52643944231588,"red",2016-04-01
2016,5,10.7157894736842,9.3246044683481,1.39118500533611,"red",2016-05-01
2016,6,11.3730769230769,9.97631288899291,1.39676403408401,"red",2016-06-01
2016,7,11.644,10.47113771491,1.17286228508999,"red",2016-07-01
2016,8,11.6047619047619,10.5781113511265,1.02665055363543,"red",2016-08-01
2016,9,11.465,10.2732583554727,1.19174164452731,"red",2016-09-01
2016,10,10.9888888888889,10.0348028461877,0.954086042701171,"red",2016-10-01
2016,11,10.9571428571429,9.3199448030587,1.63719805408416,"red",2016-11-01
2016,12,9.39047619047619,8.34005685398695,1.05041933648924,"red",2016-12-01
2017,1,8.53888888888889,7.86504621670918,0.673842672179714,"red",2017-01-01
2017,2,8.34117647058824,7.77551673011791,0.565659740470324,"red",2017-02-01
2017,3,8.31428571428571,7.90771314379965,0.40657257048607,"red",2017-03-01
2017,4,9.33125,8.50319018731375,0.82805981268625,"red",2017-04-01
2017,5,10.1,9.3246044683481,0.775395531651897,"red",2017-05-01
2017,6,11.2222222222222,9.97631288899291,1.24590933322931,"red",2017-06-01
2017,7,11.4590909090909,10.47113771491,0.987953194180898,"red",2017-07-01
2017,8,10.7222222222222,10.5781113511265,0.14411087109575,"red",2017-08-01
2017,9,10.7176470588235,10.2732583554727,0.444388703350839,"red",2017-09-01
2017,10,9.90769230769231,10.0348028461877,-0.12711053849541,"blue",2017-10-01
2017,11,8.89545454545454,9.3199448030587,-0.424490257604155,"blue",2017-11-01
2017,12,8.59473684210526,8.34005685398695,0.254679988118312,"red",2017-12-01
2018,1,8.15333333333333,7.86504621670918,0.288287116624157,"red",2018-01-01
2018,2,7.92352941176471,7.77551673011791,0.148012681646795,"red",2018-02-01
2018,3,7.98571428571429,7.90771314379965,0.0780011419146405,"red",2018-03-01
2018,4,8.61666666666667,8.50319018731375,0.113476479352917,"red",2018-04-01
2018,5,9.64583333333333,9.3246044683481,0.321228864985232,"red",2018-05-01
2018,6,10.9541666666667,9.97631288899291,0.977853777673758,"red",2018-06-01
2018,7,11.5966666666667,10.47113771491,1.12552895175665,"red",2018-07-01
