"year","Anomaly","summer.anomaly","winter.anomaly"
2009,-0.497707551001866,-0.482856784045576,-0.825695373562041
2010,0.215221162474564,-0.0338982085108643,0.451263151783581
2011,-0.299115474562149,-0.452390834224787,-0.242400442686464
2012,-0.393451840365423,-0.553578750251413,-0.554507810661463
2013,0.229073050339812,0.330153968642596,0.206026828966613
2014,0.790383244146942,0.577935207055647,-0.307976945037161
2015,1.69741650288501,1.39445248374756,2.4493220431087
2016,1.59392156754621,1.57671673204407,1.61668240068448
2017,0.801460989221052,1.17061557394291,0.852990007400381
2018,0.993990672360913,1.20402862603243,0.475731993083542
2019,1.37989699326301,NA,1.27848870977536
